gene_id	Symbol	baseMean.tumor.KO.WT	log2FoldChange.tumor.KO.WT	padj.tumor.KO.WT	gene_biotype	reg_tumor	tpm.Tumor_HDLBP_KO_2	tpm.Tumor_HDLBP_KO_3	tpm.Tumor_HDLBP_KO_4	tpm.Tumor_HDLBP_KO_5	tpm.Tumor_WT_1	tpm.Tumor_WT_2	tpm.Tumor_WT_3	tpm.Tumor_WT_4	tpm.Tumor_WT_5	tpm.Tumor_WT_6	tpm.Tumor_WT_7	tpm.Tumor_WT_8
ENSG00000151702.12	FLI1	34.9815467574267	3.80758887198721	1.02023126997493e-08	protein_coding	up_tumor	6.75	4.24	12.4	2.92	0.78	0.18	1.19	1.03	0.34	0.61	1.55	0.65
ENSG00000188322.4	SBK1	104.227074523612	3.79841318480555	1.20432962852638e-10	protein_coding	up_tumor	13.83	1.93	8.02	1.69	0.98	0.33	0.55	0.63	0.55	0.91	0.58	0.61
ENSG00000105255.6	FSD1	38.8988099885528	3.69448355830553	5.04887575496302e-13	protein_coding	up_tumor	10.82	4.78	17.95	4.6	1	1.17	0.35	0.99	0.82	1.12	0.35	1.67
ENSG00000179242.11	CDH4	154.242309806746	3.63392666174646	2.42687787600084e-12	protein_coding	up_tumor	6.69	3.46	17.21	4.47	1.16	0.36	0.49	0.74	0.48	1.32	0.47	1.43
ENSG00000163644.10	PPM1K	354.772441911996	3.55765165843419	1.76450969951032e-13	protein_coding	up_tumor	20.19	6.83	38.24	6.66	2.16	2.24	1.77	1.93	2.15	2.65	2.11	3.81
ENSG00000166086.8	JAM3	12.6502333167104	3.55442839762005	8.97525814964145e-13	protein_coding	up_tumor	2.02	1.19	1.14	1.36	0.69	0.54	0.08	0.7	0.03	0.55	0.28	0.42
ENSG00000230873.4	STMND1	23.5768414268837	3.55001252007301	5.53413973418528e-07	protein_coding	up_tumor	5.38	2.36	11.76	2.71	1.48	0.04	0.49	0.78	0.24	0.48	0.7	0.35
ENSG00000011332.15	DPF1	52.8718567264546	3.50277544453604	1.45637797947579e-16	protein_coding	up_tumor	3.8	5.69	15.27	8.25	0.99	0.68	0.75	1.11	0.97	1.5	0.3	1.6
ENSG00000251247.5	ZNF345	84.8530630513308	3.45841952321212	1.91464493365802e-15	protein_coding	up_tumor	52.36	37.12	79.19	29.91	6.7	2.09	2.83	5.99	3.95	8.74	3.04	9.52
ENSG00000214954.4	LRRC69	2010.25700477612	3.40177178240695	1.58391660546747e-12	protein_coding	up_tumor	244.19	164.84	859.2	207.46	50.91	30.84	26.7	31.72	32.46	66.64	30.94	81.26
ENSG00000139187.5	KLRG1	116.328665747618	3.35730158984207	1.7567016738905e-12	protein_coding	up_tumor	25.5	16.87	59.63	15.6	6.32	2.26	1.94	3.28	2.61	6.81	2.82	4.77
ENSG00000128340.10	RAC2	70.3075368049183	3.33726793712437	0.000128377945137727	protein_coding	up_tumor	90.23	4.08	23.89	2.78	4.09	3.99	2.63	5.3	1.65	1.36	11.88	2.74
ENSG00000150625.12	GPM6A	244.609802327584	3.27943651013665	7.33860547612349e-14	protein_coding	up_tumor	13.93	15.36	69.46	18.54	3.87	2.31	2.97	3.26	3.57	4.29	2.79	6.18
ENSG00000111224.9	PARP11	193.205489031831	3.26857181166025	3.29826796150856e-07	protein_coding	up_tumor	30.04	2.57	18.59	1.75	2.24	2.07	2.26	1.94	1.91	2.05	3.02	2.33
ENSG00000007237.14	GAS7	34.5369042735815	3.07988738551526	4.44494290001186e-07	protein_coding	up_tumor	20.62	2.93	3.46	0.81	0.25	0.73	0.61	0.95	0.31	1	1.73	0.84
ENSG00000100867.10	DHRS2	169.677646191226	3.07765626019572	6.24147854947941e-17	protein_coding	up_tumor	9.62	84.52	26.78	58.33	2.98	3.87	2.2	2.7	3.84	5.6	2.68	7.42
ENSG00000081189.9	MEF2C	72.1486603345325	3.07601005631666	2.41577130993593e-08	protein_coding	up_tumor	11.23	10.5	30.9	5.07	3.19	1.52	0.93	2.85	1.58	1.07	1.82	4.37
ENSG00000167680.11	SEMA6B	59.0751160900106	2.99711589761965	5.0901266293284e-11	protein_coding	up_tumor	26.17	14.11	44.54	31.52	5.71	2.15	0.45	3.24	6.05	6.48	2.28	6.34
ENSG00000182986.8	ZNF320	43.3803378615053	2.92405351999927	5.11452313130034e-08	protein_coding	up_tumor	5.25	2.37	11.94	2.6	0.74	3.1	0.11	1.08	1.34	1.27	1.27	1.39
ENSG00000173258.8	ZNF483	121.412541647501	2.8217310835024	5.18752258865779e-21	protein_coding	up_tumor	9.84	14.86	29.87	16.73	3.66	2.39	2.66	3.93	2.84	3.64	2.93	4.49
ENSG00000156113.16	KCNMA1	78.1793122536867	2.80220742444046	4.1168198986146e-08	protein_coding	up_tumor	39.46	6.27	24.51	5.61	1.14	1.42	1.97	1.97	1.49	0.91	1.99	3.58
ENSG00000139974.11	SLC38A6	587.291114913237	2.80183111005816	1.05119993672793e-08	protein_coding	up_tumor	60.01	206.75	797.21	362.75	60.96	38.77	23.74	35.85	37.33	62.52	28.6	94.47
ENSG00000198157.6	HMGN5	257.370802732121	2.76826496193893	4.71447663359981e-13	protein_coding	up_tumor	33.39	31.9	121.59	38.62	14.2	11.48	9.37	11.53	8.14	11.32	8.31	10.66
ENSG00000186907.3	RTN4RL2	208.14519766098	2.76379411946702	6.68881760291378e-11	protein_coding	up_tumor	44.01	12.59	27.42	26.14	3.31	8.84	4.42	4.3	6.79	5.09	8.85	3.57
ENSG00000165757.8	KIAA1462	31.7906860186886	2.71152698890977	4.46766054331513e-08	protein_coding	up_tumor	3.37	1.29	4.47	1.31	0.2	0.41	0.77	0.88	0.51	0.44	0.11	0.3
ENSG00000197928.6	ZNF677	100.951314183652	2.70085144812484	9.33365822644046e-12	protein_coding	up_tumor	9.02	14.37	30.57	15.71	3.35	2.02	0.89	1.22	2.08	3.93	2.25	5.07
ENSG00000242173.4	ARHGDIG	7.89216395816882	2.68107481955499	0.000409724268042039	protein_coding	up_tumor	7.27	2.15	14.24	1.7	0	0.3	0.78	1.24	2.97	1.52	1.22	1.35
ENSG00000188368.5	PRR19	48.959084000168	2.67442934799582	2.4751923995174e-05	protein_coding	up_tumor	8.88	2.49	15.87	1.91	1.68	2.16	2.18	1.88	1.47	1.44	1.15	0.25
ENSG00000198750.7	GATSL2	7.22965985806409	2.66203723303727	0.00770333362765729	protein_coding	up_tumor	3.62	0.69	1.79	0.28	0.12	0.34	0.31	0.49	0.63	0.79	0.92	0
ENSG00000163328.9	GPR155	267.173265278861	2.65925539139982	4.06261178207709e-10	protein_coding	up_tumor	9.38	7.91	24.04	7.48	2.7	1.96	1.05	2.38	1.98	3.95	1.84	3.89
ENSG00000245680.5	ZNF585B	249.086107151852	2.63774625916253	1.14546713402514e-06	protein_coding	up_tumor	23.17	6.16	14.78	4.64	4.76	3.22	3.49	3.4	4.23	4.88	5.4	5.5
ENSG00000179240.4	RP11-111M22.2	112.890220553929	2.63060896509894	7.44707983988307e-10	protein_coding	up_tumor	5.98	5.08	14.79	5.38	1.96	1.68	2.72	2.52	2.55	3.32	1.63	2.08
ENSG00000167994.7	RAB3IL1	44.0662614080783	2.61529624219632	0.000268481796550716	protein_coding	up_tumor	15.69	0.82	6.91	1.82	1.46	1.16	1.27	1.36	1.03	1.4	3.82	1.09
ENSG00000105613.5	MAST1	58.1482910931284	2.61135263974948	1.49816957180747e-07	protein_coding	up_tumor	4.61	8.41	18.92	11.08	2.5	1.09	1.51	1.48	1.35	2.97	2.45	4.91
ENSG00000090554.8	FLT3LG	42.0461525531377	2.60855696164928	3.12451528799861e-10	protein_coding	up_tumor	7.51	8.4	22.97	7.45	3.64	2.3	2.4	2.59	2.35	2.18	3.25	3.27
ENSG00000263020.1	CSNK2B-LY6G5B-1181	60.1683978771136	2.59443455447645	0.0316201051627931	protein_coding	up_tumor	8.5	8.7	11.38	10.06	2.18	0.9	0	2.07	0.95	3.13	0	5.86
ENSG00000146966.8	DENND2A	113.106755611627	2.57870287153396	6.03294213021206e-11	protein_coding	up_tumor	4	8.79	16.63	10.03	2.45	1.32	0.98	2.12	1.25	2.5	1.9	3.51
ENSG00000092621.7	PHGDH	54.5305148310031	2.57713746584143	1.60723716880929e-06	protein_coding	up_tumor	17.95	5.24	12.95	3.74	2.49	2.4	2.44	2.48	2.74	2.85	1.77	1.5
ENSG00000135119.10	RNFT2	223.017122096003	2.57629697268377	3.56201822446702e-07	protein_coding	up_tumor	36.54	7.85	26.7	8.98	6.16	4.65	7.45	6.46	8	9.41	8	8.64
ENSG00000185361.4	TNFAIP8L1	253.933892522567	2.55469633800161	4.41899090319359e-12	protein_coding	up_tumor	18.86	12.44	38.7	13.84	5.45	2.33	3.78	4.65	3.82	5.57	2.81	5.97
ENSG00000176593.3	CTD-2368P22.1	100.559162371026	2.54667317637372	1.93906171499113e-12	protein_coding	up_tumor	8.82	13.9	28.11	12.15	3.32	1.12	1.63	2.81	2.31	4.62	2.53	5.92
ENSG00000092853.9	CLSPN	480.526619040601	2.51864452833423	4.47755927174018e-14	protein_coding	up_tumor	24.14	19.84	56.46	23.47	8.27	5.72	7.41	9.02	6.11	7.54	4.87	11.54
ENSG00000175471.15	MCTP1	14.5605299947135	2.51850919529538	1.11445231124968e-05	protein_coding	up_tumor	3.4	0.59	3.49	1.73	0.39	0.36	0.4	0.57	0.12	0.41	0.2	0.09
ENSG00000144061.8	NPHP1	132.789243444028	2.51359590794213	1.56585757414726e-11	protein_coding	up_tumor	11.05	9.61	20.28	8.15	5.51	3.84	5.56	6.54	5.79	5.34	4.07	3.6
ENSG00000117115.8	PADI2	15.1169572242139	2.50230285301079	2.83152949246311e-05	protein_coding	up_tumor	1.16	0.8	2.51	0.82	0.21	0.16	0.13	0.07	0.46	0.43	0.41	0.38
ENSG00000272822.1	RP11-302B13.5	37.3764501944663	2.50019826863581	0.000591750300949129	protein_coding	up_tumor	20.33	2.37	19.7	1.29	1.33	2.59	1.71	3.7	2.63	3.86	2.05	3.28
ENSG00000167619.7	TMEM145	20.1545694829114	2.49979354111961	7.94536145144602e-10	protein_coding	up_tumor	14.37	4.89	24.78	3.41	1.35	1.32	1.08	2.08	2	1.13	3.01	1.93
ENSG00000198453.8	ZNF568	41.1153207475436	2.49820134406342	1.39558129893596e-07	protein_coding	up_tumor	1.6	2.86	11.08	3.95	1.93	1.21	1.46	1.37	0.83	1.56	0.31	1.01
ENSG00000138670.12	RASGEF1B	72.0173949923932	2.48972456404858	4.20970424499296e-11	protein_coding	up_tumor	21.61	16.08	60.39	18.65	4.13	4.47	1.66	3.6	3.48	2.93	5.64	7.82
ENSG00000037965.4	HOXC8	218.526855804697	2.48188310569616	5.30253086653125e-12	protein_coding	up_tumor	14.93	14.97	35.62	10.71	5.27	2.64	2.98	4.74	3.29	4.29	3.94	6.5
ENSG00000188227.8	ZNF793	145.749473352832	2.47833158570919	1.82489972678655e-09	protein_coding	up_tumor	7.59	4.35	14.79	4.4	2.14	1.45	1.1	1.62	1.4	2.62	1.68	2.63
ENSG00000116132.7	PRRX1	83.8762007307227	2.47663408374812	4.43187992005348e-06	protein_coding	up_tumor	21.83	21.53	17.62	7.41	5.6	0.45	8.82	9.75	4.98	6.03	3.3	6.95
ENSG00000183688.4	FAM101B	103.740636912037	2.45968799482138	6.59832722379759e-20	protein_coding	up_tumor	8.84	7.37	11.19	5.67	1.89	1.82	1.79	2.4	1.61	1.53	1.76	2.17
ENSG00000121413.8	ZSCAN18	73.9694572428452	2.45462796821778	4.64536164915121e-09	protein_coding	up_tumor	4.17	12.05	17.62	12.69	2.92	2.06	1.81	2.08	1.73	4.77	1.21	5.08
ENSG00000227051.4	C14orf132	67.3700185052803	2.45227869832719	3.88713167321031e-10	protein_coding	up_tumor	13.7	10.78	41.48	9.57	1.06	1.01	0.81	2.05	1.85	1.26	1.97	1.39
ENSG00000141456.10	PELP1	1569.02996786508	2.44158176628461	1.32962304159581e-09	protein_coding	up_tumor	180.24	43.73	207.38	68.07	33.83	28.49	34.53	30.29	31.6	32.24	30.73	32.2
ENSG00000178695.4	KCTD12	80.2708749562577	2.43701805918539	4.23744791150867e-05	protein_coding	up_tumor	11.61	1.37	3.94	0.66	0.92	0.88	1.05	0.98	0.51	0.77	0.86	0.81
ENSG00000178538.5	CA8	25.8527782396676	2.41736497912879	0.00119063519968415	protein_coding	up_tumor	5.48	1.56	3.01	0.78	1.1	0.08	1.09	0.79	0.28	1.34	0.14	1.25
ENSG00000198624.8	CCDC69	47.7920763460062	2.39235248447072	9.38917682568314e-12	protein_coding	up_tumor	4.81	4.2	20.34	4.25	1.64	2.05	1.99	1.76	2.67	1.64	3.45	1.51
ENSG00000137819.9	PAQR5	735.44201110802	2.37270834977434	2.55650188366477e-11	protein_coding	up_tumor	39	20.83	73.17	20.98	9.57	5.53	8.78	12.43	9.37	11.72	11.49	9.33
ENSG00000105409.11	ATP1A3	40.0533581195357	2.37010478465091	1.2368719786624e-12	protein_coding	up_tumor	7.35	9.68	15.99	10.02	2.04	1.64	1.46	1.35	1.42	3.56	2.86	3.08
ENSG00000196220.11	SRGAP3	114.786757300733	2.35698991797193	5.55514739768189e-12	protein_coding	up_tumor	8.65	16.55	33.83	18.27	6.6	2.23	3.24	3.19	4.2	3.93	2.12	6.66
ENSG00000102879.11	CORO1A	164.332875998794	2.35513096543716	0.000573666279363552	protein_coding	up_tumor	116.21	12.93	44.63	12.5	16.28	5.12	12.94	20.79	7.36	10.74	27.47	8.18
ENSG00000175287.14	PHYHD1	15.5205856673122	2.35234786122925	0.000959337971745814	protein_coding	up_tumor	12.28	1.53	7.23	1.02	0.56	1.17	1.36	1.24	1.67	1.43	1.68	1
ENSG00000087299.7	L2HGDH	189.629480369546	2.34133042685228	2.07797913822475e-10	protein_coding	up_tumor	16.03	9.18	28.83	9.42	4.82	3.59	7.25	5.22	4.14	5.16	3.81	5.18
ENSG00000103485.13	QPRT	105.256242872533	2.33675003968443	3.83231645763672e-12	protein_coding	up_tumor	8.13	13.21	22.04	12.38	3.79	4.37	3.11	2.07	3.15	4.16	2.73	5.84
ENSG00000255103.1	KIAA0754	26.6245983266056	2.33266674659811	5.80625854229979e-05	protein_coding	up_tumor	1.42	0.72	2.38	0.31	0.23	0.37	0.19	0.17	0.24	0.57	0.28	0.39
ENSG00000136167.9	LCP1	61.5964581327411	2.32908703772849	0.00231671639261083	protein_coding	up_tumor	25.75	2.08	9.88	1.71	1.46	2.85	1.78	1.84	1.47	0.94	6.95	2.63
ENSG00000182963.5	GJC1	173.311049390547	2.31793012444002	5.30253086653125e-12	protein_coding	up_tumor	12.58	10.97	22.39	7.85	2.38	2.73	3.66	3.99	2.86	5.49	3.18	5.01
ENSG00000161243.4	FBXO27	56.3877484229824	2.31088606767604	3.32895436537203e-11	protein_coding	up_tumor	12.22	7.57	14.09	7.05	3.59	2.01	0.95	2.54	1.92	1.61	1.49	2.64
ENSG00000174282.7	ZBTB4	1166.13893501342	2.29958339404279	9.27092357974905e-06	protein_coding	up_tumor	112.65	15.61	47.26	16.59	11.74	13.46	15.48	12.94	15.44	14.82	14.29	13.1
ENSG00000105371.8	ICAM4	36.8486686682669	2.2981216794726	2.25804804232887e-06	protein_coding	up_tumor	4.99	9.52	12.54	10.71	2.74	1.15	1.06	2.27	1.54	3.37	0.81	5.08
ENSG00000197013.5	ZNF429	16.0288789741284	2.26624033034833	2.44531990450126e-05	protein_coding	up_tumor	4.5	2.81	10.82	3.73	0.14	1.16	1.72	1.29	1.41	1.4	2.66	1.07
ENSG00000101347.7	SAMHD1	260.435826303518	2.2482444838521	3.59068500753224e-12	protein_coding	up_tumor	19.75	12.09	18.68	7.94	3.92	4.27	3.03	3.84	3.6	3.94	6.41	4.57
ENSG00000123360.7	PDE1B	38.2788012113926	2.22322601441	6.84901859258921e-08	protein_coding	up_tumor	7.08	6.64	26.54	6.06	1.37	1.03	1.7	1.69	1.82	0.94	2.01	2.25
ENSG00000213889.6	PPM1N	130.600529372955	2.20791834150851	1.37768702509757e-08	protein_coding	up_tumor	68.17	19	46.36	23.17	7.94	9.6	9.43	9.96	12.11	9.21	11.23	9.8
ENSG00000115977.14	AAK1	236.569714954301	2.20250949318107	1.79545048756305e-10	protein_coding	up_tumor	32.92	90.7	170.49	84.25	27.25	15.7	10.21	18.27	14.39	20.5	9.82	31.18
ENSG00000028310.13	BRD9	1051.67198739896	2.19196877007696	3.6373477719183e-10	protein_coding	up_tumor	324.91	116.35	681.17	142.46	50.79	39.21	35.54	40.48	47.86	50.94	36.64	61.88
ENSG00000272869.1	CTC-487M23.8	37.0942798793704	2.17986065222525	0.00253877971733185	protein_coding	up_tumor	6.59	5.27	10.47	2.32	3.27	1.59	0	1.19	1.12	1.25	3.21	2.52
ENSG00000170264.8	FAM161A	288.813708372716	2.17393734193713	6.89380950010046e-12	protein_coding	up_tumor	17.39	29.97	52.09	33.07	10.07	4.64	7	10.46	6.1	9	8.84	10.68
ENSG00000153721.13	CNKSR3	323.706287668219	2.1689299694693	4.56961251579261e-12	protein_coding	up_tumor	3.88	4.65	7.51	3.54	2.41	3.2	3.29	2.58	2.92	3.01	2.39	2.62
ENSG00000219626.4	FAM228B	652.769113818641	2.16136823396233	5.09715296922798e-08	protein_coding	up_tumor	31.66	42.72	165.51	78.24	27.78	22.35	22.66	21.15	27.03	31.4	22.12	34.8
ENSG00000104998.2	IL27RA	21.1422120250563	2.15473178643801	1.024242623077e-07	protein_coding	up_tumor	1.4	2.12	3.16	2.5	0.76	0.12	0.82	1.02	0.63	0.4	0.57	0.54
ENSG00000127616.13	SMARCA4	570.990173436336	2.14273746393621	1.31106847061668e-11	protein_coding	up_tumor	27.02	17.94	56.89	22.72	15.05	8.34	17.79	13.39	11.29	12.67	13.96	12.64
ENSG00000172006.7	ZNF554	131.745580835845	2.1414487324471	3.01121924942913e-09	protein_coding	up_tumor	4.99	8.28	20.91	10.18	3.11	2.89	1.92	2.11	2.59	3.86	2.84	4.6
ENSG00000163535.13	SGOL2	183.693251054529	2.1391891720781	3.84238917490913e-15	protein_coding	up_tumor	45.97	26.15	76.44	28.82	8.99	4.21	5.3	6.63	6.17	8.47	4.53	9.25
ENSG00000161544.5	CYGB	72.9461494076264	2.13828218668998	0.0022350200680565	protein_coding	up_tumor	44.05	2.84	33.16	2.64	4.89	1.95	7.4	7.31	9.5	3.91	9.63	3.71
ENSG00000186470.9	BTN3A2	362.843520241434	2.1342178324484	4.32990302073913e-09	protein_coding	up_tumor	23.74	22.72	76.86	30.07	14.42	7.69	9.05	9.17	9.71	12.63	10.14	15.65
ENSG00000060982.10	BCAT1	56.1652389992048	2.12660647024397	2.41812726242824e-05	protein_coding	up_tumor	6.47	1.94	15.62	3.28	2.6	1.06	1.39	2.28	1.38	1.33	2.83	1.77
ENSG00000165633.8	VSTM4	87.1532325728102	2.11709387948182	1.02920745006368e-09	protein_coding	up_tumor	7.61	7.25	13.18	8.44	3.13	1.51	1.7	2.16	2.06	2.87	2.02	5.55
ENSG00000141150.3	RASL10B	11.0894897283128	2.11430079069379	0.000818974745100329	protein_coding	up_tumor	10.62	4.29	10.84	2.18	1.49	1.96	1.69	1.22	3.25	2.74	0.05	3.95
ENSG00000152104.7	PTPN14	433.009654850719	2.10718484564125	1.15224429212355e-11	protein_coding	up_tumor	8.84	8.23	25.63	7.83	4.49	3.26	2.33	3.79	3.04	3.38	2.27	3.92
ENSG00000196312.7	HIATL2	15.8868897473765	2.09042668008376	0.000491394969097506	protein_coding	up_tumor	9.71	2.89	7.85	2.18	2.49	1.78	3.37	2.38	1.89	1.19	1.76	1.68
ENSG00000213888.2	AC005003.1	81.8759587622771	2.08031237121392	1.41708947429189e-07	protein_coding	up_tumor	4.09	11.66	23.93	13.13	5.66	2.43	2.6	2.72	3.99	4.65	2.67	4.63
ENSG00000181896.7	ZNF101	238.789924978937	2.07102870074669	7.40831329693866e-13	protein_coding	up_tumor	11.65	18.92	34.17	17.63	7.32	4.33	6.99	7.23	5.07	8.02	8.64	7.7
ENSG00000158089.10	GALNT14	61.7693689580176	2.06688680771494	3.41430767882685e-17	protein_coding	up_tumor	10.82	7.91	8.68	11.13	2.87	4.19	5.01	4.49	2.05	3.16	4.2	3.47
ENSG00000164086.8	DUSP7	111.10973351294	2.06577782182315	0.00145572796759212	protein_coding	up_tumor	18.62	1.41	10.5	1.59	2.57	1.96	3.11	3.44	2.48	2.55	2.82	2.73
ENSG00000142408.2	CACNG8	337.391989859922	2.05987393548901	4.9320730071575e-11	protein_coding	up_tumor	3.7	9.33	20.01	10.32	2.96	2.52	2.76	2.47	3.52	3.51	3.1	3.59
ENSG00000096060.10	FKBP5	194.260785640443	2.05882263214855	6.02091515485337e-07	protein_coding	up_tumor	26.37	5.54	17.64	6.9	3.64	3.93	4.47	4.37	3.24	3.83	3.56	4.2
ENSG00000122335.9	SERAC1	152.820586984199	2.0550455891075	6.78920763010036e-10	protein_coding	up_tumor	16.27	9.31	30.38	10	5.79	2.8	3.21	3.81	3.69	4.76	3.4	5.58
ENSG00000171476.17	HOPX	42.3145946406116	2.04892779327844	7.4803750467231e-07	protein_coding	up_tumor	4.27	3.06	10.82	4.13	1.42	0.99	1.16	1.2	1.27	2.17	1.4	1.87
ENSG00000152465.13	NMT2	254.011227533906	2.04780043493506	2.88204331610621e-13	protein_coding	up_tumor	23.26	19.94	43.97	18.05	9.73	9.6	10.32	12.57	11.28	9.01	9.62	13.88
ENSG00000105357.11	MYH14	370.010026606944	2.03978542355109	0.000706946605670263	protein_coding	up_tumor	52.14	5.42	20.69	6.54	5.77	9.76	7.73	5.12	7.19	7.12	7.35	6.34
ENSG00000186897.3	C1QL4	8.33470524469357	2.03095916818032	0.000553643092370493	protein_coding	up_tumor	1.29	1.17	0.78	1.12	0.62	0.3	0.14	0.5	0.53	0.08	0.14	0.25
ENSG00000158417.6	EIF5B	3204.97381964441	2.02664024558675	2.77954891306929e-13	protein_coding	up_tumor	87.17	121.65	274.52	122.25	49.45	38.82	37.15	44.04	40.64	51.94	40.6	60.4
ENSG00000174007.7	CEP19	73.47800098638	2.02653941531309	3.5806871908943e-10	protein_coding	up_tumor	6.4	12.25	25.62	13.93	4.47	1.44	1.94	4.34	2.96	3.36	3.97	4.3
ENSG00000176046.7	NUPR1	14.8312875164854	2.02153952835561	0.00152758734871155	protein_coding	up_tumor	11.37	2.85	6.72	2.25	2.17	0.32	2.7	2.78	1.32	1.71	1.2	2.15
ENSG00000120334.11	CENPL	163.251011485486	2.01965672858676	2.41066075953635e-11	protein_coding	up_tumor	15.24	14.19	33.25	12.62	5.66	4.58	6.75	7.67	5.45	6.97	6.15	6.6
ENSG00000153132.8	CLGN	95.2000033245754	2.01138469677126	7.14620229832316e-13	protein_coding	up_tumor	3.96	8.32	13.1	11.04	3.02	1.65	2.22	2.69	3.28	3.56	2.74	2.85
ENSG00000181873.8	IBA57	258.91970415481	2.00330101166371	9.59568323415722e-12	protein_coding	up_tumor	5.73	5.6	16.17	6.66	2.94	2.49	1.89	4.48	2.82	2.7	3.76	3.47
ENSG00000185432.10	METTL7A	79.2776728602495	1.99794677436091	2.66755687500153e-05	protein_coding	up_tumor	7.39	2.35	16.72	2.18	1.95	1.88	1.93	1.11	1.24	2.64	1.68	2.25
ENSG00000240065.3	PSMB9	92.5005003466223	1.9975313806645	5.42342322368957e-09	protein_coding	up_tumor	38.49	18.62	20.52	14.6	8.5	7.53	6.9	9.78	7.51	8.01	15.47	13.22
ENSG00000143545.4	RAB13	1403.41493183713	1.98500377166452	1.07534140701896e-07	protein_coding	up_tumor	346.26	139.36	597.28	162.84	113.36	100.57	93.93	110.22	98.69	94.71	94.75	101.47
ENSG00000089335.16	ZNF302	1991.30131969174	1.97691467887323	3.29893790764879e-09	protein_coding	up_tumor	470.45	318.72	1266.6	371.84	139.87	94.72	74.89	88.12	98.34	146.17	85.52	180.32
ENSG00000101624.6	CEP76	104.728097351397	1.95460771613621	8.9484956293371e-11	protein_coding	up_tumor	7.98	7.28	15.23	8.55	3.88	3.9	4.2	4.56	2.9	3.63	2.91	4.14
ENSG00000160991.11	ORAI2	563.013144103437	1.95429046011412	4.42866312418992e-14	protein_coding	up_tumor	12.38	16.87	33.49	19.79	9.27	7.52	8.52	8.25	7.7	9.07	7.64	9
ENSG00000169554.12	ZEB2	203.472986404027	1.93773153889818	0.000520170259720082	protein_coding	up_tumor	28.94	8.84	20.4	5.67	4.13	4.22	5.45	6.92	3.43	6.9	7.78	8.81
