Majority.protein.IDs	Gene.names	iBAQ.L.Cyto_4h_Forward_1	iBAQ.M.Cyto_4h_Forward_1	iBAQ.H.Cyto_4h_Forward_1	iBAQ.L.Cyto_4h_Forward_2	iBAQ.M.Cyto_4h_Forward_2	iBAQ.H.Cyto_4h_Forward_2	iBAQ.L.Cyto_4h_Reverse_1	iBAQ.M.Cyto_4h_Reverse_1	iBAQ.H.Cyto_4h_Reverse_1	iBAQ.L.Cyto_4h_Reverse_2	iBAQ.M.Cyto_4h_Reverse_2	iBAQ.H.Cyto_4h_Reverse_2	iBAQ.L.Memb_4h_Forward_1	iBAQ.M.Memb_4h_Forward_1	iBAQ.H.Memb_4h_Forward_1	iBAQ.L.Memb_4h_Forward_2	iBAQ.M.Memb_4h_Forward_2	iBAQ.H.Memb_4h_Forward_2	iBAQ.L.Memb_4h_Reverse_1	iBAQ.M.Memb_4h_Reverse_1	iBAQ.H.Memb_4h_Reverse_1	iBAQ.L.Memb_4h_Reverse_2	iBAQ.M.Memb_4h_Reverse_2	iBAQ.H.Memb_4h_Reverse_2	Ratio.H.M.normalized.Cyto_4h_Forward_1	Ratio.H.M.normalized.Cyto_4h_Forward_2	Ratio.H.M.normalized.Cyto_4h_Reverse_1	Ratio.H.M.normalized.Cyto_4h_Reverse_2	Ratio.H.M.normalized.Memb_4h_Forward_1	Ratio.H.M.normalized.Memb_4h_Forward_2	Ratio.H.M.normalized.Memb_4h_Reverse_1	Ratio.H.M.normalized.Memb_4h_Reverse_2
A0A2R8Y5B5	SLC19A2	NA	NA	NA	17.6642806049752	17.6238529192489	NA	NA	NA	NA	20.417201481066	17.7052948911517	20.2239969622109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A2R8Y5H9	KSR1	17.3205185246327	13.5427900615549	13.2591547688668	NA	NA	NA	18.2860432982848	16.575657418194	13.1476978251489	17.0361736125535	NA	NA	NA	NA	NA	NA	NA	NA	17.6092797555849	15.3057055299872	14.425937070543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A2R8Y5K2	C9orf72	17.244976969142	16.3612070273428	17.2509090354898	17.6851731056042	18.5395829282514	16.6805792957802	17.7862185687381	NA	NA	20.2353785363455	18.7341671317943	17.4407880786054	16.2396917524986	13.8074555529676	14.0107903266695	NA	NA	NA	16.6714857815079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A2R8YFV7	TSC1	21.1473092827882	17.2251509393209	18.2781227239781	19.9150419741549	18.0592282597015	15.2597800366479	20.7676542810266	18.2570931444911	16.9771233725757	19.875422399794	17.5424575771787	19.7121642391207	18.8384283871102	15.3012818325284	14.6362280967849	NA	NA	NA	19.4755790789087	16.0158723560465	17.7401101351489	14.5302844003166	13.4947306054951	17.636157277501	3.38805173735266	NA	NA	NA	NA	NA	NA	NA
A0A2R8Y5P7	HARS2	20.623727915501	16.2614522154169	16.8225210407812	23.4980184378436	20.8984419660842	20.6111725241604	NA	NA	NA	24.1082104869811	22.384559280994	21.9952785821817	25.493749925796	23.2795176349259	23.9835496417351	25.1644595250418	23.2989396349727	23.4439218915808	24.9299897580533	22.8047124223744	23.4006730911925	24.7623309384628	23.4044462056835	21.9808159613456	NA	-0.337995078528442	NA	0.0690146779151805	0.0053281206952817	-0.160975646444389	NA	-0.620534294034873
A0A2R8Y7Q9	COL4A3BP	24.2307399473721	24.494726699727	20.943421975068	23.2048009647237	20.1660698898864	20.6473741018833	24.0066732915337	25.7800913625872	20.3294810295011	24.1846501947318	22.1938513757448	21.9869030710753	20.8379204582192	18.5381434529697	20.7670076225483	17.6965600811741	NA	NA	22.5324805407884	20.3312318732122	21.1120347305481	16.3727970581781	15.0361736125535	14.0352286814143	-0.0990926281097089	NA	NA	NA	NA	NA	NA	NA
A0A2R8YDF3	DYRK1A	21.8984419660842	22.5386029152728	21.4127124851674	21.5051854636902	21.6630559615228	22.1697439879016	21.9215794713851	23.0386203075604	21.9697940206382	22.0018548438893	24.5272512427575	23.0308974417648	20.9781294750819	18.9493764820986	20.0413971346313	20.1698662968365	17.6889332417097	15.9534916974103	21.5215716867459	21.9023118091048	20.220576714855	19.427795691608	17.2266567859352	15.8900267220584	NA	NA	NA	NA	NA	NA	NA	NA
A0A2R8Y768	FKTN	NA	NA	NA	17.7742980496905	19.4988024702322	16.6833236280533	NA	NA	NA	17.5851239260714	14.6322000421851	13.7199235287207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A2R8Y7W8	MEA1	26.7209065813644	24.6344477078374	24.2895427643684	26.5707138903707	24.2328635503333	24.2366635799909	27.0756149389409	24.8029686983216	24.9210255160041	27.5361588613835	25.5464550591602	25.5154185637844	24.5392539643064	23.2273356673775	21.7388410493096	20.5549672517014	20.8058540598222	17.3728820600954	24.9393022893658	23.4469530299611	22.4231138578778	17.7029302044383	17.0151972377806	17.731849336137	-0.24891339127064	0.738811062970316	0.108089491840297	-0.428527050324727	-0.24297675349254	NA	-0.871785797598081	NA
X5D2U8	TSC2	22.0972876002045	20.3010629713316	20.5395261340787	21.284383580927	18.9882908116987	17.8735162070147	21.4097120425924	19.2181422247467	19.6222627787289	23.06659443321	21.0312004193386	21.5420324145053	19.3415839723812	17.7268700565312	16.9833721968155	NA	NA	NA	19.9839844634753	18.0504332498417	19.1466879938415	NA	NA	NA	0.147046143417315	0.297367523217659	-0.075656834522945	0.176705738189114	-0.151570349841079	NA	-0.200083797010986	NA
A0A2R8Y811	RPS14	30.0443989974036	27.8419414718534	27.1888621151417	30.0760993599681	27.4144168523926	27.484544999223	30.0523248423026	27.3727698299424	27.0861841806511	30.9546298190595	27.8281431682304	28.4349570607517	30.5331536707452	26.7165959315596	26.5014545498626	30.6558266027713	27.094463368699	27.0727560943292	30.7285004581548	27.4638075935873	27.4531690090479	30.1239846857942	26.2835325177637	26.5268782740829	-0.0274102680392273	-0.0173002403943863	0.0291348040530228	0.0820212693455023	-0.0717547633529296	-0.107212651709075	-0.0619777381268889	-0.0768584276956279
A0A2R8Y851	RPS29	27.4153037468487	24.3238859921029	23.5359957771475	28.9955028750783	25.2263363369707	24.7753514669217	28.6768395209131	26.1606373052905	24.6506972367449	29.1607478885036	25.0980430094665	25.4565724995551	27.7633191638897	23.80203193135	23.6059162234267	27.8094354922073	23.9028821933931	23.4692373776756	27.8409816747014	23.5841697869207	23.6735747801909	27.3166544228719	23.5188135307218	23.5762324421916	-0.425191248077233	-0.0629419151686855	-0.21529501695992	-0.108985291100252	-0.0432444790841133	-0.111196366142676	0.0528331997629446	-0.240435069927254
A0A2R8Y891	PFKM	26.9203668496589	24.6475168358989	24.2541457309509	26.2173036794022	24.5256393261757	22.8129395301896	26.8623059068871	24.7800663247093	23.971057941226	26.7031900872474	24.8628734129748	23.9883254881169	25.0960330687128	23.1458332844376	22.0954536860331	24.9990351987608	23.0038115994291	21.1451958078361	26.0329455091917	22.6441423405257	22.3930971287971	24.1711193659378	22.6608820489891	20.8368424409524	0.0873270517974754	-0.102511723279946	-0.301461452373825	0.200378797984026	-0.0479796107294067	-0.159653596427834	0.243059706072528	-0.123496805146888
H7C560	BRAF	21.5347854126701	23.2868668026721	21.2622416920333	21.7740647464343	21.3241607649903	21.8668397172154	22.2144827695145	20.9192532468909	19.5930810442691	22.7410035939417	21.2080056797605	21.326302199344	17.6130987942092	14.6461086415061	14.6830494296222	NA	NA	NA	18.8251327044278	22.242083198943	18.6858917070554	NA	NA	NA	NA	NA	-0.141223254691807	NA	NA	NA	NA	NA
Q5THU2	AIG1	NA	NA	NA	20.538295044337	19.2658851236587	18.1922928144708	NA	NA	NA	23.2213587793738	23.0841576386113	21.3768185325561	NA	NA	NA	24.1875224339345	24.0783866881909	24.5572481929527	24.467870188648	24.5930901651769	24.4747550938893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A2R8YCL1	GRB10	19.89218406672	20.6396233406525	17.5438172563586	18.2086249337456	13.7106988301162	13.3810021095509	20.4349173044917	17.7627972624982	14.9038818457362	18.4563945250668	15.3253757327545	16.9540145077225	20.7217567396162	17.8542231354073	18.0396580611645	20.0023700369244	17.015959445073	18.0362809519413	21.0079224300802	21.1337668529126	18.6597590275785	16.4861751015816	14.4803484406197	14.6636692817337	NA	NA	NA	NA	NA	NA	NA	NA
A0A2R8YCL5	SPAST	18.8836337023428	18.0732629312887	16.7551222967023	NA	NA	NA	19.8855265826573	18.5031580141243	18.9054516446571	19.9233361911512	17.9026577464863	19.7625864216031	20.1308168761644	21.3685831913092	22.0571866116005	19.5630919758031	20.9762424569563	20.3269604632524	20.1921964774509	20.745093258622	21.4033283109776	18.524740647301	19.9568809123702	17.6785863854585	NA	NA	NA	NA	NA	NA	NA	NA
A0A2R8YCX2	RNASEH2B	25.4873847243858	22.4142361815939	22.4719182756479	24.1379773675726	21.6489982395965	21.3527245299864	24.6914168157983	21.9102401366228	21.1207289403606	25.2868315595447	22.6769565105242	22.0025760626357	24.8546226448134	23.1125756795425	22.8879226539695	23.9102218342328	23.399891213272	21.3879016262268	24.907198755605	22.6611648429305	23.3029880343766	22.7258804539062	23.2593996210698	20.0262100234392	-0.174116703962651	-0.266402699627955	-0.495410114245842	NA	0.209390977467428	NA	-0.0904342441770474	-1.18567107337622
A0A2R8YD45	TPP1	NA	NA	NA	20.4119371066714	17.6464602696345	16.6073881128739	NA	NA	NA	22.5119552869294	26.1610026784242	20.4492977896814	25.1521693910836	21.134205695514	20.9772212188941	24.6698500224458	21.3712448928149	21.342018224786	24.3835708854399	19.5114245206749	20.4359347199364	24.4063939514105	21.1431415287745	20.6625779817449	NA	NA	NA	0.617580599005267	0.194339249484463	0.420509350488903	NA	0.225028083254049
A0A2R8YD58	CSNK2A1	27.8473284653622	24.9519818718684	24.786412024593	28.0359052291389	25.6024655425614	24.8225988371651	27.6483537415945	25.2028821841801	24.8221611779263	28.7217867207151	25.8368713269166	26.0910362985909	27.7945158173451	24.635887247085	24.2820658164083	27.7133216914885	25.1048159558313	24.8604599688522	27.738537003446	24.8144561225491	24.990188120276	27.1476353524112	24.1566120817291	24.6540892402997	-0.116957941700795	-0.0272191329449442	0.146264194866526	0.363002822988679	-0.432688206100531	-0.518845748591549	0.371726121906207	0.886355043525156
A0A2R8YD71	SLC11A2	NA	NA	NA	19.6279897843157	17.3117660506237	17.3041195533993	NA	NA	NA	21.2256452185165	18.789406282795	17.7099453802325	NA	NA	NA	22.6181587369095	20.4153456592753	19.4733014568263	22.5115692944745	20.217503377268	19.5653996332837	21.2866976278083	18.5240519187178	18.6246384091809	NA	NA	NA	NA	NA	NA	NA	NA
H3BNF9	C15orf41	22.535188980334	19.7379173760952	18.983400032756	21.791100870977	19.1541011313722	NA	22.6429533423782	19.9877358756246	18.19200378411	NA	NA	NA	22.6672423732664	19.3509780169713	18.6761774768326	NA	NA	NA	21.0222187889797	17.1747501709686	17.93554492279	NA	NA	NA	NA	NA	NA	NA	-0.27662492693079	NA	NA	NA
H7BXF5	SAP130	NA	NA	NA	21.2352032144032	19.1370862022169	18.9214051345959	NA	NA	NA	22.6520659398065	20.5794816788681	20.5461370812884	22.1326691620426	19.2817036827951	20.2791208463142	22.5261171188745	18.9956788343254	19.4399363687607	21.7903453146324	18.5540491789696	19.8719082448746	22.7292664052479	20.0349654938164	20.5542178483778	NA	NA	NA	NA	NA	NA	NA	NA
A0A2R8YDF1	BPI	23.0949867918249	21.3124642173603	21.5489610970163	22.4015847468569	19.9422052054329	18.7976931857732	23.433007714483	21.5310768052431	21.2919890354274	22.6151302909544	17.7918242435583	18.3748357232006	19.1957326438775	18.4318403472568	17.7778973976454	21.0746354017022	17.0249664838738	17.3240398713672	22.3702074132773	19.6763668938933	19.6591318446019	20.0873178020021	16.1900561373135	16.6946571479255	-0.403026704198837	NA	0.213005038545048	NA	NA	NA	NA	NA
A0A2R8YDL4	MED19	NA	NA	NA	22.0207616067134	20.4630373687344	20.4153456592753	NA	NA	NA	23.8276466247212	24.3692623917896	22.5191735893837	24.5811840283876	22.1943625059448	22.8938769687754	23.6691471786263	21.6816604997728	21.3492185864849	24.4291809349425	24.9875016979316	23.2216390389257	23.2481198315385	21.2665372202495	22.2023964848778	NA	NA	NA	NA	NA	NA	NA	NA
A0A2R8YDQ9	SUCLA2	NA	NA	NA	26.4891011969748	23.0953410012647	23.0409124114237	NA	NA	NA	26.7440667946577	24.1812414468888	24.3037545543285	28.662208525241	26.6735747801909	26.0873380371475	28.6119632586504	27.674181166907	25.3560876137996	28.5554134886576	27.5264902843511	24.9640221065501	27.9829950538803	26.8518618695352	24.6389829231249	NA	-0.0123153224332391	NA	0.0194884295913602	-0.421805160779442	-0.0123007718758451	-0.542290150088695	-0.476096855550527
A0A2R8YDT1	GLUL	23.927324415985	23.7927299350776	23.9134212226139	23.7521560247104	23.7393356310906	23.4198264821322	23.9686871810623	23.8519571566817	23.613242711117	25.1167215175575	24.7079884414348	24.8986910541553	20.4227546657831	20.7003245645461	20.6386515610959	NA	NA	NA	22.3366351295346	22.4695355013613	22.4017149363657	18.4349783696561	17.4653113088772	18.4390435616746	0.0625362198953893	0.0349199843491595	-0.0629871267818561	-0.103100439290282	0.0803847874146045	NA	-0.00753608976812912	NA
A0A2R8YF99	FAM73A	16.782383991197	18.1601964267353	22.0189974644095	18.2649007004562	18.3524228146368	22.8769889946393	16.522320993883	18.1082487796392	22.1742625268738	19.6058484207036	18.1286287448809	21.7142287451653	20.9536167345043	18.1649658334261	18.1619683563181	21.5150395143999	19.2428159063513	19.7222905706523	21.4798572177094	19.4200424459767	19.0249123926138	20.1455689990538	16.5293695457926	21.4074316749157	NA	5.79327165449808	NA	NA	NA	NA	NA	NA
A0A2U3TZM1	CASK	21.0825181107961	21.2544196936998	21.1798605070633	22.6325408765469	21.1587551297557	21.2620696045946	19.3874073418839	20.0293141909627	18.0390154114456	23.4117044118373	21.6193907279674	22.0936174376731	24.8766143659587	25.4267200609112	23.4173817809205	25.0718564290346	25.1550297347766	23.2256158018754	24.8009464933555	23.7488848377844	23.1838025477973	24.3775600602386	23.6446044641861	22.3556844574352	NA	0.261590988964125	NA	-0.644013993174853	-0.168138968956035	0.0408223101073411	0.17555653643184	-0.349345714782094
A0A2R8YEM2	CCNH	23.2223910454746	22.8620599182378	22.224438644116	23.3352453154457	21.430789418869	21.1091674986519	23.0553671777868	22.9132020624179	22.5082599993281	24.1867671357439	22.9433683156877	23.7757533318382	23.0990870730594	22.3294536557016	22.0275267361804	23.7759542223267	21.8188598705476	22.025061138699	22.8360141306163	24.1070133289662	22.3310131339136	22.4433907869835	20.8252414212134	20.642270326364	NA	NA	0.691891444525011	0.235972082773581	NA	NA	NA	NA
A0A2R8YFR7	ARHGEF5	18.8784640856498	18.2064802288746	20.2670518252277	17.8888740252547	18.1030828655832	20.2782134909127	19.0498485494506	18.397950325519	20.7843664621429	17.2750332454787	15.0923855198194	14.670988119313	16.595607155062	15.838760752851	18.7397806097733	NA	NA	NA	17.3079478679514	15.4560655904837	13.936729944681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A2R8YFL0	CTCF	NA	NA	NA	21.703834310203	18.9905915180627	19.6703277607349	NA	NA	NA	22.7278132891668	19.5422497355259	21.1458799180095	25.0231837854346	22.467223429821	21.292269950404	23.872299129509	21.1124165979513	21.0493965731517	24.1327319097392	21.0432676415216	20.4281843073539	22.6677837669491	19.9503451545034	20.0188956211217	NA	NA	NA	NA	-0.608804193251717	NA	NA	-0.235857701788914
A0A2R8YGH5	AP1S1	23.3027091988441	22.160110235777	20.6375022497913	23.8619274454366	23.6213150078177	22.0675958544861	23.9032500636165	22.8297188645263	21.7848456832206	24.4097638272633	24.2012750158703	22.2367511549355	23.8296801583572	21.1915339862393	20.9548949011842	21.9122885364063	23.9605796559832	21.4699080693567	22.521499801794	20.8000973090105	20.0812181512192	19.4220976260173	22.6585087471241	17.1749451824641	0.350270924228404	NA	0.0236102151826453	NA	0.0429244451738409	NA	-0.393008278416353	-2.76611193982572
A0A2U3TZE7	COCH	NA	NA	NA	18.2067663738045	20.3378875399604	18.498724573035	NA	NA	NA	20.2824052341351	20.4852239716571	20.0661838137493	17.9942981855312	19.5520423747931	19.8622075164604	21.1254664444783	21.9904737998919	21.1127347435941	19.9288392957201	19.9649387077848	20.160418036986	20.9952095619669	21.775070094861	21.4576874736999	NA	-0.419835215437612	NA	0.400647220522828	-0.169063248578419	-0.0295586031393581	0.450063094333434	0.324234562270531
A0A2U3TZH3	EEF1A2	24.8129884774166	24.2988697352638	22.9453523847573	25.0074862100675	24.8715943329468	23.1819844827316	24.8128905813019	24.3951256378632	23.1074923113879	25.3059125583627	23.3240233850882	23.1212192037981	24.144137908175	20.7943174951177	20.244117579185	24.0760228832504	20.6966789312038	22.0669392632626	24.5725943020638	21.0182844103719	21.6206440388695	22.8132331886445	18.3710534142771	20.5860041101696	NA	NA	NA	NA	NA	NA	0.0603241331511038	NA
E9PNW4	CD59	NA	NA	NA	22.4295896087171	20.2532658145365	20.7036231212575	NA	NA	NA	21.2859078827027	18.6892063242471	18.1131418676692	24.7799661688524	22.4035623606273	22.1568743520512	25.6546902152748	23.2022021593632	23.1703401460439	24.6872573461769	22.3378875399604	21.530648274889	23.0910201519416	20.0933917722695	20.1363353199788	NA	NA	NA	NA	NA	0.32527127079596	NA	NA
A0A2U3TZL8	KIF23	20.2591409731399	19.0041546163928	18.4871491631083	22.2218160169114	20.948991681708	20.8888888854542	19.8829922426484	18.4561939641221	19.9166609069552	23.5277881483136	22.4418975888147	22.2345017134983	24.5086347896902	23.5155689526099	24.1849528051242	24.4239986282854	23.6004819109538	23.7666841845824	24.3229238746676	22.992739917665	23.0141008588206	23.5536789741917	22.5876301208965	22.5474791780408	-0.0470999049666074	0.206643223983395	-0.060427367445517	0.142348082144681	-0.158638697383953	-0.0819191301522922	-0.0804082068732879	0.00863030514344006
A0A2U3TZV8	PLCH1	NA	NA	NA	21.8106469404929	18.3813148083452	18.7080263428719	21.2805940828062	18.1876130431506	17.8972309699608	18.5324852968919	14.444756089695	16.0056684047725	20.1636152826743	18.5784316623204	16.8328158605814	21.0145435965819	17.1808804056383	19.4696497657755	21.8721112174227	18.8167836793786	19.4597597867475	20.1388367424362	16.6005808170748	18.9455810029403	NA	NA	NA	NA	NA	NA	0.836166523635819	NA
J3KSG1	KCTD1	20.7501737530541	19.3110342752893	18.2160353226429	20.6384748035557	17.8168461648168	17.6462493030419	20.6793426410669	16.7071164334501	16.8243869971192	20.6383864166639	18.1031853406368	17.6545241526766	NA	NA	NA	NA	NA	NA	18.0863332217381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A2Y9D025	NDUFA6	NA	NA	NA	21.688719860005	20.3060794950926	19.2819526594185	NA	NA	NA	21.6422262497087	19.1321231418963	18.7950947622683	27.1547980261663	25.2159346351345	24.6346692689283	26.8225015910297	24.8116663190461	24.0831838863672	27.0637340948023	24.6094150357238	23.7699153058454	26.3498428632047	23.4657547084143	23.959518785754	NA	NA	NA	0.518635847162801	0.296897857700078	0.37973184903481	-0.0804539691859207	-0.265986292354179
A0A384DVU0	PNPLA6	NA	NA	NA	17.8838723122323	14.4693238398869	15.0549857982963	NA	NA	NA	18.773332411868	17.1478806324111	15.6578487546933	19.671433949705	15.1673397363618	15.0248366614425	19.7992752965614	19.7327769012929	16.2167648010205	20.7223406071862	19.9433504287841	20.2344432396898	18.9571360584299	14.7630567166921	14.4927920452993	NA	NA	NA	NA	NA	NA	NA	NA
A0A3B3IPE9	ARHGEF18	21.9457452998849	20.8472041927545	22.0994081714451	21.5584749000155	18.1882894121461	19.7066275414331	21.1817419008586	20.0427334584031	18.8154083145866	22.4852485438528	19.4404839542359	18.1319975908044	21.6416972247833	17.7672663207228	17.4834536727959	21.7737026494298	18.4110474928025	17.9033052360604	22.134048981337	18.8423012312271	18.3346835597186	20.1145150638353	12.7954715068177	13.0320112782139	-0.655739605014581	NA	NA	-0.36100869198198	-0.505697044545255	0.00302648288989858	-0.221051338455347	NA
A0A3B3IRI0	OGFRL1	17.598125214813	15.6430951928906	18.5265756510452	18.054148528654	18.7565237468528	16.5738838306565	18.8294130574836	19.4013920448207	17.5685944787638	19.5776574766078	NA	NA	NA	NA	NA	NA	NA	NA	18.9740448159651	17.8297227350861	21.4668750549366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A3B3IT30	HDAC8	20.995002481508	16.8573249871992	16.2962889052969	21.7304485767354	19.1001592625089	19.357178258884	21.2147791873087	18.8199358162934	19.2659766637702	22.4743961544853	20.0712999915679	20.2281140775193	20.0281003120178	18.7403737012681	17.2663656444581	NA	NA	NA	21.1403355167456	16.9971133088427	16.1911363454382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A3B3IRJ9	INPP5F	20.6567425686915	21.3069138891168	17.7620186198378	20.5696887574082	18.3997034995012	17.4783272397589	23.0806165235328	21.4676712168115	19.2935839059747	21.3637797184954	17.1940257816952	19.0346700219631	16.0744132807716	11.9582626973295	12.3859163120049	15.7611616272496	14.4002790776852	15.6567600230054	18.5612282692516	17.3559532408623	15.5254290472488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A3B3IRL2	CREG1	NA	NA	NA	23.0896793496909	20.6182707795803	24.9193441854671	NA	NA	NA	25.3292688689685	21.8896688310474	21.7511141389666	26.2425084762337	23.3776924357987	24.2088094676562	25.4703239899442	23.8073486323927	23.6944488622412	27.1507370897863	24.3615192267279	24.5060334309077	25.0152074485749	21.9892614364925	25.240708368757	NA	0.420078115979374	NA	-0.110105976066669	0.0781999199213715	-0.08413495857749	0.0468402542029724	0.602076748423829
A0A3B3IRM4	XYLB	20.8056966462879	19.0310388392174	14.4235098917728	20.7740245179215	17.9359477093231	16.4764772554545	20.6287196364085	17.881783136401	15.9483215990614	22.0790055281417	18.5849037961153	18.3089255746364	NA	NA	NA	14.0091287895393	14.3989440523358	18.5238988232605	21.8370350031236	20.235261657418	18.9734563440027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A3B3IRS7	LMBRD1	NA	NA	NA	22.6618824556179	20.3821596012494	22.0474674359796	NA	NA	NA	24.1667594963667	23.1390241743973	22.3766065974805	23.7700161618726	22.6301871232069	22.5729065023889	24.6368830104106	22.6214268056434	23.33824128508	23.6243305123879	22.4254976521609	21.7735819302296	23.828518490141	21.9626108126827	21.6845311945631	NA	-0.356051480697172	NA	0.0997664862929298	NA	0.708937639626444	NA	-0.645344736699637
A0A3B3IRT8	SSR1	NA	NA	NA	26.1578266094993	22.410229805676	22.3494345830479	NA	NA	NA	26.5547916452207	22.8880899326573	22.8840139681842	28.0541895257731	24.7176421209027	24.7272316326751	28.1682525138832	24.7287891142481	24.4032762947874	27.5570582521926	24.1201277449055	23.7370674043031	27.5836964970624	24.0048746866607	24.1494196661353	NA	-0.170929827710282	NA	0.222557291348728	-0.11708310909589	0.333423733725192	-0.101396919754263	-0.232463842356298
A0A3B3IRW6	QSER1	NA	NA	NA	17.9398546516861	15.7940604289427	15.3823876105458	NA	NA	NA	21.2152533291389	20.1734087528888	19.9881520976905	19.2291004393574	15.9257166875829	16.2705325923291	20.9538298409388	20.1277978951184	20.2251744802659	19.644349214179	19.2571622197833	19.337495597934	19.4974581537274	17.8628431516183	17.6689957520532	NA	-0.721943863371747	NA	0.0497701518163845	NA	0.310805431063173	NA	NA
A0A3B3IRX3	MED13L	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1943384568189	19.0857369649854	15.6141059112071	20.0778327641907	19.7346137072386	18.7075546096238	17.9159027141647	18.7336376781287	18.0513364118714	18.5505589222355	19.2370138478777	17.7583143173757	18.2025638827959	15.5491228398215	14.6762325825426	NA	NA	NA	NA	NA	NA	NA	NA
E5RIL0	LEPROTL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8568388630127	17.334727199067	16.61194694182	NA	NA	NA	22.4620139240171	21.735456861662	19.6023726561312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A3B3ISA1	WDR24	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.2038832548892	15.7163639932785	13.6570951048884	18.5632782141098	17.2373406878644	16.5157306331876	19.181632725707	16.6559219776487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A3B3ISF0	LARP1B	18.7407030912193	NA	NA	19.1663886822953	16.4730556548517	16.6384924802843	19.3601612296191	17.6199190417341	16.7881320422591	15.0508264604539	13.1256879051641	12.6013993905318	18.5380297489903	15.4637797853354	15.5553081014013	17.742151514236	NA	NA	18.1876130431506	15.2921778163198	15.3065245652923	17.8619350156387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A3B3ISF9	ECE1	NA	NA	NA	22.0546387613001	20.6242635696064	20.6199727577216	NA	NA	NA	23.0955824578492	21.4289510050606	23.3669304668156	23.5974160905797	21.8240373140891	22.5288375198768	23.8473762596687	24.715810791382	22.9449236279932	23.2008112205935	22.8601283964864	22.3246552243477	23.1992691518078	23.8515759703287	22.5435199360167	NA	-0.023313764598263	NA	0.0647449200353551	NA	0.377179289736639	NA	-0.0777716992592579
A0A3B3ISG5	IDE	27.3066949073933	24.6099785664684	23.9915294578929	26.9445841051634	24.4206618771593	23.7112485329389	27.24698988527	24.794168735554	24.324504157523	27.3033016599468	24.8532905163338	24.4711616748551	25.2802967235553	23.3542052528082	23.253020496276	24.4326254929837	23.1997933406718	23.3783541314673	26.2914235281738	24.2140083743306	23.8641967263463	23.8831563641389	22.8600146969876	22.0499282952772	-0.0752311934983636	-0.077923967409408	0.0468402542029724	0.0988237683796915	-0.19465801065597	0.201884742839857	-0.0273514545438712	-1.14969662606188
A0A3B3ISJ2	PPP1R13B	18.7845581696764	18.741460402826	16.7006293628516	NA	NA	NA	16.8485495911352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.3454052467178	NA	NA	19.9494904773214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A3B3ISP1	ANKS1A	23.5929761496839	22.6123204947185	26.4274235962113	22.8578716811856	20.7392532125673	26.5327896549091	23.6047857618104	22.6143665680258	26.389327003381	23.2756869038456	21.8575300217219	26.8148228006655	19.7492573093797	19.6376437529096	20.4904239390103	NA	NA	NA	21.6527662134803	19.0778066919385	21.1321356964046	NA	NA	NA	-0.563902139711299	NA	-0.112287580959762	NA	0.22404027421793	NA	-0.423003894297912	NA
G5E965	FOXP1	NA	NA	NA	21.1933400643931	23.577500745606	20.5947765418048	NA	NA	NA	22.2671661569661	18.944180147618	18.361918079612	23.240002258998	18.4637558423751	17.985764126833	23.9549126455285	23.9948989301311	21.5847661978344	21.9290416412951	19.2423972619709	19.8404583162979	21.3473813088603	22.4978479396239	19.6845911183463	NA	0.0538064436957938	NA	-0.217876647166555	NA	0.0114956388378294	NA	-0.403732705740703
A0A3B3ISV3	COL4A1	NA	NA	NA	19.6190055638108	18.5624585856687	17.8297227350861	NA	NA	NA	20.8161274188294	19.5747413368804	19.8017241446214	21.1469365415277	22.1240783882661	25.3031622792216	20.7482092318438	19.6203129125393	18.5586523940716	19.8939028840008	21.7614587107371	24.7872095067571	20.3552005210385	18.1317464558375	18.1151249539483	NA	-0.423100609771062	NA	-0.0676212892245321	NA	NA	NA	NA
