gene_id	Symbol	log2FoldChange.tumor.KO.WT	reg_tumor	localization_cat
ENSG00000004700.11	RECQL	-0.0869042129226971	unchanged_tumor	cytosolic
ENSG00000004766.11	CCDC132	-0.316818960650911	not_quantified	cytosolic
ENSG00000004777.14	ARHGAP33	-0.862271211102077	not_quantified	cytosolic
ENSG00000004779.5	NDUFAB1	-0.0825643387507806	unchanged_tumor	cytosolic
ENSG00000004799.7	PDK4	1.21833157297065	up_tumor	cytosolic
ENSG00000004864.9	SLC25A13	-0.18258936666212	unchanged_tumor	cytosolic
ENSG00000004866.14	ST7	-1.07151825337409	down_tumor	membrane
ENSG00000004897.7	CDC27	0.0698102387416392	unchanged_tumor	cytosolic
ENSG00000004975.7	DVL2	0.0660687629865743	unchanged_tumor	cytosolic
ENSG00000005007.8	UPF1	-0.410365523957345	not_quantified	cytosolic
ENSG00000005020.8	SKAP2	0.0656899578411639	unchanged_tumor	cytosolic
ENSG00000005022.5	SLC25A5	-0.729639547444382	not_quantified	cytosolic
ENSG00000005059.11	CCDC109B	-0.631718195530931	not_quantified	cytosolic
ENSG00000005075.11	POLR2J	-0.609225372280431	not_quantified	cytosolic
ENSG00000005100.8	DHX33	1.37147895524128	up_tumor	cytosolic
ENSG00000005156.7	LIG3	0.298052316924822	not_quantified	cytosolic
ENSG00000005175.5	RPAP3	0.626865777910677	not_quantified	cytosolic
ENSG00000005187.7	ACSM3	0.0391988570810727	unchanged_tumor	cytosolic
ENSG00000005194.10	CIAPIN1	-0.477811813734778	not_quantified	cytosolic
ENSG00000005302.13	MSL3	0.0990440528531607	unchanged_tumor	cytosolic
ENSG00000005339.8	CREBBP	0.211620121185643	not_quantified	cytosolic
ENSG00000005436.9	GCFC2	-0.251750390185645	unchanged_tumor	cytosolic
ENSG00000005448.12	WDR54	0.0785058952016	unchanged_tumor	cytosolic
ENSG00000005469.7	CROT	0.0212117899655865	unchanged_tumor	cytosolic
ENSG00000005483.15	KMT2E	0.722828687261363	not_quantified	cytosolic
ENSG00000005486.12	RHBDD2	-0.734973419295461	not_quantified	membrane
ENSG00000005700.10	IBTK	-0.421979819237541	not_quantified	cytosolic
ENSG00000005801.12	ZNF195	-0.578810508769824	not_quantified	cytosolic
ENSG00000005810.13	MYCBP2	1.24163186442154	up_tumor	cytosolic
ENSG00000005812.6	FBXL3	-0.910468826780114	not_quantified	cytosolic
ENSG00000005882.7	PDK2	-0.813369208751345	not_quantified	cytosolic
ENSG00000005884.13	ITGA3	-0.0909159197722232	unchanged_tumor	membrane
ENSG00000005889.11	ZFX	-0.359772509624843	not_quantified	cytosolic
ENSG00000005893.11	LAMP2	-1.01807259116557	down_tumor	membrane
ENSG00000005955.8	GGNBP2	0.638041937853808	not_quantified	cytosolic
ENSG00000006015.13	C19orf60	0.258122994671311	not_quantified	cytosolic
ENSG00000006016.6	CRLF1	-0.163761189835017	unchanged_tumor	membrane
ENSG00000006025.7	OSBPL7	-1.24773434869273	down_tumor	cytosolic
ENSG00000006042.7	TMEM98	1.1968264966507	up_tumor	membrane
ENSG00000006114.11	SYNRG	0.830461687024801	not_quantified	cytosolic
ENSG00000006118.10	TMEM132A	-0.445720231369068	not_quantified	membrane
ENSG00000006125.12	AP2B1	0.391803753279283	not_quantified	cytosolic
ENSG00000006194.6	ZNF263	0.0955711538182843	unchanged_tumor	cytosolic
ENSG00000006282.15	SPATA20	-0.31192677294516	unchanged_tumor	cytosolic
ENSG00000006327.9	TNFRSF12A	0.854893506036059	not_quantified	membrane
ENSG00000006432.11	MAP3K9	1.41945131812647	up_tumor	cytosolic
ENSG00000006451.3	RALA	0.0183923837526469	unchanged_tumor	cytosolic
ENSG00000006453.9	BAIAP2L1	-0.452688546271087	not_quantified	cytosolic
ENSG00000006530.11	AGK	-0.372983076564437	not_quantified	cytosolic
ENSG00000006576.12	PHTF2	0.0937008815585349	unchanged_tumor	membrane
ENSG00000006607.9	FARP2	0.182339469175444	unchanged_tumor	cytosolic
ENSG00000006625.13	GGCT	-0.365038160290559	unchanged_tumor	cytosolic
ENSG00000006634.3	DBF4	0.0834533542526577	unchanged_tumor	cytosolic
ENSG00000006652.9	IFRD1	-0.203180209056892	unchanged_tumor	cytosolic
ENSG00000006695.6	COX10	-0.0813794098779552	unchanged_tumor	cytosolic
ENSG00000006704.6	GTF2IRD1	0.446577931442379	not_quantified	cytosolic
ENSG00000006712.10	PAF1	-0.325113998430569	not_quantified	cytosolic
ENSG00000006715.11	VPS41	0.225048119435484	unchanged_tumor	cytosolic
ENSG00000006744.14	ELAC2	0.0898003575049178	unchanged_tumor	cytosolic
ENSG00000006831.9	ADIPOR2	-0.368915474832288	not_quantified	membrane
ENSG00000007047.10	MARK4	0.594529403588694	not_quantified	cytosolic
ENSG00000007080.6	CCDC124	-0.278161680306536	not_quantified	cytosolic
ENSG00000007168.8	PAFAH1B1	-0.19513850016354	unchanged_tumor	cytosolic
ENSG00000007237.14	GAS7	3.07988738551526	up_tumor	cytosolic
ENSG00000007255.6	TRAPPC6A	-0.945729287272262	not_quantified	cytosolic
ENSG00000007341.14	ST7L	-0.299934080089044	unchanged_tumor	membrane
ENSG00000007376.3	RPUSD1	-0.515450895472687	not_quantified	cytosolic
ENSG00000007384.11	RHBDF1	-0.910601202416495	not_quantified	membrane
ENSG00000007392.12	LUC7L	0.0149304970295462	unchanged_tumor	cytosolic
ENSG00000007520.3	TSR3	0.161438222762339	unchanged_tumor	cytosolic
ENSG00000007541.10	PIGQ	-0.243801636546362	unchanged_tumor	membrane
ENSG00000007545.11	CRAMP1L	-0.394069381298922	unchanged_tumor	cytosolic
ENSG00000007923.11	DNAJC11	-0.164145647546374	unchanged_tumor	cytosolic
ENSG00000008018.8	PSMB1	-0.0355792246894147	unchanged_tumor	cytosolic
ENSG00000008128.18	CDK11A	1.88267920977228	up_tumor	cytosolic
ENSG00000008130.11	NADK	-0.0349507853220875	unchanged_tumor	cytosolic
ENSG00000008256.11	CYTH3	0.195953622935627	unchanged_tumor	cytosolic
ENSG00000008282.3	SYPL1	-0.973538947407225	not_quantified	membrane
ENSG00000008294.16	SPAG9	0.378828336675258	not_quantified	cytosolic
ENSG00000008324.6	SS18L2	-0.344802808068803	unchanged_tumor	cytosolic
ENSG00000008382.11	MPND	-0.459337660660443	not_quantified	cytosolic
ENSG00000008394.8	MGST1	-0.875517044329237	not_quantified	membrane
ENSG00000008405.7	CRY1	0.161457124784735	unchanged_tumor	cytosolic
ENSG00000008513.10	ST3GAL1	1.14363991686754	up_tumor	membrane
ENSG00000008517.12	IL32	-0.62440309296355	not_quantified	cytosolic
ENSG00000008838.13	MED24	-0.053929205455143	unchanged_tumor	cytosolic
ENSG00000008853.12	RHOBTB2	-0.287149025958509	unchanged_tumor	cytosolic
ENSG00000008869.7	HEATR5B	-0.162966138021719	unchanged_tumor	cytosolic
ENSG00000008952.12	SEC62	0.184957435805674	unchanged_tumor	membrane
ENSG00000008988.5	RPS20	-0.109855888837264	unchanged_tumor	cytosolic
ENSG00000009307.11	CSDE1	0.0554102647766848	unchanged_tumor	cytosolic
ENSG00000009335.13	UBE3C	-0.204319014908521	unchanged_tumor	cytosolic
ENSG00000009413.11	REV3L	0.0179862223629302	unchanged_tumor	cytosolic
ENSG00000009830.7	POMT2	-0.00926804954275022	unchanged_tumor	membrane
ENSG00000009844.11	VTA1	-0.141902952493249	unchanged_tumor	cytosolic
ENSG00000009950.11	MLXIPL	0.156025037237205	unchanged_tumor	cytosolic
ENSG00000009954.6	BAZ1B	1.5427178942111	up_tumor	cytosolic
ENSG00000010017.9	RANBP9	-0.476934886893967	not_quantified	cytosolic
ENSG00000010072.11	SPRTN	-0.204410064795173	unchanged_tumor	cytosolic
ENSG00000010165.15	METTL13	-0.0902861133621766	unchanged_tumor	cytosolic
ENSG00000010219.9	DYRK4	-0.51621521816207	not_quantified	cytosolic
ENSG00000010244.12	ZNF207	0.146007187291532	unchanged_tumor	cytosolic
ENSG00000010256.6	UQCRC1	-0.314537705725339	not_quantified	cytosolic
ENSG00000010278.7	CD9	-1.10798822989758	down_tumor	membrane
ENSG00000010292.8	NCAPD2	0.449209327291348	not_quantified	cytosolic
ENSG00000010361.9	FUZ	0.627799492928268	unchanged_tumor	cytosolic
ENSG00000010404.13	IDS	-0.211353825923301	unchanged_tumor	cytosolic
ENSG00000010626.10	LRRC23	0.72453903371376	not_quantified	cytosolic
ENSG00000010803.12	SCMH1	-0.504293970946036	not_quantified	cytosolic
ENSG00000010810.13	FYN	1.22338636331563	up_tumor	cytosolic
ENSG00000011007.8	TCEB3	0.331869803054943	not_quantified	cytosolic
ENSG00000011009.6	LYPLA2	0.0590168591797854	unchanged_tumor	cytosolic
ENSG00000011021.17	CLCN6	0.121776655717477	unchanged_tumor	membrane
ENSG00000011028.9	MRC2	0.840046462877705	not_quantified	membrane
ENSG00000011052.17	NME2	-1.26989942231684	not_quantified	cytosolic
ENSG00000011105.7	TSPAN9	-0.193368192641316	unchanged_tumor	membrane
ENSG00000011114.10	BTBD7	0.769168692911146	not_quantified	cytosolic
ENSG00000011132.7	APBA3	0.492593905234259	unchanged_tumor	cytosolic
ENSG00000011143.12	MKS1	0.0339089337200805	unchanged_tumor	cytosolic
ENSG00000011198.3	ABHD5	0.0338323955119791	unchanged_tumor	cytosolic
ENSG00000011243.13	AKAP8L	0.3134494546986	unchanged_tumor	cytosolic
ENSG00000011260.9	UTP18	-0.211792938138639	unchanged_tumor	cytosolic
ENSG00000011275.14	RNF216	0.664030813318816	not_quantified	cytosolic
ENSG00000011295.11	TTC19	-0.554671717720671	not_quantified	cytosolic
ENSG00000011304.12	PTBP1	-0.203957947151792	not_quantified	cytosolic
ENSG00000011332.15	DPF1	3.50277544453604	up_tumor	cytosolic
ENSG00000011376.5	LARS2	-0.0664138241103817	unchanged_tumor	cytosolic
ENSG00000011405.9	PIK3C2A	-0.67618529088938	not_quantified	cytosolic
ENSG00000011451.13	WIZ	-0.371438293155208	not_quantified	cytosolic
ENSG00000011454.12	RABGAP1	0.0280429857551757	unchanged_tumor	cytosolic
ENSG00000011478.7	QPCTL	0.425127872182788	not_quantified	membrane
ENSG00000011485.10	PPP5C	-0.131094921730322	unchanged_tumor	cytosolic
ENSG00000011523.9	CEP68	0.346201159201379	unchanged_tumor	cytosolic
ENSG00000011566.10	MAP4K3	-0.231406579874885	not_quantified	cytosolic
ENSG00000012048.15	BRCA1	1.22632018494367	up_tumor	cytosolic
ENSG00000012061.11	ERCC1	-0.277098600907604	not_quantified	cytosolic
ENSG00000012174.7	MBTPS2	0.796291361526645	not_quantified	membrane
ENSG00000012211.8	PRICKLE3	-0.443250879929782	not_quantified	cytosolic
ENSG00000012232.4	EXTL3	0.23511078657629	unchanged_tumor	membrane
ENSG00000012660.9	ELOVL5	-0.908367560853344	not_quantified	membrane
ENSG00000012822.11	CALCOCO1	-1.02656036960001	down_tumor	cytosolic
ENSG00000012963.9	UBR7	-0.54345023337508	not_quantified	cytosolic
ENSG00000012983.7	MAP4K5	-0.640786966003513	not_quantified	cytosolic
ENSG00000013016.10	EHD3	1.08859398001188	up_tumor	cytosolic
ENSG00000013275.3	PSMC4	-0.13289723854979	unchanged_tumor	cytosolic
ENSG00000013288.4	MAN2B2	-0.166050853657915	unchanged_tumor	membrane
ENSG00000013306.11	SLC25A39	-0.138584702746022	unchanged_tumor	cytosolic
ENSG00000013364.14	MVP	-0.846475952636164	not_quantified	cytosolic
ENSG00000013374.11	NUB1	-0.295193205564822	not_quantified	cytosolic
ENSG00000013375.11	PGM3	-1.02176759858349	down_tumor	cytosolic
ENSG00000013441.11	CLK1	-0.962051694506619	not_quantified	cytosolic
ENSG00000013523.5	ANGEL1	-0.432461811940241	unchanged_tumor	membrane
ENSG00000013561.13	RNF14	-0.0674065053699103	unchanged_tumor	cytosolic
ENSG00000013573.12	DDX11	0.162347801029169	unchanged_tumor	cytosolic
ENSG00000013583.4	HEBP1	-0.477332284895125	not_quantified	cytosolic
ENSG00000013588.5	GPRC5A	-0.560228384100217	not_quantified	membrane
ENSG00000013619.9	MAMLD1	-0.684316790516911	not_quantified	cytosolic
ENSG00000013810.14	TACC3	0.261767472046082	unchanged_tumor	cytosolic
ENSG00000014123.9	UFL1	-0.558685489606657	not_quantified	membrane
ENSG00000014138.4	POLA2	0.0847641088158553	unchanged_tumor	cytosolic
ENSG00000014164.6	ZC3H3	-0.457104355321658	not_quantified	cytosolic
ENSG00000014216.11	CAPN1	-0.73649176968483	not_quantified	cytosolic
ENSG00000014641.13	MDH1	-0.0225628134824531	unchanged_tumor	cytosolic
ENSG00000014824.9	SLC30A9	-0.456169073930734	not_quantified	cytosolic
ENSG00000014919.8	COX15	-0.632745590802452	not_quantified	cytosolic
ENSG00000015133.14	CCDC88C	0.116650145476981	unchanged_tumor	cytosolic
ENSG00000015153.10	YAF2	0.986857986067686	not_quantified	cytosolic
ENSG00000015171.14	ZMYND11	-0.387355693253924	not_quantified	cytosolic
ENSG00000015475.14	BID	-0.431332121832367	not_quantified	cytosolic
ENSG00000015479.13	MATR3	-0.284497303871246	not_quantified	cytosolic
ENSG00000015532.5	XYLT2	0.0211952693621578	unchanged_tumor	membrane
ENSG00000015568.8	RGPD5	0.496115237466015	unchanged_tumor	cytosolic
ENSG00000015676.13	NUDCD3	-0.253857840811776	unchanged_tumor	cytosolic
ENSG00000016864.12	GLT8D1	-1.12963095320045	down_tumor	membrane
ENSG00000017260.15	ATP2C1	-0.731089692947136	not_quantified	membrane
ENSG00000017797.7	RALBP1	0.444986709413882	not_quantified	cytosolic
ENSG00000018189.8	RUFY3	0.17736303685418	unchanged_tumor	cytosolic
ENSG00000018236.10	CNTN1	-1.66853084184607	down_tumor	membrane
ENSG00000018408.10	WWTR1	-0.152139020533794	unchanged_tumor	cytosolic
ENSG00000018510.8	AGPS	-0.203281761489885	unchanged_tumor	cytosolic
ENSG00000018610.9	CXorf56	0.417155187720978	not_quantified	cytosolic
ENSG00000018699.7	TTC27	0.383983012896443	unchanged_tumor	cytosolic
ENSG00000019144.12	PHLDB1	1.7233735062176	up_tumor	cytosolic
ENSG00000019485.8	PRDM11	-0.219590311905621	unchanged_tumor	cytosolic
ENSG00000019995.6	ZRANB1	-0.118913362209303	unchanged_tumor	cytosolic
ENSG00000020129.11	NCDN	0.339693183376157	unchanged_tumor	cytosolic
ENSG00000020256.15	ZFP64	-0.126537281952327	unchanged_tumor	cytosolic
ENSG00000020426.6	MNAT1	0.0983341524694295	unchanged_tumor	cytosolic
ENSG00000020577.9	SAMD4A	0.733948206934865	not_quantified	cytosolic
ENSG00000020633.14	RUNX3	0.106940786445564	unchanged_tumor	cytosolic
ENSG00000020922.8	MRE11A	-0.306853274855428	not_quantified	cytosolic
ENSG00000021355.8	SERPINB1	-0.903310378744522	not_quantified	cytosolic
ENSG00000021762.15	OSBPL5	-0.714203334946364	not_quantified	cytosolic
ENSG00000021776.6	AQR	-0.0585119362989496	unchanged_tumor	cytosolic
ENSG00000021826.10	CPS1	-0.766025897969103	not_quantified	cytosolic
ENSG00000022267.12	FHL1	1.50367084169841	up_tumor	cytosolic
ENSG00000022277.8	RTFDC1	-0.402550164886972	not_quantified	cytosolic
ENSG00000022840.11	RNF10	0.181082808458873	unchanged_tumor	cytosolic
ENSG00000022976.11	ZNF839	0.142078246665303	unchanged_tumor	cytosolic
ENSG00000023191.12	RNH1	-0.305491380434828	unchanged_tumor	cytosolic
ENSG00000023228.9	NDUFS1	0.205296374984919	unchanged_tumor	cytosolic
ENSG00000023287.8	RB1CC1	0.437393163128679	not_quantified	cytosolic
ENSG00000023318.7	ERP44	-1.12510343550602	down_tumor	membrane
ENSG00000023330.10	ALAS1	-0.134765338698567	unchanged_tumor	cytosolic
ENSG00000023572.4	GLRX2	-0.107434417304615	unchanged_tumor	cytosolic
ENSG00000023608.4	SNAPC1	0.677711154502697	not_quantified	cytosolic
ENSG00000023697.8	DERA	-0.788780434748846	not_quantified	cytosolic
ENSG00000023734.6	STRAP	-0.184480227046667	unchanged_tumor	cytosolic
ENSG00000023902.9	PLEKHO1	1.10207905311082	up_tumor	cytosolic
ENSG00000023909.5	GCLM	0.298274637990183	unchanged_tumor	cytosolic
ENSG00000024048.6	UBR2	-0.335595434295345	not_quantified	cytosolic
ENSG00000024526.12	DEPDC1	0.157539821378465	unchanged_tumor	cytosolic
ENSG00000024862.12	CCDC28A	-0.148319929320074	unchanged_tumor	cytosolic
ENSG00000025156.8	HSF2	-0.146073367642003	unchanged_tumor	cytosolic
ENSG00000025293.11	PHF20	0.739704068502969	not_quantified	cytosolic
ENSG00000025434.14	NR1H3	0.0615831104496731	unchanged_tumor	cytosolic
ENSG00000025770.14	NCAPH2	0.13107140731709	unchanged_tumor	cytosolic
ENSG00000025772.7	TOMM34	-0.186642391111441	unchanged_tumor	cytosolic
ENSG00000025796.9	SEC63	-0.576200096390446	not_quantified	membrane
ENSG00000025800.9	KPNA6	0.713002711996874	not_quantified	cytosolic
ENSG00000026025.9	VIM	-0.114660890354776	unchanged_tumor	cytosolic
ENSG00000026103.15	FAS	-0.0411684633009346	unchanged_tumor	membrane
ENSG00000026297.11	RNASET2	-0.98341722207556	not_quantified	membrane
ENSG00000026508.12	CD44	-0.841956376347806	not_quantified	membrane
ENSG00000027001.7	MIPEP	-0.518563557525864	not_quantified	cytosolic
ENSG00000027075.9	PRKCH	1.17088309130842	up_tumor	cytosolic
ENSG00000027697.8	IFNGR1	-1.28634279045258	down_tumor	membrane
ENSG00000027847.9	B4GALT7	-0.309220705983951	unchanged_tumor	membrane
ENSG00000028116.12	VRK2	0.165656514083593	unchanged_tumor	cytosolic
ENSG00000028203.13	VEZT	-0.215519597594026	not_quantified	membrane
ENSG00000028310.13	BRD9	2.19196877007696	up_tumor	cytosolic
ENSG00000028528.10	SNX1	-0.170743657229511	unchanged_tumor	cytosolic
ENSG00000028839.5	TBPL1	-0.188877807525144	unchanged_tumor	cytosolic
ENSG00000029153.10	ARNTL2	0.541473567021834	not_quantified	cytosolic
ENSG00000029363.11	BCLAF1	0.121888066617023	unchanged_tumor	cytosolic
ENSG00000029364.7	SLC39A9	-0.719411488996577	not_quantified	membrane
ENSG00000029639.6	TFB1M	-0.313466944193503	unchanged_tumor	cytosolic
ENSG00000029725.12	RABEP1	0.197473597252384	unchanged_tumor	cytosolic
ENSG00000029993.10	HMGB3	-0.0631238547847741	unchanged_tumor	cytosolic
ENSG00000030066.9	NUP160	0.152104755483978	unchanged_tumor	cytosolic
ENSG00000030110.8	BAK1	0.113021338552111	unchanged_tumor	cytosolic
ENSG00000030582.12	GRN	-1.42683936109105	down_tumor	membrane
ENSG00000031003.6	FAM13B	-0.147465481883626	unchanged_tumor	cytosolic
ENSG00000031691.6	CENPQ	-0.142941952814367	unchanged_tumor	cytosolic
ENSG00000031698.8	SARS	0.0541006445972892	unchanged_tumor	cytosolic
ENSG00000031823.10	RANBP3	-0.0168396089539745	unchanged_tumor	cytosolic
ENSG00000032219.14	ARID4A	1.07524361320796	up_tumor	cytosolic
ENSG00000032389.8	TSSC1	-0.0124944332441085	unchanged_tumor	cytosolic
ENSG00000032444.11	PNPLA6	0.015944881058718	unchanged_tumor	membrane
ENSG00000032742.13	IFT88	0.287343653946588	not_quantified	cytosolic
ENSG00000033011.7	ALG1	-0.216940807364964	unchanged_tumor	membrane
ENSG00000033030.9	ZCCHC8	0.133324453599935	unchanged_tumor	cytosolic
ENSG00000033050.3	ABCF2	0.347002015143978	not_quantified	cytosolic
ENSG00000033100.10	CHPF2	-0.837506193962344	not_quantified	membrane
ENSG00000033170.12	FUT8	1.02720504279551	up_tumor	membrane
ENSG00000033178.8	UBA6	-0.227570140436715	unchanged_tumor	cytosolic
ENSG00000033627.10	ATP6V0A1	-0.140045306227935	unchanged_tumor	membrane
ENSG00000033800.9	PIAS1	0.0961666378601241	unchanged_tumor	cytosolic
ENSG00000033867.12	SLC4A7	0.802548774456789	not_quantified	membrane
ENSG00000034053.10	APBA2	1.46560958673448	up_tumor	cytosolic
ENSG00000034152.14	MAP2K3	0.0159162072748263	unchanged_tumor	cytosolic
ENSG00000034510.4	TMSB10	0.187256975903131	unchanged_tumor	cytosolic
ENSG00000034677.7	RNF19A	-1.07590655418544	down_tumor	cytosolic
ENSG00000034693.10	PEX3	-0.645162282519909	not_quantified	cytosolic
ENSG00000034713.3	GABARAPL2	-0.603925860607294	not_quantified	cytosolic
ENSG00000035115.17	SH3YL1	-0.297401558060384	unchanged_tumor	cytosolic
ENSG00000035141.3	FAM136A	0.134286435811164	unchanged_tumor	cytosolic
ENSG00000035499.8	DEPDC1B	0.110610563069442	unchanged_tumor	cytosolic
ENSG00000035664.7	DAPK2	0.475416189101751	unchanged_tumor	cytosolic
ENSG00000035681.3	NSMAF	-0.413649922634478	not_quantified	cytosolic
ENSG00000035687.9	ADSS	-0.308206941365741	not_quantified	cytosolic
ENSG00000035862.8	TIMP2	-0.284323107587136	not_quantified	membrane
ENSG00000035928.10	RFC1	0.558457812566774	not_quantified	cytosolic
ENSG00000036054.8	TBC1D23	-0.7585220882552	not_quantified	cytosolic
ENSG00000036257.8	CUL3	0.167290569652145	unchanged_tumor	cytosolic
ENSG00000036549.8	ZZZ3	-0.182593424624591	unchanged_tumor	cytosolic
ENSG00000037241.3	RPL26L1	0.282673565161459	unchanged_tumor	cytosolic
ENSG00000037474.10	NSUN2	0.100015420108256	unchanged_tumor	cytosolic
ENSG00000037749.7	MFAP3	-0.508860121046381	not_quantified	membrane
ENSG00000037757.9	MRI1	0.300621453023675	not_quantified	cytosolic
ENSG00000037897.12	METTL1	-0.0582654889905874	unchanged_tumor	cytosolic
ENSG00000037965.4	HOXC8	2.48188310569616	up_tumor	cytosolic
ENSG00000038002.4	AGA	-0.661215564760939	not_quantified	membrane
ENSG00000038210.9	PI4K2B	-0.000759867756109937	unchanged_tumor	cytosolic
ENSG00000038219.8	BOD1L1	1.10706657297653	up_tumor	cytosolic
ENSG00000038274.12	MAT2B	-0.377476991912058	not_quantified	cytosolic
ENSG00000038358.10	EDC4	-0.00799223044223845	unchanged_tumor	cytosolic
ENSG00000038382.13	TRIO	0.441394097108193	not_quantified	cytosolic
ENSG00000038427.11	VCAN	-1.54217066080022	down_tumor	membrane
ENSG00000038532.10	CLEC16A	-0.068681498639215	unchanged_tumor	cytosolic
ENSG00000039123.11	SKIV2L2	0.0318384494321531	unchanged_tumor	cytosolic
ENSG00000039319.12	ZFYVE16	-0.252853740137889	not_quantified	cytosolic
ENSG00000039523.13	FAM65A	0.130221383894545	unchanged_tumor	cytosolic
ENSG00000039560.9	RAI14	0.768587897434977	not_quantified	cytosolic
ENSG00000039650.5	PNKP	0.0214263206454409	unchanged_tumor	cytosolic
ENSG00000040275.12	SPDL1	-0.0691763204011399	unchanged_tumor	cytosolic
ENSG00000040341.13	STAU2	0.11861643607778	unchanged_tumor	cytosolic
ENSG00000040487.8	PQLC2	0.311937353848671	unchanged_tumor	membrane
ENSG00000040531.10	CTNS	0.365981637907719	not_quantified	membrane
ENSG00000040633.8	PHF23	0.61962895886629	not_quantified	cytosolic
ENSG00000040933.11	INPP4A	0.385261927283699	not_quantified	cytosolic
ENSG00000041357.11	PSMA4	0.182956252450539	not_quantified	cytosolic
ENSG00000041880.10	PARP3	-0.288401844989317	unchanged_tumor	cytosolic
ENSG00000041982.10	TNC	-1.69603323290531	down_tumor	membrane
ENSG00000041988.11	THAP3	0.0616736687569248	unchanged_tumor	cytosolic
ENSG00000042088.9	TDP1	-0.222633832995547	unchanged_tumor	cytosolic
ENSG00000042286.10	AIFM2	0.0652177237027304	unchanged_tumor	cytosolic
ENSG00000042429.6	MED17	0.604678326914657	not_quantified	cytosolic
ENSG00000042445.9	RETSAT	-0.524293056155956	unchanged_tumor	membrane
ENSG00000042493.11	CAPG	-0.316613846435623	unchanged_tumor	cytosolic
ENSG00000042753.7	AP2S1	0.299446587221888	not_quantified	cytosolic
ENSG00000043093.9	DCUN1D1	-0.354610433221235	not_quantified	cytosolic
ENSG00000043143.16	PHF15	0.0122745768962047	unchanged_tumor	cytosolic
ENSG00000043355.6	ZIC2	0.127012919620411	unchanged_tumor	cytosolic
ENSG00000043514.11	TRIT1	-0.35431110789914	unchanged_tumor	cytosolic
ENSG00000044090.4	CUL7	-0.284453033083467	unchanged_tumor	cytosolic
ENSG00000044115.16	CTNNA1	-0.824475166750254	not_quantified	cytosolic
ENSG00000044446.7	PHKA2	-0.149489046510201	unchanged_tumor	cytosolic
ENSG00000044459.10	CNTLN	0.667017735194199	not_quantified	cytosolic
ENSG00000044574.7	HSPA5	-0.679404545387529	not_quantified	membrane
ENSG00000046604.8	DSG2	-0.703801250305368	not_quantified	membrane
ENSG00000046647.9	GEMIN8	-1.15720699167729	down_tumor	cytosolic
ENSG00000046651.10	OFD1	0.706001726899268	not_quantified	cytosolic
