gene_id	Symbol	log2FoldChange.mem.cyt.293	localization_cat	tsig_new
ENSG00000008311.10	AASS	0.0506471880542764	cytosolic	MitoCarta
ENSG00000008324.6	SS18L2	-0.45803812188232	cytosolic	cyt_notsig
ENSG00000008382.11	MPND	-0.471451095778397	cytosolic	cyt_notsig
ENSG00000008394.8	MGST1	2.71650017857488	membrane	TMhelix-only
ENSG00000008405.7	CRY1	-0.451335335326924	cytosolic	MitoCarta
ENSG00000008441.12	NFIX	-0.332160994384419	cytosolic	cyt_notsig
ENSG00000008517.12	IL32	0.159528580473285	cytosolic	cyt_notsig
ENSG00000008735.10	MAPK8IP2	-0.405688667722677	cytosolic	cyt_notsig
ENSG00000008838.13	MED24	0.180948271314897	cytosolic	cyt_notsig
ENSG00000008952.12	SEC62	2.34193740972197	membrane	TMhelix-only
ENSG00000008988.5	RPS20	-0.664736848192611	cytosolic	cyt_notsig
ENSG00000009307.11	CSDE1	-1.04379802101202	cytosolic	cyt_notsig
ENSG00000009335.13	UBE3C	-0.0481888107966373	cytosolic	cyt_notsig
ENSG00000009844.11	VTA1	-0.677245064092186	cytosolic	cyt_notsig
ENSG00000009954.6	BAZ1B	-0.872111153092235	cytosolic	cyt_notsig
ENSG00000010017.9	RANBP9	-0.278267582441242	cytosolic	cyt_notsig
ENSG00000010072.11	SPRTN	-0.542662369004076	cytosolic	cyt_notsig
ENSG00000010165.15	METTL13	-0.533149603603772	cytosolic	cyt_notsig
ENSG00000010219.9	DYRK4	-0.0966114165099871	cytosolic	cyt_notsig
ENSG00000010244.12	ZNF207	-0.505251293414887	cytosolic	cyt_notsig
ENSG00000010256.6	UQCRC1	-0.282176807601597	cytosolic	MitoCarta
ENSG00000010278.7	CD9	4.59800601191931	membrane	TMhelix-only
ENSG00000010292.8	NCAPD2	-0.314221841873691	cytosolic	cyt_notsig
ENSG00000010295.15	IFFO1	0.34328524075586	cytosolic	cyt_notsig
ENSG00000010361.9	FUZ	0.0590840718460083	cytosolic	cyt_notsig
ENSG00000010404.13	IDS	0.174400402195087	cytosolic	SignalP-noTM-only
ENSG00000010539.7	ZNF200	0.00253087605294411	cytosolic	cyt_notsig
ENSG00000010803.12	SCMH1	-0.106284527751038	cytosolic	cyt_notsig
ENSG00000010810.13	FYN	0.277231381591758	cytosolic	cyt_notsig
ENSG00000011007.8	TCEB3	-0.609181510122809	cytosolic	cyt_notsig
ENSG00000011009.6	LYPLA2	-0.244275251431179	cytosolic	cyt_notsig
ENSG00000011052.17	NME2	-0.022273454651705	cytosolic	cyt_notsig
ENSG00000011105.7	TSPAN9	3.2246829362087	membrane	TMhelix-only
ENSG00000011132.7	APBA3	0.351695359773182	cytosolic	cyt_notsig
ENSG00000011143.12	MKS1	-0.377016297018879	cytosolic	cyt_notsig
ENSG00000011198.3	ABHD5	0.0526715275964614	cytosolic	cyt_notsig
ENSG00000011201.6	KAL1	4.73179311785637	membrane	SignalP-noTM-only
ENSG00000011243.13	AKAP8L	-0.695677249710974	cytosolic	cyt_notsig
ENSG00000011258.11	MBTD1	-0.447431661850193	cytosolic	cyt_notsig
ENSG00000011260.9	UTP18	-1.38119857531715	cytosolic	cyt_notsig
ENSG00000011275.14	RNF216	-0.380775726576442	cytosolic	cyt_notsig
ENSG00000011295.11	TTC19	0.422711878831128	cytosolic	MitoCarta
ENSG00000011304.12	PTBP1	-1.05900819446309	cytosolic	cyt_notsig
ENSG00000011332.15	DPF1	0.0443897527366499	cytosolic	cyt_notsig
ENSG00000011376.5	LARS2	-0.465127919209374	cytosolic	MitoCarta
ENSG00000011451.13	WIZ	-0.0291296126482988	cytosolic	cyt_notsig
ENSG00000011454.12	RABGAP1	-0.850235718619823	cytosolic	cyt_notsig
ENSG00000011478.7	QPCTL	3.03960013211386	membrane	TMhelix-only
ENSG00000011485.10	PPP5C	-0.690228192560244	cytosolic	cyt_notsig
ENSG00000012048.15	BRCA1	-0.432461862616584	cytosolic	cyt_notsig
ENSG00000012061.11	ERCC1	-0.114450290483521	cytosolic	cyt_notsig
ENSG00000012174.7	MBTPS2	3.77114015639553	membrane	TMhelix-only
ENSG00000012232.4	EXTL3	2.39840503145545	membrane	TMhelix-only
ENSG00000012660.9	ELOVL5	2.5079414102409	membrane	TMhelix-only
ENSG00000012822.11	CALCOCO1	-0.933031593346386	cytosolic	cyt_notsig
ENSG00000012963.9	UBR7	-0.436479332792742	cytosolic	cyt_notsig
ENSG00000012983.7	MAP4K5	-0.848471251071498	cytosolic	cyt_notsig
ENSG00000013275.3	PSMC4	-0.393516416178023	cytosolic	cyt_notsig
ENSG00000013306.11	SLC25A39	0.152616249088153	cytosolic	TMhelix-only
ENSG00000013374.11	NUB1	-0.838064890854705	cytosolic	cyt_notsig
ENSG00000013375.11	PGM3	-0.831408847076137	cytosolic	cyt_notsig
ENSG00000013441.11	CLK1	-0.184850495347486	cytosolic	cyt_notsig
ENSG00000013523.5	ANGEL1	2.40320172648656	membrane	SignalP-noTM-only
ENSG00000013561.13	RNF14	-0.421420672440291	cytosolic	cyt_notsig
ENSG00000013573.12	DDX11	0.0887123996797273	cytosolic	cyt_notsig
ENSG00000013583.4	HEBP1	-0.121135703126189	cytosolic	MitoCarta
ENSG00000013810.14	TACC3	-0.475033429966983	cytosolic	cyt_notsig
ENSG00000014138.4	POLA2	-0.635755571976542	cytosolic	cyt_notsig
ENSG00000014216.11	CAPN1	-0.604761659859991	cytosolic	cyt_notsig
ENSG00000014641.13	MDH1	-0.798406971903231	cytosolic	MitoCarta
ENSG00000014824.9	SLC30A9	-0.339073230146426	cytosolic	TMhelix-only
ENSG00000014919.8	COX15	-0.2591642854207	cytosolic	TMhelix-only
ENSG00000015153.10	YAF2	-0.277200937655002	cytosolic	cyt_notsig
ENSG00000015171.14	ZMYND11	-0.77991048692483	cytosolic	cyt_notsig
ENSG00000015475.14	BID	0.0883282778705912	cytosolic	MitoCarta
ENSG00000015479.13	MATR3	-1.11408695688964	cytosolic	cyt_notsig
ENSG00000015676.13	NUDCD3	-0.00462189129328726	cytosolic	cyt_notsig
ENSG00000016864.12	GLT8D1	2.61985001782261	membrane	TMhelix-only
ENSG00000017260.15	ATP2C1	2.84905339026002	membrane	TMhelix-only
ENSG00000017797.7	RALBP1	-0.445689583401449	cytosolic	cyt_notsig
ENSG00000018189.8	RUFY3	0.426282420769521	cytosolic	cyt_notsig
ENSG00000018408.10	WWTR1	-0.2842656596707	cytosolic	cyt_notsig
ENSG00000018510.8	AGPS	-0.818574123640741	cytosolic	cyt_notsig
ENSG00000018610.9	CXorf56	-0.92673002600441	cytosolic	cyt_notsig
ENSG00000018699.7	TTC27	-0.598137192993919	cytosolic	cyt_notsig
ENSG00000019995.6	ZRANB1	-0.501791599855643	cytosolic	cyt_notsig
ENSG00000020129.11	NCDN	-0.242210725163896	cytosolic	cyt_notsig
ENSG00000020256.15	ZFP64	-0.196509682105833	cytosolic	cyt_notsig
ENSG00000020426.6	MNAT1	-0.799256190793493	cytosolic	cyt_notsig
ENSG00000020633.14	RUNX3	0.172520765419327	cytosolic	cyt_notsig
ENSG00000020922.8	MRE11A	-1.07555449332188	cytosolic	cyt_notsig
ENSG00000021355.8	SERPINB1	-0.0199350290259674	cytosolic	cyt_notsig
ENSG00000021776.6	AQR	-0.445274268346526	cytosolic	cyt_notsig
ENSG00000021826.10	CPS1	-0.0710169766496882	cytosolic	MitoCarta
ENSG00000022267.12	FHL1	-0.0852954855143704	cytosolic	cyt_notsig
ENSG00000022277.8	RTFDC1	-0.460215391059034	cytosolic	cyt_notsig
ENSG00000022840.11	RNF10	-0.0104344006394329	cytosolic	cyt_notsig
ENSG00000022976.11	ZNF839	0.221867524698885	cytosolic	cyt_notsig
ENSG00000023191.12	RNH1	-0.684822435388796	cytosolic	cyt_notsig
ENSG00000023228.9	NDUFS1	-0.733633093107792	cytosolic	MitoCarta
ENSG00000023330.10	ALAS1	-0.0494074298913865	cytosolic	MitoCarta
ENSG00000023572.4	GLRX2	-0.10118409290906	cytosolic	MitoCarta
ENSG00000023697.8	DERA	-0.0950491719143186	cytosolic	cyt_notsig
ENSG00000023734.6	STRAP	-0.546609346118314	cytosolic	cyt_notsig
ENSG00000023902.9	PLEKHO1	0.322984380997402	cytosolic	cyt_notsig
ENSG00000023909.5	GCLM	-0.539910116020662	cytosolic	cyt_notsig
ENSG00000024526.12	DEPDC1	0.1449348333415	cytosolic	cyt_notsig
ENSG00000024862.12	CCDC28A	-0.411582108874351	cytosolic	cyt_notsig
ENSG00000025039.10	RRAGD	-0.382674724203567	cytosolic	cyt_notsig
ENSG00000025156.8	HSF2	-0.659739874828995	cytosolic	cyt_notsig
ENSG00000025293.11	PHF20	-0.950813851065092	cytosolic	cyt_notsig
ENSG00000025423.7	HSD17B6	1.7705902112095	membrane	mem_notsig
ENSG00000025770.14	NCAPH2	0.036239376673567	cytosolic	cyt_notsig
ENSG00000025772.7	TOMM34	-0.196006921388304	cytosolic	MitoCarta
ENSG00000025796.9	SEC63	3.07044350556761	membrane	TMhelix-only
ENSG00000025800.9	KPNA6	-0.686198747734246	cytosolic	cyt_notsig
ENSG00000026025.9	VIM	-0.814821746520944	cytosolic	cyt_notsig
ENSG00000026297.11	RNASET2	2.43564412704016	membrane	SignalP-noTM-only
ENSG00000026508.12	CD44	2.88962287897963	membrane	SignalP-TM
ENSG00000027001.7	MIPEP	-0.52186871720394	cytosolic	MitoCarta
ENSG00000027075.9	PRKCH	-0.335787261605172	cytosolic	cyt_notsig
ENSG00000027697.8	IFNGR1	3.60381290742602	membrane	SignalP-TM
ENSG00000027847.9	B4GALT7	1.74938012339371	membrane	TMhelix-only
ENSG00000028203.13	VEZT	1.58094642217125	membrane	TMhelix-only
ENSG00000028310.13	BRD9	-0.122974958874801	cytosolic	cyt_notsig
ENSG00000028528.10	SNX1	-0.325064781605602	cytosolic	cyt_notsig
ENSG00000028839.5	TBPL1	0.0256051421495358	cytosolic	cyt_notsig
ENSG00000029153.10	ARNTL2	-0.500420721983752	cytosolic	cyt_notsig
ENSG00000029363.11	BCLAF1	-1.34665007360638	cytosolic	cyt_notsig
ENSG00000029364.7	SLC39A9	2.21525158485172	membrane	TMhelix-only
ENSG00000029639.6	TFB1M	-0.43045902830952	cytosolic	MitoCarta
ENSG00000029725.12	RABEP1	-0.39909014539998	cytosolic	cyt_notsig
ENSG00000029993.10	HMGB3	-0.86108289345549	cytosolic	cyt_notsig
ENSG00000030066.9	NUP160	-0.612190774635641	cytosolic	cyt_notsig
ENSG00000030110.8	BAK1	-0.0666308189039639	cytosolic	TailAnchored
ENSG00000030582.12	GRN	5.00211170552844	membrane	SignalP-noTM-only
ENSG00000031691.6	CENPQ	-0.629735634692743	cytosolic	cyt_notsig
ENSG00000031698.8	SARS	-0.553808562218125	cytosolic	cyt_notsig
ENSG00000031823.10	RANBP3	0.111842491018452	cytosolic	cyt_notsig
ENSG00000032389.8	TSSC1	-0.4142396332564	cytosolic	cyt_notsig
ENSG00000033011.7	ALG1	3.44971740895745	membrane	SignalP-TM
ENSG00000033030.9	ZCCHC8	-0.221858269159335	cytosolic	cyt_notsig
ENSG00000033050.3	ABCF2	-1.10506465848564	cytosolic	MitoCarta
ENSG00000033100.10	CHPF2	3.31082231012233	membrane	SignalP-noTM-only
ENSG00000033170.12	FUT8	2.59105885582478	membrane	TMhelix-only
ENSG00000033178.8	UBA6	-0.994384747069668	cytosolic	cyt_notsig
ENSG00000033627.10	ATP6V0A1	2.38948701868595	membrane	TMhelix-only
ENSG00000033800.9	PIAS1	-0.752232424833685	cytosolic	cyt_notsig
ENSG00000034053.10	APBA2	-0.202108944272513	cytosolic	cyt_notsig
ENSG00000034152.14	MAP2K3	-0.209655221173969	cytosolic	cyt_notsig
ENSG00000034510.4	TMSB10	-0.0374784109876478	cytosolic	cyt_notsig
ENSG00000034693.10	PEX3	-0.354639252267556	cytosolic	cyt_notsig
ENSG00000034713.3	GABARAPL2	-0.128202602017283	cytosolic	cyt_notsig
ENSG00000035115.17	SH3YL1	0.290660599432565	cytosolic	cyt_notsig
ENSG00000035141.3	FAM136A	-0.415540025864123	cytosolic	MitoCarta
ENSG00000035499.8	DEPDC1B	-0.0522647274296004	cytosolic	cyt_notsig
ENSG00000035687.9	ADSS	-0.833941235765829	cytosolic	cyt_notsig
ENSG00000035862.8	TIMP2	3.73969268751822	membrane	mem_notsig
ENSG00000035928.10	RFC1	-0.926381329706017	cytosolic	cyt_notsig
ENSG00000036054.8	TBC1D23	-0.678151195290874	cytosolic	cyt_notsig
ENSG00000036257.8	CUL3	-0.525002838217846	cytosolic	cyt_notsig
ENSG00000036448.5	MYOM2	-0.558955519834458	cytosolic	cyt_notsig
ENSG00000036549.8	ZZZ3	-0.308216528984942	cytosolic	cyt_notsig
ENSG00000037241.3	RPL26L1	-0.25242327258695	cytosolic	cyt_notsig
ENSG00000037280.11	FLT4	0.460105418114095	cytosolic	SignalP-TM
ENSG00000037474.10	NSUN2	-1.05569445708025	cytosolic	cyt_notsig
ENSG00000037637.6	FBXO42	-0.193759073815847	cytosolic	cyt_notsig
ENSG00000037749.7	MFAP3	2.79444165630364	membrane	SignalP-TM
ENSG00000037757.9	MRI1	0.162724360437198	cytosolic	cyt_notsig
ENSG00000037897.12	METTL1	-0.227719458843721	cytosolic	cyt_notsig
ENSG00000038002.4	AGA	3.45666363776239	membrane	SignalP-noTM-only
ENSG00000038210.9	PI4K2B	-0.512959791006014	cytosolic	cyt_notsig
ENSG00000038274.12	MAT2B	-0.466577061308525	cytosolic	cyt_notsig
ENSG00000038358.10	EDC4	-0.67470225506141	cytosolic	cyt_notsig
ENSG00000038382.13	TRIO	0.323681367332337	cytosolic	cyt_notsig
ENSG00000038427.11	VCAN	3.51496908152965	membrane	SignalP-noTM-only
ENSG00000038532.10	CLEC16A	0.0722092968524078	cytosolic	cyt_notsig
ENSG00000039123.11	SKIV2L2	-1.29734618823313	cytosolic	cyt_notsig
ENSG00000039319.12	ZFYVE16	-0.0905419719755822	cytosolic	cyt_notsig
ENSG00000039560.9	RAI14	-0.213434891534742	cytosolic	cyt_notsig
ENSG00000039650.5	PNKP	-0.00367360565338489	cytosolic	cyt_notsig
ENSG00000040275.12	SPDL1	-0.54209219727836	cytosolic	cyt_notsig
ENSG00000040341.13	STAU2	-0.897122421258252	cytosolic	cyt_notsig
ENSG00000040487.8	PQLC2	2.08318192560735	membrane	TMhelix-only
ENSG00000040633.8	PHF23	0.101582382974774	cytosolic	cyt_notsig
ENSG00000041357.11	PSMA4	-0.928733602002774	cytosolic	cyt_notsig
ENSG00000041988.11	THAP3	0.0668542830872124	cytosolic	cyt_notsig
ENSG00000042088.9	TDP1	-0.228452705333271	cytosolic	cyt_notsig
ENSG00000042429.6	MED17	-0.461312362440808	cytosolic	cyt_notsig
ENSG00000042445.9	RETSAT	2.84771004635792	membrane	SignalP-TM
ENSG00000042753.7	AP2S1	0.267702242044872	cytosolic	cyt_notsig
ENSG00000043039.5	BARX2	-0.094872713872932	cytosolic	cyt_notsig
ENSG00000043355.6	ZIC2	-0.115570997493404	cytosolic	cyt_notsig
ENSG00000043514.11	TRIT1	-0.052638172038344	cytosolic	MitoCarta
ENSG00000044115.16	CTNNA1	-1.15259008490399	cytosolic	cyt_notsig
ENSG00000044446.7	PHKA2	0.342855524098604	cytosolic	cyt_notsig
ENSG00000044574.7	HSPA5	4.3246884529736	membrane	SignalP-noTM-only
ENSG00000046604.8	DSG2	3.87278693631892	membrane	SignalP-TM
ENSG00000046647.9	GEMIN8	-0.164454950292602	cytosolic	cyt_notsig
ENSG00000046653.10	GPM6B	3.88075411565157	membrane	TMhelix-only
ENSG00000047188.11	YTHDC2	-1.20939872822338	cytosolic	cyt_notsig
ENSG00000047249.12	ATP6V1H	-0.45894123393481	cytosolic	cyt_notsig
ENSG00000047315.10	POLR2B	-0.58734281585179	cytosolic	cyt_notsig
ENSG00000047410.9	TPR	-1.34865886357062	cytosolic	cyt_notsig
ENSG00000047579.15	DTNBP1	-0.617131914694997	cytosolic	cyt_notsig
ENSG00000047621.7	C12orf4	-0.751633107327679	cytosolic	cyt_notsig
ENSG00000047634.10	SCML1	-0.00529964193739079	cytosolic	cyt_notsig
ENSG00000047849.17	MAP4	-0.650497952470076	cytosolic	cyt_notsig
ENSG00000047932.9	GOPC	-0.5509203635202	cytosolic	cyt_notsig
ENSG00000048028.7	USP28	0.00233564456985687	cytosolic	cyt_notsig
ENSG00000048162.15	NOP16	-0.245465675034767	cytosolic	cyt_notsig
ENSG00000048392.7	RRM2B	-0.627504665008911	cytosolic	TMhelix-only
ENSG00000048544.5	MRPS10	-0.201575243303709	cytosolic	MitoCarta
ENSG00000048740.13	CELF2	-0.385401629851556	cytosolic	cyt_notsig
ENSG00000048828.12	FAM120A	0.0581238144736184	cytosolic	cyt_notsig
ENSG00000048991.12	R3HDM1	-0.318994468533863	cytosolic	cyt_notsig
ENSG00000049167.9	ERCC8	-0.05627732303861	cytosolic	cyt_notsig
ENSG00000049245.8	VAMP3	-0.189397132274634	cytosolic	TailAnchored
ENSG00000049449.4	RCN1	3.08375339758129	membrane	SignalP-noTM-only
ENSG00000049541.6	RFC2	-0.466497353845723	cytosolic	cyt_notsig
ENSG00000049656.9	CLPTM1L	2.30359585801235	membrane	TMhelix-only
ENSG00000049759.12	NEDD4L	-0.0974802795700298	cytosolic	cyt_notsig
ENSG00000049860.9	HEXB	4.07855526120071	membrane	TMhelix-only
ENSG00000050130.13	JKAMP	3.02050331939218	membrane	TMhelix-only
ENSG00000050393.7	MCUR1	-0.0907766352538454	cytosolic	TailAnchored
ENSG00000050405.9	LIMA1	-1.3256089532059	cytosolic	cyt_notsig
ENSG00000050426.11	LETMD1	0.402588916602869	cytosolic	TMhelix-only
ENSG00000050748.13	MAPK9	-0.296729971946197	cytosolic	cyt_notsig
ENSG00000051108.10	HERPUD1	2.04347622333638	membrane	mem_notsig
ENSG00000051180.12	RAD51	-0.655018999154023	cytosolic	cyt_notsig
ENSG00000051382.4	PIK3CB	-0.180741337793745	cytosolic	cyt_notsig
ENSG00000051523.6	CYBA	4.21693906454373	membrane	TMhelix-only
ENSG00000051596.5	THOC3	-0.483395534219763	cytosolic	cyt_notsig
ENSG00000051620.6	HEBP2	0.217092204061123	cytosolic	cyt_notsig
ENSG00000051825.10	MPHOSPH9	0.244995722059322	cytosolic	cyt_notsig
ENSG00000052723.7	SIKE1	-0.106380265063248	cytosolic	cyt_notsig
ENSG00000052749.9	RRP12	-0.546403664112411	cytosolic	cyt_notsig
ENSG00000052802.8	MSMO1	3.06138378328517	membrane	TMhelix-only
ENSG00000052841.10	TTC17	1.84893128367243	membrane	mem_notsig
ENSG00000053254.11	FOXN3	-0.169951676069544	cytosolic	cyt_notsig
ENSG00000053371.8	AKR7A2	-0.12413350061492	cytosolic	MitoCarta
ENSG00000053372.4	MRTO4	-0.0546638243537657	cytosolic	cyt_notsig
ENSG00000053501.8	USE1	-0.341030243883755	cytosolic	TailAnchored
ENSG00000053770.7	AP5M1	-0.129064340163699	cytosolic	cyt_notsig
ENSG00000053900.6	ANAPC4	-0.443398022622173	cytosolic	cyt_notsig
ENSG00000054116.7	TRAPPC3	-0.0693005450938905	cytosolic	cyt_notsig
ENSG00000054118.9	THRAP3	-1.49280476697518	cytosolic	cyt_notsig
ENSG00000054148.13	PHPT1	0.199035394035738	cytosolic	cyt_notsig
ENSG00000054282.11	SDCCAG8	-0.253541995555777	cytosolic	cyt_notsig
