gene_id	Symbol	baseMean.tumor.KO.WT	log2FoldChange.tumor.KO.WT	reg_tumor	localization_cat
ENSG00000010626.10	LRRC23	177.26640265191	0.72453903371376	not_quantified	cytosolic
ENSG00000010803.12	SCMH1	162.922862085736	-0.504293970946036	not_quantified	cytosolic
ENSG00000010810.13	FYN	48.2223603692266	1.22338636331563	up_tumor	cytosolic
ENSG00000011007.8	TCEB3	272.442257936796	0.331869803054943	not_quantified	cytosolic
ENSG00000011009.6	LYPLA2	495.674337420042	0.0590168591797854	unchanged_tumor	cytosolic
ENSG00000011021.17	CLCN6	148.908415341262	0.121776655717477	unchanged_tumor	membrane
ENSG00000011028.9	MRC2	116.01460264148	0.840046462877705	not_quantified	membrane
ENSG00000011052.17	NME2	530.336386191325	-1.26989942231684	not_quantified	cytosolic
ENSG00000011105.7	TSPAN9	58.5469970799669	-0.193368192641316	unchanged_tumor	membrane
ENSG00000011114.10	BTBD7	353.03983253373	0.769168692911146	not_quantified	cytosolic
ENSG00000011132.7	APBA3	87.0266446325007	0.492593905234259	unchanged_tumor	cytosolic
ENSG00000011143.12	MKS1	105.283945967794	0.0339089337200805	unchanged_tumor	cytosolic
ENSG00000011198.3	ABHD5	61.6392712643805	0.0338323955119791	unchanged_tumor	cytosolic
ENSG00000011243.13	AKAP8L	309.715186682393	0.3134494546986	unchanged_tumor	cytosolic
ENSG00000011260.9	UTP18	350.863937620087	-0.211792938138639	unchanged_tumor	cytosolic
ENSG00000011275.14	RNF216	347.33428076002	0.664030813318816	not_quantified	cytosolic
ENSG00000011295.11	TTC19	687.137419489879	-0.554671717720671	not_quantified	cytosolic
ENSG00000011304.12	PTBP1	1968.522364472	-0.203957947151792	not_quantified	cytosolic
ENSG00000011332.15	DPF1	52.8718567264546	3.50277544453604	up_tumor	cytosolic
ENSG00000011376.5	LARS2	80.0508868718959	-0.0664138241103817	unchanged_tumor	cytosolic
ENSG00000011405.9	PIK3C2A	504.286305277875	-0.67618529088938	not_quantified	cytosolic
ENSG00000011422.7	PLAUR	797.435639028924	-0.604174673611252	not_quantified	NA
ENSG00000011451.13	WIZ	224.520153647236	-0.371438293155208	not_quantified	cytosolic
ENSG00000011454.12	RABGAP1	224.514734376741	0.0280429857551757	unchanged_tumor	cytosolic
ENSG00000011478.7	QPCTL	181.962938159958	0.425127872182788	not_quantified	membrane
ENSG00000011485.10	PPP5C	735.158033706229	-0.131094921730322	unchanged_tumor	cytosolic
ENSG00000011523.9	CEP68	131.464950134605	0.346201159201379	unchanged_tumor	cytosolic
ENSG00000011566.10	MAP4K3	315.26143440347	-0.231406579874885	not_quantified	cytosolic
ENSG00000011638.6	TMEM159	100.355769119587	-0.143618448505392	unchanged_tumor	NA
ENSG00000012048.15	BRCA1	386.226028369033	1.22632018494367	up_tumor	cytosolic
ENSG00000012061.11	ERCC1	487.258437130934	-0.277098600907604	not_quantified	cytosolic
ENSG00000012174.7	MBTPS2	401.424127752264	0.796291361526645	not_quantified	membrane
ENSG00000012211.8	PRICKLE3	137.258762799254	-0.443250879929782	not_quantified	cytosolic
ENSG00000012232.4	EXTL3	190.490468596725	0.23511078657629	unchanged_tumor	membrane
ENSG00000012660.9	ELOVL5	575.848867865569	-0.908367560853344	not_quantified	membrane
ENSG00000012822.11	CALCOCO1	326.663884014981	-1.02656036960001	down_tumor	cytosolic
ENSG00000012963.9	UBR7	209.696305987239	-0.54345023337508	not_quantified	cytosolic
ENSG00000012983.7	MAP4K5	377.500493147089	-0.640786966003513	not_quantified	cytosolic
ENSG00000013016.10	EHD3	52.5225198321931	1.08859398001188	up_tumor	cytosolic
ENSG00000013275.3	PSMC4	1093.84570943518	-0.13289723854979	unchanged_tumor	cytosolic
ENSG00000013288.4	MAN2B2	205.140196348034	-0.166050853657915	unchanged_tumor	membrane
ENSG00000013306.11	SLC25A39	994.530882535067	-0.138584702746022	unchanged_tumor	cytosolic
ENSG00000013364.14	MVP	1981.24759745346	-0.846475952636164	not_quantified	cytosolic
ENSG00000013374.11	NUB1	558.106917555929	-0.295193205564822	not_quantified	cytosolic
ENSG00000013375.11	PGM3	351.945048692315	-1.02176759858349	down_tumor	cytosolic
ENSG00000013441.11	CLK1	943.950538808386	-0.962051694506619	not_quantified	cytosolic
ENSG00000013523.5	ANGEL1	121.179005500847	-0.432461811940241	unchanged_tumor	membrane
ENSG00000013561.13	RNF14	437.576909542304	-0.0674065053699103	unchanged_tumor	cytosolic
ENSG00000013563.9	DNASE1L1	228.793971805255	-0.794323820957774	not_quantified	NA
ENSG00000013573.12	DDX11	533.128215099405	0.162347801029169	unchanged_tumor	cytosolic
ENSG00000013583.4	HEBP1	271.741308821965	-0.477332284895125	not_quantified	cytosolic
ENSG00000013588.5	GPRC5A	4511.99845920967	-0.560228384100217	not_quantified	membrane
ENSG00000013619.9	MAMLD1	155.824874841411	-0.684316790516911	not_quantified	cytosolic
ENSG00000013810.14	TACC3	351.998256553957	0.261767472046082	unchanged_tumor	cytosolic
ENSG00000014123.9	UFL1	219.263291837492	-0.558685489606657	not_quantified	membrane
ENSG00000014138.4	POLA2	153.71937076733	0.0847641088158553	unchanged_tumor	cytosolic
ENSG00000014164.6	ZC3H3	222.816266003627	-0.457104355321658	not_quantified	cytosolic
ENSG00000014216.11	CAPN1	1245.83678263832	-0.73649176968483	not_quantified	cytosolic
ENSG00000014641.13	MDH1	948.279047946742	-0.0225628134824531	unchanged_tumor	cytosolic
ENSG00000014824.9	SLC30A9	466.859369644269	-0.456169073930734	not_quantified	cytosolic
ENSG00000014919.8	COX15	333.656558651404	-0.632745590802452	not_quantified	cytosolic
ENSG00000015133.14	CCDC88C	101.170501850715	0.116650145476981	unchanged_tumor	cytosolic
ENSG00000015153.10	YAF2	424.893339149086	0.986857986067686	not_quantified	cytosolic
ENSG00000015171.14	ZMYND11	525.546361728441	-0.387355693253924	not_quantified	cytosolic
ENSG00000015475.14	BID	280.855968925541	-0.431332121832367	not_quantified	cytosolic
ENSG00000015479.13	MATR3	1826.65717710346	-0.284497303871246	not_quantified	cytosolic
ENSG00000015532.5	XYLT2	199.901900766565	0.0211952693621578	unchanged_tumor	membrane
ENSG00000015568.8	RGPD5	92.2892450955766	0.496115237466015	unchanged_tumor	cytosolic
ENSG00000015676.13	NUDCD3	656.674632470725	-0.253857840811776	unchanged_tumor	cytosolic
ENSG00000016864.12	GLT8D1	234.038280311648	-1.12963095320045	down_tumor	membrane
ENSG00000017260.15	ATP2C1	426.820456795478	-0.731089692947136	not_quantified	membrane
ENSG00000017797.7	RALBP1	740.54535184085	0.444986709413882	not_quantified	cytosolic
ENSG00000018189.8	RUFY3	138.042503305984	0.17736303685418	unchanged_tumor	cytosolic
ENSG00000018236.10	CNTN1	1247.21256761485	-1.66853084184607	down_tumor	membrane
ENSG00000018408.10	WWTR1	852.575665566685	-0.152139020533794	unchanged_tumor	cytosolic
ENSG00000018510.8	AGPS	428.683530058565	-0.203281761489885	unchanged_tumor	cytosolic
ENSG00000018610.9	CXorf56	315.757483884912	0.417155187720978	not_quantified	cytosolic
ENSG00000018699.7	TTC27	130.508680879417	0.383983012896443	unchanged_tumor	cytosolic
ENSG00000019144.12	PHLDB1	208.070134776884	1.7233735062176	up_tumor	cytosolic
ENSG00000019485.8	PRDM11	57.3657385061844	-0.219590311905621	unchanged_tumor	cytosolic
ENSG00000019995.6	ZRANB1	308.621543064989	-0.118913362209303	unchanged_tumor	cytosolic
ENSG00000020129.11	NCDN	108.300021772172	0.339693183376157	unchanged_tumor	cytosolic
ENSG00000020256.15	ZFP64	151.971854056571	-0.126537281952327	unchanged_tumor	cytosolic
ENSG00000020426.6	MNAT1	193.713745882585	0.0983341524694295	unchanged_tumor	cytosolic
ENSG00000020577.9	SAMD4A	157.610359679203	0.733948206934865	not_quantified	cytosolic
ENSG00000020633.14	RUNX3	103.951035114936	0.106940786445564	unchanged_tumor	cytosolic
ENSG00000020922.8	MRE11A	178.055039172254	-0.306853274855428	not_quantified	cytosolic
ENSG00000021355.8	SERPINB1	1090.25385949213	-0.903310378744522	not_quantified	cytosolic
ENSG00000021574.7	SPAST	218.168781538431	0.0343514692564599	unchanged_tumor	NA
ENSG00000021762.15	OSBPL5	69.8727213306259	-0.714203334946364	not_quantified	cytosolic
ENSG00000021776.6	AQR	302.892369352585	-0.0585119362989496	unchanged_tumor	cytosolic
ENSG00000021826.10	CPS1	3970.76127542449	-0.766025897969103	not_quantified	cytosolic
ENSG00000022267.12	FHL1	39.0450734152442	1.50367084169841	up_tumor	cytosolic
ENSG00000022277.8	RTFDC1	572.520052188004	-0.402550164886972	not_quantified	cytosolic
ENSG00000022840.11	RNF10	868.296645461208	0.181082808458873	unchanged_tumor	cytosolic
ENSG00000022976.11	ZNF839	230.933110644059	0.142078246665303	unchanged_tumor	cytosolic
ENSG00000023041.7	ZDHHC6	365.004302279894	-0.818787312821601	not_quantified	NA
ENSG00000023171.10	GRAMD1B	563.523176623618	-0.858308669957378	not_quantified	NA
ENSG00000023191.12	RNH1	650.525394661338	-0.305491380434828	unchanged_tumor	cytosolic
ENSG00000023228.9	NDUFS1	629.221887734925	0.205296374984919	unchanged_tumor	cytosolic
ENSG00000023287.8	RB1CC1	584.771812955509	0.437393163128679	not_quantified	cytosolic
ENSG00000023318.7	ERP44	388.826448842121	-1.12510343550602	down_tumor	membrane
ENSG00000023330.10	ALAS1	230.442352694702	-0.134765338698567	unchanged_tumor	cytosolic
ENSG00000023572.4	GLRX2	107.385674278152	-0.107434417304615	unchanged_tumor	cytosolic
ENSG00000023608.4	SNAPC1	158.964774851671	0.677711154502697	not_quantified	cytosolic
ENSG00000023697.8	DERA	273.004989007244	-0.788780434748846	not_quantified	cytosolic
ENSG00000023734.6	STRAP	1325.64954546542	-0.184480227046667	unchanged_tumor	cytosolic
ENSG00000023902.9	PLEKHO1	133.071077837414	1.10207905311082	up_tumor	cytosolic
ENSG00000023909.5	GCLM	596.979099653901	0.298274637990183	unchanged_tumor	cytosolic
ENSG00000024048.6	UBR2	214.552652063814	-0.335595434295345	not_quantified	cytosolic
ENSG00000024526.12	DEPDC1	140.929680860026	0.157539821378465	unchanged_tumor	cytosolic
ENSG00000024862.12	CCDC28A	95.9260623471934	-0.148319929320074	unchanged_tumor	cytosolic
ENSG00000025156.8	HSF2	69.5116185336521	-0.146073367642003	unchanged_tumor	cytosolic
ENSG00000025293.11	PHF20	409.744260191965	0.739704068502969	not_quantified	cytosolic
ENSG00000025434.14	NR1H3	167.283541280621	0.0615831104496731	unchanged_tumor	cytosolic
ENSG00000025770.14	NCAPH2	236.280077037226	0.13107140731709	unchanged_tumor	cytosolic
ENSG00000025772.7	TOMM34	198.780177248525	-0.186642391111441	unchanged_tumor	cytosolic
ENSG00000025796.9	SEC63	662.719296381878	-0.576200096390446	not_quantified	membrane
ENSG00000025800.9	KPNA6	637.277601808507	0.713002711996874	not_quantified	cytosolic
ENSG00000026025.9	VIM	6824.53763722691	-0.114660890354776	unchanged_tumor	cytosolic
ENSG00000026103.15	FAS	52.9442214706941	-0.0411684633009346	unchanged_tumor	membrane
ENSG00000026297.11	RNASET2	200.958524211056	-0.98341722207556	not_quantified	membrane
ENSG00000026508.12	CD44	2761.76816112209	-0.841956376347806	not_quantified	membrane
ENSG00000027001.7	MIPEP	115.352305282072	-0.518563557525864	not_quantified	cytosolic
ENSG00000027075.9	PRKCH	38.1331883691694	1.17088309130842	up_tumor	cytosolic
ENSG00000027697.8	IFNGR1	323.57760447254	-1.28634279045258	down_tumor	membrane
ENSG00000027847.9	B4GALT7	253.902807455879	-0.309220705983951	unchanged_tumor	membrane
ENSG00000028116.12	VRK2	225.648628465719	0.165656514083593	unchanged_tumor	cytosolic
ENSG00000028203.13	VEZT	750.116749670699	-0.215519597594026	not_quantified	membrane
ENSG00000028310.13	BRD9	1051.67198739896	2.19196877007696	up_tumor	cytosolic
ENSG00000028528.10	SNX1	716.655181944525	-0.170743657229511	unchanged_tumor	cytosolic
ENSG00000028839.5	TBPL1	100.129621810406	-0.188877807525144	unchanged_tumor	cytosolic
ENSG00000029153.10	ARNTL2	158.133061465645	0.541473567021834	not_quantified	cytosolic
ENSG00000029363.11	BCLAF1	1062.42099892189	0.121888066617023	unchanged_tumor	cytosolic
ENSG00000029364.7	SLC39A9	563.189010100393	-0.719411488996577	not_quantified	membrane
ENSG00000029639.6	TFB1M	66.9816988861886	-0.313466944193503	unchanged_tumor	cytosolic
ENSG00000029725.12	RABEP1	376.368736224067	0.197473597252384	unchanged_tumor	cytosolic
ENSG00000029993.10	HMGB3	1095.1462986396	-0.0631238547847741	unchanged_tumor	cytosolic
ENSG00000030066.9	NUP160	426.118498577456	0.152104755483978	unchanged_tumor	cytosolic
ENSG00000030110.8	BAK1	122.07536289769	0.113021338552111	unchanged_tumor	cytosolic
ENSG00000030582.12	GRN	1272.29000187642	-1.42683936109105	down_tumor	membrane
ENSG00000031003.6	FAM13B	245.135078894545	-0.147465481883626	unchanged_tumor	cytosolic
ENSG00000031691.6	CENPQ	61.3448984628072	-0.142941952814367	unchanged_tumor	cytosolic
ENSG00000031698.8	SARS	374.844664575445	0.0541006445972892	unchanged_tumor	cytosolic
ENSG00000031823.10	RANBP3	242.733824806535	-0.0168396089539745	unchanged_tumor	cytosolic
ENSG00000032219.14	ARID4A	485.525275510871	1.07524361320796	up_tumor	cytosolic
ENSG00000032389.8	TSSC1	248.181396860343	-0.0124944332441085	unchanged_tumor	cytosolic
ENSG00000032444.11	PNPLA6	282.32640356921	0.015944881058718	unchanged_tumor	membrane
ENSG00000032742.13	IFT88	132.573342951137	0.287343653946588	not_quantified	cytosolic
ENSG00000033011.7	ALG1	247.441634528224	-0.216940807364964	unchanged_tumor	membrane
ENSG00000033030.9	ZCCHC8	299.337022571476	0.133324453599935	unchanged_tumor	cytosolic
ENSG00000033050.3	ABCF2	449.363937530119	0.347002015143978	not_quantified	cytosolic
ENSG00000033100.10	CHPF2	417.241431538128	-0.837506193962344	not_quantified	membrane
ENSG00000033170.12	FUT8	400.458309053267	1.02720504279551	up_tumor	membrane
ENSG00000033178.8	UBA6	375.801044666467	-0.227570140436715	unchanged_tumor	cytosolic
ENSG00000033627.10	ATP6V0A1	485.135288667039	-0.140045306227935	unchanged_tumor	membrane
