pos_from_stop	region	localization	sample	scaled_tc_rpm
-1424	cds	cyt	frac.tc_num1	0.000845108143631608
-1423	cds	cyt	frac.tc_num1	0.00184571463455607
-1422	cds	cyt	frac.tc_num1	0.000529551828780108
-1421	cds	cyt	frac.tc_num1	0.00223542815220577
-1420	cds	cyt	frac.tc_num1	0.000595773603461943
-1419	cds	cyt	frac.tc_num1	0.00174262522671167
-1418	cds	cyt	frac.tc_num1	0.000462925938284508
-1417	cds	cyt	frac.tc_num1	0.00286726298822058
-1416	cds	cyt	frac.tc_num1	0.00198216055500496
-1415	cds	cyt	frac.tc_num1	0.00113921963551761
-1414	cds	cyt	frac.tc_num1	0.000924878801058221
-1413	cds	cyt	frac.tc_num1	0.000371287128712871
-1412	cds	cyt	frac.tc_num1	0.00175930206561006
-1411	cds	cyt	frac.tc_num1	0.00103949310630926
-1410	cds	cyt	frac.tc_num1	0.000571488301826272
-1409	cds	cyt	frac.tc_num1	0.000461524584702149
-1408	cds	cyt	frac.tc_num1	0.00178030468582824
-1407	cds	cyt	frac.tc_num1	0.00102799881370409
-1406	cds	cyt	frac.tc_num1	0.000617065629858232
-1405	cds	cyt	frac.tc_num1	0.000246826251943293
-1404	cds	cyt	frac.tc_num1	0.00091211838005163
-1403	cds	cyt	frac.tc_num1	0.0016342368830122
-1402	cds	cyt	frac.tc_num1	0
-1401	cds	cyt	frac.tc_num1	0.00121263457361121
-1400	cds	cyt	frac.tc_num1	0.00176901041148093
-1399	cds	cyt	frac.tc_num1	0.000419933348609602
-1398	cds	cyt	frac.tc_num1	0.00291428216745397
-1397	cds	cyt	frac.tc_num1	0.00170073504911609
-1396	cds	cyt	frac.tc_num1	0
-1395	cds	cyt	frac.tc_num1	0.00163880519173109
-1394	cds	cyt	frac.tc_num1	0
-1393	cds	cyt	frac.tc_num1	0
-1392	cds	cyt	frac.tc_num1	0.00086172061983867
-1391	cds	cyt	frac.tc_num1	4.0207501627242e-05
-1390	cds	cyt	frac.tc_num1	0.00100461994905569
-1389	cds	cyt	frac.tc_num1	0.00121918318534797
-1388	cds	cyt	frac.tc_num1	0.00203856767120696
-1387	cds	cyt	frac.tc_num1	0.000404980552670158
-1386	cds	cyt	frac.tc_num1	0.00232322809597358
-1385	cds	cyt	frac.tc_num1	0.00147389897284368
-1384	cds	cyt	frac.tc_num1	0.00136337782306175
-1383	cds	cyt	frac.tc_num1	0.00155167417531009
-1382	cds	cyt	frac.tc_num1	0.00129324280633689
-1381	cds	cyt	frac.tc_num1	0.00115487416252407
-1380	cds	cyt	frac.tc_num1	0.000330338266384778
-1379	cds	cyt	frac.tc_num1	0.00160850543359929
-1378	cds	cyt	frac.tc_num1	0.000582031359967999
-1377	cds	cyt	frac.tc_num1	0.000224715657000253
-1376	cds	cyt	frac.tc_num1	0.00197389389826163
-1375	cds	cyt	frac.tc_num1	0.000731903165470468
-1374	cds	cyt	frac.tc_num1	0.00241080038572806
-1373	cds	cyt	frac.tc_num1	0.00180977976621082
-1372	cds	cyt	frac.tc_num1	0.00194477755587893
-1371	cds	cyt	frac.tc_num1	0.0009747992048636
-1370	cds	cyt	frac.tc_num1	0.00132482371070359
-1369	cds	cyt	frac.tc_num1	0
-1368	cds	cyt	frac.tc_num1	0.00017555218430685
-1367	cds	cyt	frac.tc_num1	0.000479386385426654
-1366	cds	cyt	frac.tc_num1	7.2950102130143e-05
-1365	cds	cyt	frac.tc_num1	0.000573119380237493
-1364	cds	cyt	frac.tc_num1	0.00152670835865344
-1363	cds	cyt	frac.tc_num1	2.22118566891006e-05
-1362	cds	cyt	frac.tc_num1	0.000241560088081903
-1361	cds	cyt	frac.tc_num1	0.000687830687830688
-1360	cds	cyt	frac.tc_num1	0.000666666666666667
-1359	cds	cyt	frac.tc_num1	0.00126742712294043
-1358	cds	cyt	frac.tc_num1	0
-1357	cds	cyt	frac.tc_num1	0.000760349845410982
-1356	cds	cyt	frac.tc_num1	0.00109638715262237
-1355	cds	cyt	frac.tc_num1	0.000517794033040191
-1354	cds	cyt	frac.tc_num1	0.00106483608970598
-1353	cds	cyt	frac.tc_num1	0.000945179584120983
-1352	cds	cyt	frac.tc_num1	0.000221628316276644
-1351	cds	cyt	frac.tc_num1	0.000254413603472569
-1350	cds	cyt	frac.tc_num1	0.000774033886637066
-1349	cds	cyt	frac.tc_num1	0.00154947456395602
-1348	cds	cyt	frac.tc_num1	0.00068748417088817
-1347	cds	cyt	frac.tc_num1	0.00047043272477621
-1346	cds	cyt	frac.tc_num1	0.000184209475912881
-1345	cds	cyt	frac.tc_num1	0.000357428803153215
-1344	cds	cyt	frac.tc_num1	0.000560931524019615
-1343	cds	cyt	frac.tc_num1	0.000211460906376263
-1342	cds	cyt	frac.tc_num1	3.26551556387978e-05
-1341	cds	cyt	frac.tc_num1	0.00191516238132105
-1340	cds	cyt	frac.tc_num1	0.00147688331985511
-1339	cds	cyt	frac.tc_num1	0.000937207122774133
-1338	cds	cyt	frac.tc_num1	0.00233015146464556
-1337	cds	cyt	frac.tc_num1	0.000651071658326334
-1336	cds	cyt	frac.tc_num1	0.00159734270884758
-1335	cds	cyt	frac.tc_num1	0.00103588324837827
-1334	cds	cyt	frac.tc_num1	0.00246405553408131
-1333	cds	cyt	frac.tc_num1	0.000719539478817248
-1332	cds	cyt	frac.tc_num1	0.000445409873145013
-1331	cds	cyt	frac.tc_num1	0.000506654189130929
-1330	cds	cyt	frac.tc_num1	0.000658304418729505
-1329	cds	cyt	frac.tc_num1	0.00190510912110143
-1328	cds	cyt	frac.tc_num1	4.77600534912599e-05
-1327	cds	cyt	frac.tc_num1	0.000684708315832983
-1326	cds	cyt	frac.tc_num1	0.000307219662058372
-1325	cds	cyt	frac.tc_num1	0.00153800178805108
-1324	cds	cyt	frac.tc_num1	0.000512032770097286
-1323	cds	cyt	frac.tc_num1	0.00161257787386105
-1322	cds	cyt	frac.tc_num1	0.00231796247682536
-1321	cds	cyt	frac.tc_num1	0.00296726697978439
-1320	cds	cyt	frac.tc_num1	0.00153581044317663
-1319	cds	cyt	frac.tc_num1	0.00191325480542583
-1318	cds	cyt	frac.tc_num1	0.00169878697144604
-1317	cds	cyt	frac.tc_num1	0.00166085178339315
-1316	cds	cyt	frac.tc_num1	0.00150763233934217
-1315	cds	cyt	frac.tc_num1	0.000101956802100249
-1314	cds	cyt	frac.tc_num1	0.00191025113123068
-1313	cds	cyt	frac.tc_num1	0.000376445356308342
-1312	cds	cyt	frac.tc_num1	0.00149412315080893
-1311	cds	cyt	frac.tc_num1	0.00135788988522783
-1310	cds	cyt	frac.tc_num1	0.000797237119951397
-1309	cds	cyt	frac.tc_num1	0
-1308	cds	cyt	frac.tc_num1	0
-1307	cds	cyt	frac.tc_num1	0.00130682040102337
-1306	cds	cyt	frac.tc_num1	0.00202851411846637
-1305	cds	cyt	frac.tc_num1	0.00239833609232091
-1304	cds	cyt	frac.tc_num1	0.000711053652230123
-1303	cds	cyt	frac.tc_num1	0
-1302	cds	cyt	frac.tc_num1	0.000360985567999177
-1301	cds	cyt	frac.tc_num1	0.00142413278763051
-1300	cds	cyt	frac.tc_num1	0.000280760939038086
-1299	cds	cyt	frac.tc_num1	0
-1298	cds	cyt	frac.tc_num1	0.00134408602150538
-1297	cds	cyt	frac.tc_num1	1.2108883076625e-05
-1296	cds	cyt	frac.tc_num1	0.00131211523908118
-1295	cds	cyt	frac.tc_num1	0.00108647877434088
-1294	cds	cyt	frac.tc_num1	0
-1293	cds	cyt	frac.tc_num1	0.00146600196607798
-1292	cds	cyt	frac.tc_num1	0.000953481420327222
-1291	cds	cyt	frac.tc_num1	0.00150941314788421
-1290	cds	cyt	frac.tc_num1	0.0026603651922173
-1289	cds	cyt	frac.tc_num1	0.00215898791900649
-1288	cds	cyt	frac.tc_num1	0.000730564218560946
-1287	cds	cyt	frac.tc_num1	0.00117994100294985
-1286	cds	cyt	frac.tc_num1	0.000373654700190834
-1285	cds	cyt	frac.tc_num1	0.00260783196607625
-1284	cds	cyt	frac.tc_num1	0.00091351787350954
-1283	cds	cyt	frac.tc_num1	0.00167289787568736
-1282	cds	cyt	frac.tc_num1	9.23877181043754e-05
-1281	cds	cyt	frac.tc_num1	0.00233819627282149
-1280	cds	cyt	frac.tc_num1	0.000894198361962505
-1279	cds	cyt	frac.tc_num1	0.0010943124165216
-1278	cds	cyt	frac.tc_num1	0.00035268431982908
-1277	cds	cyt	frac.tc_num1	0.00120611430676625
-1276	cds	cyt	frac.tc_num1	0.000641287054676483
-1275	cds	cyt	frac.tc_num1	0.00031041440322831
-1274	cds	cyt	frac.tc_num1	0.00341052299476252
-1273	cds	cyt	frac.tc_num1	0.000899050888798968
-1272	cds	cyt	frac.tc_num1	0.000248815341879707
-1271	cds	cyt	frac.tc_num1	0.00146297646693506
-1270	cds	cyt	frac.tc_num1	0.000986053885229087
-1269	cds	cyt	frac.tc_num1	0.00183812407746488
-1268	cds	cyt	frac.tc_num1	0.00145679489901832
-1267	cds	cyt	frac.tc_num1	0.000242031748801478
-1266	cds	cyt	frac.tc_num1	0.00109653617544579
-1265	cds	cyt	frac.tc_num1	0.000452969107318087
-1264	cds	cyt	frac.tc_num1	0.000222320636784765
-1263	cds	cyt	frac.tc_num1	0
-1262	cds	cyt	frac.tc_num1	0.000916989409330377
-1261	cds	cyt	frac.tc_num1	0
-1260	cds	cyt	frac.tc_num1	0.000241405917156918
-1259	cds	cyt	frac.tc_num1	0.000282021555634791
-1258	cds	cyt	frac.tc_num1	0.00155969500638852
-1257	cds	cyt	frac.tc_num1	0.000435717602299546
-1256	cds	cyt	frac.tc_num1	0.00122448140769023
-1255	cds	cyt	frac.tc_num1	0.00340478858396329
-1254	cds	cyt	frac.tc_num1	0.00261850308221502
-1253	cds	cyt	frac.tc_num1	0.00104480907851152
-1252	cds	cyt	frac.tc_num1	0.00150416698079067
-1251	cds	cyt	frac.tc_num1	0.000229457268322534
-1250	cds	cyt	frac.tc_num1	0.00173552754948972
-1249	cds	cyt	frac.tc_num1	0.000684031430227224
-1248	cds	cyt	frac.tc_num1	0.000607575026403008
-1247	cds	cyt	frac.tc_num1	0.000606328053077513
-1246	cds	cyt	frac.tc_num1	0.000637383875119267
-1245	cds	cyt	frac.tc_num1	0.000908234463864088
-1244	cds	cyt	frac.tc_num1	0.000979509385592995
-1243	cds	cyt	frac.tc_num1	0.000327895755381226
-1242	cds	cyt	frac.tc_num1	5.23213001944239e-05
-1241	cds	cyt	frac.tc_num1	9.02882270072512e-05
-1240	cds	cyt	frac.tc_num1	0.000763200153471332
-1239	cds	cyt	frac.tc_num1	1.84229918938836e-05
-1238	cds	cyt	frac.tc_num1	0.0010683204850831
-1237	cds	cyt	frac.tc_num1	0.00104518983314776
-1236	cds	cyt	frac.tc_num1	0.00192243422199803
-1235	cds	cyt	frac.tc_num1	0.00233844917389221
-1234	cds	cyt	frac.tc_num1	0.000129827977929244
-1233	cds	cyt	frac.tc_num1	5.17057554862542e-05
-1232	cds	cyt	frac.tc_num1	0.00152173054658829
-1231	cds	cyt	frac.tc_num1	0.000592236894757903
-1230	cds	cyt	frac.tc_num1	0.000972020637498345
-1229	cds	cyt	frac.tc_num1	0.00141299577734665
-1228	cds	cyt	frac.tc_num1	0.00118815694186432
-1227	cds	cyt	frac.tc_num1	0.000515148013895197
-1226	cds	cyt	frac.tc_num1	0.000597270529357246
-1225	cds	cyt	frac.tc_num1	0.000977027719719987
-1224	cds	cyt	frac.tc_num1	0.000931799689096528
-1223	cds	cyt	frac.tc_num1	0.002500445386882
-1222	cds	cyt	frac.tc_num1	0.00181307308456795
-1221	cds	cyt	frac.tc_num1	0
-1220	cds	cyt	frac.tc_num1	0.00163896025021383
-1219	cds	cyt	frac.tc_num1	0.00117360924631711
-1218	cds	cyt	frac.tc_num1	0.000256624109835119
-1217	cds	cyt	frac.tc_num1	0.000804927443976544
-1216	cds	cyt	frac.tc_num1	0.000444815123714206
-1215	cds	cyt	frac.tc_num1	0.00296759567402262
-1214	cds	cyt	frac.tc_num1	0.000503653380248184
-1213	cds	cyt	frac.tc_num1	0.00116990627517357
-1212	cds	cyt	frac.tc_num1	0.00192535656116221
-1211	cds	cyt	frac.tc_num1	0.00179665896145177
-1210	cds	cyt	frac.tc_num1	0.00284792682913715
-1209	cds	cyt	frac.tc_num1	0.00136539024065837
-1208	cds	cyt	frac.tc_num1	0.00222863287680077
-1207	cds	cyt	frac.tc_num1	0.00179091016101983
-1206	cds	cyt	frac.tc_num1	0.00106768434929505
-1205	cds	cyt	frac.tc_num1	6.61611279877877e-05
-1204	cds	cyt	frac.tc_num1	0.00223032195359614
-1203	cds	cyt	frac.tc_num1	0.000377114384893656
-1202	cds	cyt	frac.tc_num1	0.00121688253385229
-1201	cds	cyt	frac.tc_num1	0.00249102934509865
-1200	cds	cyt	frac.tc_num1	0.000902658702301316
-1199	cds	cyt	frac.tc_num1	0.00208412144329248
-1198	cds	cyt	frac.tc_num1	0.000257237647344193
-1197	cds	cyt	frac.tc_num1	0.000380299357472185
-1196	cds	cyt	frac.tc_num1	3.65445923507106e-05
-1195	cds	cyt	frac.tc_num1	0
-1194	cds	cyt	frac.tc_num1	0.00334763310060246
-1193	cds	cyt	frac.tc_num1	0.000149276011344977
-1192	cds	cyt	frac.tc_num1	0.00127496977488808
-1191	cds	cyt	frac.tc_num1	0.000912513242423562
-1190	cds	cyt	frac.tc_num1	0.00100532376281771
-1189	cds	cyt	frac.tc_num1	0.00029486446946896
-1188	cds	cyt	frac.tc_num1	0.00153992532953285
-1187	cds	cyt	frac.tc_num1	0.00213806972668499
-1186	cds	cyt	frac.tc_num1	0.000517852275824475
-1185	cds	cyt	frac.tc_num1	0.000654089928936831
-1184	cds	cyt	frac.tc_num1	0.000497028609425359
-1183	cds	cyt	frac.tc_num1	0.00154834694409138
-1182	cds	cyt	frac.tc_num1	0.0008726014183293
-1181	cds	cyt	frac.tc_num1	0.00216341423310613
-1180	cds	cyt	frac.tc_num1	0.00160595596482154
-1179	cds	cyt	frac.tc_num1	0.000549178809113079
-1178	cds	cyt	frac.tc_num1	0.00172673909551165
-1177	cds	cyt	frac.tc_num1	0.000312481824248759
-1176	cds	cyt	frac.tc_num1	0.00110390846204342
-1175	cds	cyt	frac.tc_num1	0.00177694672594139
-1174	cds	cyt	frac.tc_num1	0.000215371038603218
-1173	cds	cyt	frac.tc_num1	0.000433502132744978
-1172	cds	cyt	frac.tc_num1	0.000763680090793505
-1171	cds	cyt	frac.tc_num1	0.000321641568004573
-1170	cds	cyt	frac.tc_num1	0.00173079908021473
-1169	cds	cyt	frac.tc_num1	0.00109358612913585
-1168	cds	cyt	frac.tc_num1	0.0018236698171854
-1167	cds	cyt	frac.tc_num1	0.000586109499352813
-1166	cds	cyt	frac.tc_num1	0.00141895678389061
-1165	cds	cyt	frac.tc_num1	0.000692239572307609
-1164	cds	cyt	frac.tc_num1	0.00136765888978278
-1163	cds	cyt	frac.tc_num1	0.00260522927598073
-1162	cds	cyt	frac.tc_num1	0.000386108465344659
-1161	cds	cyt	frac.tc_num1	0.00109888439685836
-1160	cds	cyt	frac.tc_num1	0.00140622826075817
-1159	cds	cyt	frac.tc_num1	0.000535660371126334
-1158	cds	cyt	frac.tc_num1	0.000200027994574844
-1157	cds	cyt	frac.tc_num1	0.000153014161229234
-1156	cds	cyt	frac.tc_num1	0.00106943725919155
-1155	cds	cyt	frac.tc_num1	0.00137804381317368
-1154	cds	cyt	frac.tc_num1	0.000899280575539568
-1153	cds	cyt	frac.tc_num1	0.000848642172523962
-1152	cds	cyt	frac.tc_num1	0.000638378321925262
-1151	cds	cyt	frac.tc_num1	0.000133014099494546
-1150	cds	cyt	frac.tc_num1	0.00164038932728533
-1149	cds	cyt	frac.tc_num1	0.00219289317174829
-1148	cds	cyt	frac.tc_num1	0.00121873089974663
-1147	cds	cyt	frac.tc_num1	0.00177553990639292
-1146	cds	cyt	frac.tc_num1	0.00113588750348591
-1145	cds	cyt	frac.tc_num1	0.00118061842148508
-1144	cds	cyt	frac.tc_num1	0.000265181649429859
-1143	cds	cyt	frac.tc_num1	0.00155723144159028
-1142	cds	cyt	frac.tc_num1	0.000914199707558943
-1141	cds	cyt	frac.tc_num1	0.00199906695329445
-1140	cds	cyt	frac.tc_num1	0.000831752261765201
-1139	cds	cyt	frac.tc_num1	0.000226260049943725
-1138	cds	cyt	frac.tc_num1	0.000547300087089423
-1137	cds	cyt	frac.tc_num1	0.00213537236061854
-1136	cds	cyt	frac.tc_num1	0.00193565144584022
-1135	cds	cyt	frac.tc_num1	0.000364703484768278
-1134	cds	cyt	frac.tc_num1	0.00204844918788991
-1133	cds	cyt	frac.tc_num1	0.00164307438238495
-1132	cds	cyt	frac.tc_num1	0.000806752903222049
-1131	cds	cyt	frac.tc_num1	0.00116614439783839
-1130	cds	cyt	frac.tc_num1	0.00165940536574305
-1129	cds	cyt	frac.tc_num1	0.00106029280927231
-1128	cds	cyt	frac.tc_num1	0.0020386507897458
-1127	cds	cyt	frac.tc_num1	0.00201632698704983
-1126	cds	cyt	frac.tc_num1	0.000313234142521535
-1125	cds	cyt	frac.tc_num1	0.000228185129722407
-1124	cds	cyt	frac.tc_num1	0.00168216280547857
-1123	cds	cyt	frac.tc_num1	0.00105759914648951
-1122	cds	cyt	frac.tc_num1	0.000453116252919715
-1121	cds	cyt	frac.tc_num1	0.000863729255185632
-1120	cds	cyt	frac.tc_num1	0.000260416666666667
-1119	cds	cyt	frac.tc_num1	0.000398606949496867
-1118	cds	cyt	frac.tc_num1	0.00127550160507812
-1117	cds	cyt	frac.tc_num1	0.000812023778493883
-1116	cds	cyt	frac.tc_num1	0.000262502835778902
-1115	cds	cyt	frac.tc_num1	0.00034913498310206
-1114	cds	cyt	frac.tc_num1	0.00116369278510473
-1113	cds	cyt	frac.tc_num1	0.00011039964672113
-1112	cds	cyt	frac.tc_num1	0.000455082263212464
-1111	cds	cyt	frac.tc_num1	0.00191565055135592
-1110	cds	cyt	frac.tc_num1	0.000868069056025677
-1109	cds	cyt	frac.tc_num1	0.00140268116278751
-1108	cds	cyt	frac.tc_num1	0.0013842707538215
-1107	cds	cyt	frac.tc_num1	0.00101859761257254
-1106	cds	cyt	frac.tc_num1	0.00211043719042596
-1105	cds	cyt	frac.tc_num1	0.000224263623416488
-1104	cds	cyt	frac.tc_num1	0.00117748676366923
-1103	cds	cyt	frac.tc_num1	0.00125495964761839
-1102	cds	cyt	frac.tc_num1	0.00031709741854204
-1101	cds	cyt	frac.tc_num1	0.000231860564079183
-1100	cds	cyt	frac.tc_num1	0.00091517338477912
-1099	cds	cyt	frac.tc_num1	0.000708739872782859
-1098	cds	cyt	frac.tc_num1	0.00103108565168778
-1097	cds	cyt	frac.tc_num1	0.00010603689279837
-1096	cds	cyt	frac.tc_num1	0.000626983662689396
-1095	cds	cyt	frac.tc_num1	0.00201912094459683
-1094	cds	cyt	frac.tc_num1	0.000688530391500689
-1093	cds	cyt	frac.tc_num1	0.00144999707071299
-1092	cds	cyt	frac.tc_num1	0.00110250648434407
-1091	cds	cyt	frac.tc_num1	0.000674872520658889
-1090	cds	cyt	frac.tc_num1	0.000121841285205233
-1089	cds	cyt	frac.tc_num1	0.00139048245082417
-1088	cds	cyt	frac.tc_num1	0.00127250724182356
-1087	cds	cyt	frac.tc_num1	0.0017117148403707
-1086	cds	cyt	frac.tc_num1	2.6143107369742e-05
-1085	cds	cyt	frac.tc_num1	0.000758150113722517
-1084	cds	cyt	frac.tc_num1	0.00176014190129426
-1083	cds	cyt	frac.tc_num1	0.000397851671366371
-1082	cds	cyt	frac.tc_num1	0.000981873111782477
-1081	cds	cyt	frac.tc_num1	0.00109335578017972
-1080	cds	cyt	frac.tc_num1	0.00170298021537691
-1079	cds	cyt	frac.tc_num1	0.00254811035294697
-1078	cds	cyt	frac.tc_num1	0.000610920476308024
-1077	cds	cyt	frac.tc_num1	0.000343835958989747
-1076	cds	cyt	frac.tc_num1	0.0010377454410318
-1075	cds	cyt	frac.tc_num1	0.000643854982431784
-1074	cds	cyt	frac.tc_num1	0.00116663934791421
-1073	cds	cyt	frac.tc_num1	0.00044130702875034
-1072	cds	cyt	frac.tc_num1	0.00145086011479944
-1071	cds	cyt	frac.tc_num1	0.00104128208288961
-1070	cds	cyt	frac.tc_num1	0.00149982972102015
-1069	cds	cyt	frac.tc_num1	0.000393599298383094
-1068	cds	cyt	frac.tc_num1	0.00190704893006898
-1067	cds	cyt	frac.tc_num1	0.00128769013699646
-1066	cds	cyt	frac.tc_num1	0.00152751343561171
-1065	cds	cyt	frac.tc_num1	0.00114885774369218
-1064	cds	cyt	frac.tc_num1	0.000983458801133928
-1063	cds	cyt	frac.tc_num1	0.000997266612032515
-1062	cds	cyt	frac.tc_num1	0.000115756941304887
-1061	cds	cyt	frac.tc_num1	0.000370603423785157
-1060	cds	cyt	frac.tc_num1	0.0017037669789827
-1059	cds	cyt	frac.tc_num1	0.00157940557484501
-1058	cds	cyt	frac.tc_num1	0.000529268349919338
-1057	cds	cyt	frac.tc_num1	0.000664604166945271
-1056	cds	cyt	frac.tc_num1	0.00121075014141851
-1055	cds	cyt	frac.tc_num1	0.000449346505466386
-1054	cds	cyt	frac.tc_num1	0.000859825579018805
-1053	cds	cyt	frac.tc_num1	0.00132373765853435
-1052	cds	cyt	frac.tc_num1	0.00126774665007718
-1051	cds	cyt	frac.tc_num1	0.00116354036706382
-1050	cds	cyt	frac.tc_num1	0
-1049	cds	cyt	frac.tc_num1	0.00155678937480533
-1048	cds	cyt	frac.tc_num1	0.000183175819207733
-1047	cds	cyt	frac.tc_num1	0.00149955233165498
-1046	cds	cyt	frac.tc_num1	0.000829052430793996
-1045	cds	cyt	frac.tc_num1	0.000492078486769166
-1044	cds	cyt	frac.tc_num1	0.000809278785578513
-1043	cds	cyt	frac.tc_num1	0.00177752000610298
-1042	cds	cyt	frac.tc_num1	0.00143217888444363
-1041	cds	cyt	frac.tc_num1	0.000981679814358338
-1040	cds	cyt	frac.tc_num1	0.00159331181611838
-1039	cds	cyt	frac.tc_num1	0.000971244174591213
-1038	cds	cyt	frac.tc_num1	0.00148478291444393
-1037	cds	cyt	frac.tc_num1	0.00177945583034324
-1036	cds	cyt	frac.tc_num1	0.000952564431886292
-1035	cds	cyt	frac.tc_num1	0.000242761046434274
-1034	cds	cyt	frac.tc_num1	0.00143620659762611
-1033	cds	cyt	frac.tc_num1	0
-1032	cds	cyt	frac.tc_num1	0.00104651500581956
-1031	cds	cyt	frac.tc_num1	0.00113119769844862
-1030	cds	cyt	frac.tc_num1	0.000929773643391243
-1029	cds	cyt	frac.tc_num1	0.00165391421943832
-1028	cds	cyt	frac.tc_num1	0.0010250142218974
-1027	cds	cyt	frac.tc_num1	0.00168949556846399
-1026	cds	cyt	frac.tc_num1	0.000520599793894824
-1025	cds	cyt	frac.tc_num1	0.00169239320351127
-1024	cds	cyt	frac.tc_num1	0.000938547319402421
-1023	cds	cyt	frac.tc_num1	0.000527537663323388
-1022	cds	cyt	frac.tc_num1	0.00038811204205885
-1021	cds	cyt	frac.tc_num1	4.42660784378723e-05
-1020	cds	cyt	frac.tc_num1	0.00167299643034799
-1019	cds	cyt	frac.tc_num1	0.000987663603850701
-1018	cds	cyt	frac.tc_num1	0.000704088553341481
-1017	cds	cyt	frac.tc_num1	0.000139346112080769
