transcript	region	loc	hval
ENST00000216194.7	cds_bck	cytosolic_bck	1.26577840112202
ENST00000216214.3	cds_bck	cytosolic_bck	1.04688995215311
ENST00000216218.3	cds_bck	cytosolic_bck	1.43478260869565
ENST00000216225.8	cds_bck	cytosolic_bck	1.34228187919463
ENST00000216237.5	cds_bck	cytosolic_bck	1.14935375777884
ENST00000216252.3	cds_bck	cytosolic_bck	0.986842105263158
ENST00000216254.4	cds_bck	cytosolic_bck	0.993949870354365
ENST00000216259.7	cds_bck	cytosolic_bck	1.18815789473684
ENST00000216264.8	cds_bck	cytosolic_bck	0.851735015772871
ENST00000216268.5	cds_bck	cytosolic_bck	1.05620877545168
ENST00000216277.8	cds_bck	cytosolic_bck	1.45224083295609
ENST00000216281.8	cds_bck	cytosolic_bck	1.40552995391705
ENST00000216288.7	cds_bck	cytosolic_bck	1.65451964032182
ENST00000216297.2	cds_bck	cytosolic_bck	1.353772070626
ENST00000216367.5	cds_bck	cytosolic_bck	1.51961414790997
ENST00000216410.3	cds_bck	cytosolic_bck	1.67490494296578
ENST00000216442.7	cds_bck	cytosolic_bck	1.43496503496503
ENST00000216455.4	cds_bck	cytosolic_bck	1.84844384303112
ENST00000216456.6	cds_bck	cytosolic_bck	0.679245283018868
ENST00000216465.5	cds_bck	cytosolic_bck	1.02893890675241
ENST00000216468.7	cds_bck	cytosolic_bck	1.33087460484721
ENST00000216479.3	cds_bck	cytosolic_bck	1.78036437246964
ENST00000216554.3	cds_bck	cytosolic_bck	1.40647198105762
ENST00000216605.8	cds_bck	cytosolic_bck	1.34688736955739
ENST00000216639.3	cds_bck	cytosolic_bck	1.45438898450947
ENST00000216714.3	cds_bck	cytosolic_bck	0.901939655172414
ENST00000216727.4	cds_bck	cytosolic_bck	1.11995515695067
ENST00000216756.6	cds_bck	cytosolic_bck	1.01803278688525
ENST00000216774.6	cds_bck	cytosolic_bck	1.67160161507402
ENST00000216780.4	cds_bck	cytosolic_bck	0.955121436114044
ENST00000216797.5	cds_bck	cytosolic_bck	0.963243243243243
ENST00000216799.4	cds_bck	cytosolic_bck	0.804347826086957
ENST00000216807.7	cds_bck	cytosolic_bck	1.51961823966066
ENST00000216832.4	cds_bck	cytosolic_bck	2.38258823529412
ENST00000216840.6	cds_bck	cytosolic_bck	0.994626865671642
ENST00000216951.2	cds_bck	cytosolic_bck	1.00501432664756
ENST00000216962.4	cds_bck	cytosolic_bck	0.981622053535757
ENST00000217026.4	cds_bck	cytosolic_bck	1.1976856316297
ENST00000217109.4	cds_bck	cytosolic_bck	1.03630623520126
ENST00000217182.3	cds_bck	cytosolic_bck	0.994130594277329
ENST00000217233.3	cds_bck	cytosolic_bck	0.675572519083969
ENST00000217402.2	cds_bck	cytosolic_bck	1.21207430340557
ENST00000217426.2	cds_bck	cytosolic_bck	1.05984251968504
ENST00000217429.4	cds_bck	cytosolic_bck	1.14458493677845
ENST00000217455.4	cds_bck	cytosolic_bck	0.917293233082707
ENST00000217652.3	cds_bck	cytosolic_bck	1.45585215605749
ENST00000217893.5	cds_bck	cytosolic_bck	1.55613577023499
ENST00000217901.5	cds_bck	cytosolic_bck	0.922810060711188
ENST00000217958.3	cds_bck	cytosolic_bck	1.33128834355828
ENST00000218200.8	cds_bck	cytosolic_bck	1.73436635307139
ENST00000218340.3	cds_bck	cytosolic_bck	1.4609375
ENST00000218364.4	cds_bck	cytosolic_bck	1.66502903081733
ENST00000219066.1	cds_bck	cytosolic_bck	0.884615384615385
ENST00000219091.4	cds_bck	cytosolic_bck	0.841687041564792
ENST00000219097.2	cds_bck	cytosolic_bck	1.66438356164384
ENST00000219139.3	cds_bck	cytosolic_bck	1.57983870967742
ENST00000219169.4	cds_bck	cytosolic_bck	0.985915492957746
ENST00000219172.3	cds_bck	cytosolic_bck	1.43693421846711
ENST00000219204.3	cds_bck	cytosolic_bck	1.44492440604752
ENST00000219252.5	cds_bck	cytosolic_bck	1.57446808510638
ENST00000219281.3	cds_bck	cytosolic_bck	1.15864759427828
ENST00000219313.4	cds_bck	cytosolic_bck	1.3446088794926
ENST00000219400.3	cds_bck	cytosolic_bck	1.02369668246445
ENST00000219409.3	cds_bck	cytosolic_bck	1.12326656394453
ENST00000219439.4	cds_bck	cytosolic_bck	1.09439834024896
ENST00000219473.7	cds_bck	cytosolic_bck	1.38471283783784
ENST00000219479.2	cds_bck	cytosolic_bck	0.605607476635514
ENST00000219481.5	cds_bck	cytosolic_bck	0.675294117647059
ENST00000219548.4	cds_bck	cytosolic_bck	0.731596828992072
ENST00000219611.2	cds_bck	cytosolic_bck	0.645111386138614
ENST00000219797.4	cds_bck	cytosolic_bck	1.40059347181009
ENST00000219837.7	cds_bck	cytosolic_bck	1.52077151335312
ENST00000220058.4	cds_bck	cytosolic_bck	1.2874671340929
ENST00000220325.4	cds_bck	cytosolic_bck	0.824671258609894
ENST00000220429.8	cds_bck	cytosolic_bck	1.81363244176014
ENST00000220496.4	cds_bck	cytosolic_bck	1.16930022573363
ENST00000220514.3	cds_bck	cytosolic_bck	1.62027231467474
ENST00000220531.3	cds_bck	cytosolic_bck	1.67142857142857
ENST00000220584.4	cds_bck	cytosolic_bck	1.50612244897959
ENST00000220592.5	cds_bck	cytosolic_bck	1.01607212857703
ENST00000220669.5	cds_bck	cytosolic_bck	1.16580976863753
ENST00000220751.4	cds_bck	cytosolic_bck	1.40589711417817
ENST00000220849.5	cds_bck	cytosolic_bck	1.44690603514133
ENST00000220853.3	cds_bck	cytosolic_bck	1.71791907514451
ENST00000220913.5	cds_bck	cytosolic_bck	1.3841961852861
ENST00000220966.6	cds_bck	cytosolic_bck	0.665865384615385
ENST00000221114.3	cds_bck	cytosolic_bck	1.35845588235294
ENST00000221138.4	cds_bck	cytosolic_bck	1.22863485016648
ENST00000221200.4	cds_bck	cytosolic_bck	1.32252410166521
ENST00000221232.5	cds_bck	cytosolic_bck	1.30676220331393
ENST00000221233.4	cds_bck	cytosolic_bck	0.596465390279823
ENST00000221265.3	cds_bck	cytosolic_bck	1.73580089342693
ENST00000221283.5	cds_bck	cytosolic_bck	0.954934398174558
ENST00000221413.6	cds_bck	cytosolic_bck	0.973368841544607
ENST00000221431.6	cds_bck	cytosolic_bck	0.992801047120419
ENST00000221455.3	cds_bck	cytosolic_bck	0.824148296593186
ENST00000221486.4	cds_bck	cytosolic_bck	0.795637198622273
ENST00000221494.5	cds_bck	cytosolic_bck	0.691800878477306
ENST00000221566.2	cds_bck	cytosolic_bck	0.863088718510405
ENST00000221801.3	cds_bck	cytosolic_bck	0.949839914621131
ENST00000221856.6	cds_bck	cytosolic_bck	1.08686730506156
ENST00000221859.4	cds_bck	cytosolic_bck	0.710601719197708
ENST00000221957.4	cds_bck	cytosolic_bck	0.74294670846395
ENST00000221975.2	cds_bck	cytosolic_bck	0.764705882352941
ENST00000222005.2	cds_bck	cytosolic_bck	1.02797833935018
ENST00000222214.5	cds_bck	cytosolic_bck	0.911490683229814
ENST00000222247.5	cds_bck	cytosolic_bck	1.39243027888446
ENST00000222254.8	cds_bck	cytosolic_bck	0.927247451343837
ENST00000222305.3	cds_bck	cytosolic_bck	0.777667984189723
ENST00000222307.4	cds_bck	cytosolic_bck	0.832669322709163
ENST00000222329.4	cds_bck	cytosolic_bck	1.00123609394314
ENST00000222330.3	cds_bck	cytosolic_bck	0.85523541813071
ENST00000222402.3	cds_bck	cytosolic_bck	1.02409638554217
ENST00000222547.3	cds_bck	cytosolic_bck	1.59146341463415
ENST00000222553.3	cds_bck	cytosolic_bck	1.860400829302
ENST00000222567.5	cds_bck	cytosolic_bck	1.59311740890688
ENST00000222673.5	cds_bck	cytosolic_bck	1.09497206703911
ENST00000222693.4	cds_bck	cytosolic_bck	0.78695652173913
ENST00000222753.4	cds_bck	cytosolic_bck	0.504393673110721
ENST00000222800.3	cds_bck	cytosolic_bck	0.793253536452666
ENST00000223023.4	cds_bck	cytosolic_bck	1.23908663532572
ENST00000223029.3	cds_bck	cytosolic_bck	1.06531049250535
ENST00000223136.4	cds_bck	cytosolic_bck	0.906976744186046
ENST00000223273.2	cds_bck	cytosolic_bck	2.23619631901841
ENST00000223321.4	cds_bck	cytosolic_bck	1.44378698224852
ENST00000223336.6	cds_bck	cytosolic_bck	1.25728155339806
ENST00000223369.2	cds_bck	cytosolic_bck	1.56866197183099
ENST00000223500.8	cds_bck	cytosolic_bck	1.90649762282092
ENST00000223641.4	cds_bck	cytosolic_bck	1.38549618320611
ENST00000223864.2	cds_bck	cytosolic_bck	1.20963855421687
ENST00000223951.6	cds_bck	cytosolic_bck	1.06521739130435
ENST00000224073.1	cds_bck	cytosolic_bck	0.58133971291866
ENST00000224237.5	cds_bck	cytosolic_bck	0.833819241982507
ENST00000224807.5	cds_bck	cytosolic_bck	0.9072708113804
ENST00000224949.4	cds_bck	cytosolic_bck	1.11150729335494
ENST00000224950.3	cds_bck	cytosolic_bck	1.67810760667904
ENST00000225171.2	cds_bck	cytosolic_bck	1.10739436619718
ENST00000225174.3	cds_bck	cytosolic_bck	0.626890756302521
ENST00000225296.3	cds_bck	cytosolic_bck	1.20668257756563
ENST00000225298.7	cds_bck	cytosolic_bck	1.3952496954933
ENST00000225308.8	cds_bck	cytosolic_bck	0.552093476144109
ENST00000225394.3	cds_bck	cytosolic_bck	0.97075764288879
ENST00000225402.5	cds_bck	cytosolic_bck	1.73035066505441
ENST00000225410.4	cds_bck	cytosolic_bck	1.38952164009112
ENST00000225426.4	cds_bck	cytosolic_bck	1.10016977928693
ENST00000225430.4	cds_bck	cytosolic_bck	1.0729537366548
ENST00000225504.3	cds_bck	cytosolic_bck	1.49538461538462
ENST00000225525.3	cds_bck	cytosolic_bck	0.823699421965318
ENST00000225573.4	cds_bck	cytosolic_bck	1.41215323645971
ENST00000225577.4	cds_bck	cytosolic_bck	1.41316978695933
ENST00000225603.4	cds_bck	cytosolic_bck	1.7069943289225
ENST00000225648.3	cds_bck	cytosolic_bck	0.732198142414861
ENST00000225655.5	cds_bck	cytosolic_bck	0.50761421319797
ENST00000225665.7	cds_bck	cytosolic_bck	0.784934497816594
ENST00000225724.5	cds_bck	cytosolic_bck	1.46823204419889
ENST00000225728.3	cds_bck	cytosolic_bck	1.32425068119891
ENST00000225729.3	cds_bck	cytosolic_bck	1.24296435272045
ENST00000225737.6	cds_bck	cytosolic_bck	1.51530612244898
ENST00000225792.5	cds_bck	cytosolic_bck	1.47411894273128
ENST00000225916.5	cds_bck	cytosolic_bck	0.94728370221328
ENST00000225969.4	cds_bck	cytosolic_bck	0.830143540669856
ENST00000225972.7	cds_bck	cytosolic_bck	1.09162011173184
ENST00000226004.3	cds_bck	cytosolic_bck	0.809073724007561
ENST00000226225.2	cds_bck	cytosolic_bck	0.780911062906725
ENST00000226798.4	cds_bck	cytosolic_bck	1.51604278074866
ENST00000227135.2	cds_bck	cytosolic_bck	1.5807962529274
ENST00000227322.3	cds_bck	cytosolic_bck	1.33752775721688
ENST00000227378.3	cds_bck	cytosolic_bck	1.2510460251046
ENST00000227507.2	cds_bck	cytosolic_bck	0.816065192083818
ENST00000227520.5	cds_bck	cytosolic_bck	0.99146110056926
ENST00000227524.4	cds_bck	cytosolic_bck	1.00067294751009
ENST00000227618.4	cds_bck	cytosolic_bck	1.10979228486647
ENST00000227758.2	cds_bck	cytosolic_bck	1.41794310722101
ENST00000227868.4	cds_bck	cytosolic_bck	1.42315504400812
ENST00000228251.4	cds_bck	cytosolic_bck	0.955963302752294
ENST00000228284.3	cds_bck	cytosolic_bck	1.41914076143905
ENST00000228425.6	cds_bck	cytosolic_bck	1.70291067246571
ENST00000228437.5	cds_bck	cytosolic_bck	1.19941102229701
ENST00000228495.6	cds_bck	cytosolic_bck	0.91894852135816
ENST00000228510.3	cds_bck	cytosolic_bck	0.891566265060241
ENST00000228515.1	cds_bck	cytosolic_bck	1.07548346849657
ENST00000228740.2	cds_bck	cytosolic_bck	1.22634200332042
ENST00000228799.2	cds_bck	cytosolic_bck	0.908745247148289
ENST00000228825.7	cds_bck	cytosolic_bck	1.22244094488189
ENST00000228827.3	cds_bck	cytosolic_bck	1.5363196125908
ENST00000228862.2	cds_bck	cytosolic_bck	1.04773996952768
ENST00000228865.2	cds_bck	cytosolic_bck	1.37425149700599
ENST00000228872.4	cds_bck	cytosolic_bck	0.859154929577465
ENST00000228922.7	cds_bck	cytosolic_bck	0.580078125
ENST00000229179.4	cds_bck	cytosolic_bck	1.74608948708621
ENST00000229214.4	cds_bck	cytosolic_bck	1.3822739480752
ENST00000229238.3	cds_bck	cytosolic_bck	0.955307262569832
ENST00000229251.3	cds_bck	cytosolic_bck	1.41551939924906
ENST00000229277.1	cds_bck	cytosolic_bck	1.20141065830721
ENST00000229281.5	cds_bck	cytosolic_bck	1.30397727272727
ENST00000229328.5	cds_bck	cytosolic_bck	1.23341836734694
ENST00000229329.2	cds_bck	cytosolic_bck	1.47884012539185
ENST00000229340.5	cds_bck	cytosolic_bck	1.11438474870017
ENST00000229390.3	cds_bck	cytosolic_bck	0.847723704866562
ENST00000229395.3	cds_bck	cytosolic_bck	1.63301500682128
ENST00000229416.6	cds_bck	cytosolic_bck	1.75596816976127
ENST00000229570.5	cds_bck	cytosolic_bck	0.973584905660377
ENST00000229595.5	cds_bck	cytosolic_bck	1.77474402730375
ENST00000229633.5	cds_bck	cytosolic_bck	1.08076923076923
ENST00000229758.3	cds_bck	cytosolic_bck	1.60760456273764
ENST00000229769.2	cds_bck	cytosolic_bck	1.04108723135272
ENST00000229794.4	cds_bck	cytosolic_bck	1.27134724857685
ENST00000229854.7	cds_bck	cytosolic_bck	1.23644703919933
ENST00000229866.6	cds_bck	cytosolic_bck	0.738805970149254
ENST00000230048.4	cds_bck	cytosolic_bck	1.75380710659898
ENST00000230050.3	cds_bck	cytosolic_bck	1.4972972972973
ENST00000230085.8	cds_bck	cytosolic_bck	1.49130434782609
ENST00000230122.3	cds_bck	cytosolic_bck	1.1636803874092
ENST00000230124.3	cds_bck	cytosolic_bck	1.51020408163265
ENST00000230340.4	cds_bck	cytosolic_bck	1.09260700389105
ENST00000230431.6	cds_bck	cytosolic_bck	0.762096774193548
ENST00000230449.4	cds_bck	cytosolic_bck	1.61252731245448
ENST00000230459.4	cds_bck	cytosolic_bck	1.11210762331839
ENST00000230640.5	cds_bck	cytosolic_bck	1.66741935483871
ENST00000230771.3	cds_bck	cytosolic_bck	1.36595174262735
ENST00000230792.2	cds_bck	cytosolic_bck	1.74926470588235
ENST00000230859.6	cds_bck	cytosolic_bck	1.190625
ENST00000230895.6	cds_bck	cytosolic_bck	0.4
ENST00000230901.5	cds_bck	cytosolic_bck	1.58825610187478
ENST00000231198.7	cds_bck	cytosolic_bck	1.54493087557604
ENST00000231238.5	cds_bck	cytosolic_bck	1.69882352941176
ENST00000231498.3	cds_bck	cytosolic_bck	1.73233662888835
ENST00000231572.3	cds_bck	cytosolic_bck	1.56294779938588
ENST00000231790.2	cds_bck	cytosolic_bck	1.71275646743979
ENST00000231948.4	cds_bck	cytosolic_bck	1.61538461538462
ENST00000232125.5	cds_bck	cytosolic_bck	1.1551724137931
ENST00000232219.2	cds_bck	cytosolic_bck	1.6212389380531
ENST00000232424.3	cds_bck	cytosolic_bck	0.928746928746929
ENST00000232458.5	cds_bck	cytosolic_bck	1.67479984750286
ENST00000232496.4	cds_bck	cytosolic_bck	0.838815789473684
ENST00000232501.3	cds_bck	cytosolic_bck	0.949730700179533
ENST00000232564.3	cds_bck	cytosolic_bck	1.40241448692153
ENST00000232607.2	cds_bck	cytosolic_bck	1.78076379066478
ENST00000232766.5	cds_bck	cytosolic_bck	1.05070754716981
ENST00000232888.6	cds_bck	cytosolic_bck	0.654038598999285
ENST00000232905.3	cds_bck	cytosolic_bck	0.87220447284345
ENST00000233027.5	cds_bck	cytosolic_bck	1.52462955546656
ENST00000233055.4	cds_bck	cytosolic_bck	0.964285714285714
ENST00000233057.4	cds_bck	cytosolic_bck	1.73939766441303
ENST00000233078.4	cds_bck	cytosolic_bck	0.990794979079498
ENST00000233084.3	cds_bck	cytosolic_bck	1.45989061075661
ENST00000233114.8	cds_bck	cytosolic_bck	1.01331967213115
ENST00000233121.2	cds_bck	cytosolic_bck	1.36842105263158
ENST00000233143.4	cds_bck	cytosolic_bck	0.745283018867924
ENST00000233146.2	cds_bck	cytosolic_bck	1.65129682997118
ENST00000233154.4	cds_bck	cytosolic_bck	0.868940754039497
ENST00000233331.7	cds_bck	cytosolic_bck	0.791746641074856
ENST00000233468.4	cds_bck	cytosolic_bck	0.888252148997135
ENST00000233575.2	cds_bck	cytosolic_bck	1.67341040462428
ENST00000233615.2	cds_bck	cytosolic_bck	0.911651728553137
ENST00000233627.9	cds_bck	cytosolic_bck	0.561174551386623
ENST00000233741.4	cds_bck	cytosolic_bck	2.08826205641492
ENST00000233893.5	cds_bck	cytosolic_bck	2.98928571428571
ENST00000234040.4	cds_bck	cytosolic_bck	1.02028911995942
ENST00000234111.4	cds_bck	cytosolic_bck	1.28518791451732
ENST00000234170.5	cds_bck	cytosolic_bck	1.77519132653061
ENST00000234179.2	cds_bck	cytosolic_bck	1.54273827534039
ENST00000234198.4	cds_bck	cytosolic_bck	0.801670146137787
ENST00000234296.2	cds_bck	cytosolic_bck	1.71554252199413
ENST00000234301.2	cds_bck	cytosolic_bck	0.977848101265823
ENST00000234310.3	cds_bck	cytosolic_bck	2.60330578512397
ENST00000234454.5	cds_bck	cytosolic_bck	0.606340819022457
ENST00000234590.4	cds_bck	cytosolic_bck	1.24216300940439
ENST00000234626.6	cds_bck	cytosolic_bck	1.69752358490566
ENST00000234677.2	cds_bck	cytosolic_bck	1.55870712401055
ENST00000234875.4	cds_bck	cytosolic_bck	1.43296089385475
ENST00000235090.5	cds_bck	cytosolic_bck	1.842
ENST00000235329.5	cds_bck	cytosolic_bck	1.39109131403118
ENST00000235332.4	cds_bck	cytosolic_bck	0.793497363796134
ENST00000235521.4	cds_bck	cytosolic_bck	1.22960151802657
ENST00000235835.3	cds_bck	cytosolic_bck	0.732635585156993
ENST00000236051.2	cds_bck	cytosolic_bck	1.02130044843049
ENST00000236273.4	cds_bck	cytosolic_bck	1.35277382645804
ENST00000236959.9	cds_bck	cytosolic_bck	1.44971428571429
ENST00000236980.6	cds_bck	cytosolic_bck	1.70674904942966
ENST00000237283.8	cds_bck	cytosolic_bck	1.03656307129799
ENST00000237500.5	cds_bck	cytosolic_bck	1.17142857142857
ENST00000237654.4	cds_bck	cytosolic_bck	1.42533936651584
ENST00000237822.3	cds_bck	cytosolic_bck	1.05268703898841
ENST00000237853.4	cds_bck	cytosolic_bck	1.18954593453009
ENST00000237889.4	cds_bck	cytosolic_bck	1.49626865671642
ENST00000238081.3	cds_bck	cytosolic_bck	1.23554301833568
ENST00000238112.3	cds_bck	cytosolic_bck	1.41559723593287
ENST00000238146.4	cds_bck	cytosolic_bck	1.15783540022548
ENST00000238156.3	cds_bck	cytosolic_bck	0.937952430196484
ENST00000238497.5	cds_bck	cytosolic_bck	1.42036753445636
ENST00000238609.3	cds_bck	cytosolic_bck	1.11263736263736
ENST00000238616.5	cds_bck	cytosolic_bck	1.26794915836482
ENST00000238618.3	cds_bck	cytosolic_bck	1.29151291512915
ENST00000238651.5	cds_bck	cytosolic_bck	0.72733661278988
ENST00000238738.4	cds_bck	cytosolic_bck	1.00848896434635
ENST00000238875.5	cds_bck	cytosolic_bck	1.23877551020408
ENST00000238892.3	cds_bck	cytosolic_bck	1.26714801444043
ENST00000239007.7	cds_bck	cytosolic_bck	1.53343465045593
ENST00000239165.7	cds_bck	cytosolic_bck	0.5408
ENST00000239223.3	cds_bck	cytosolic_bck	0.749767441860465
