gene_id	Symbol	gene_biotype	tc_CDS_norm_cat	target_loc	mean_memb_4h
ENSG00000119787.9	ATL2	protein_coding	nontarget	nontarget	-0.0419943889751142
ENSG00000105726.12	ATP13A1	protein_coding	tc>1.04 & tc<65.26	mem_target	0.439659469016269
ENSG00000163399.11	ATP1A1	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.0547728127805685
ENSG00000069849.6	ATP1B3	protein_coding	tc>1.04 & tc<65.26	mem_target	0.0001837576754119
ENSG00000174437.12	ATP2A2	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.267490211425581
ENSG00000152234.11	ATP5A1	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.0748141472027628
ENSG00000110955.4	ATP5B	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0264315231264576
ENSG00000165629.15	ATP5C1	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0719619380794702
ENSG00000099624.3	ATP5D	protein_coding	nontarget	cyto_target	0.037005556949199
ENSG00000116459.6	ATP5F1	protein_coding	tc<0.27	cyto_target	-0.0924880133297857
ENSG00000167863.7	ATP5H	protein_coding	tc<0.27	cyto_target	0.187847813445629
ENSG00000154723.8	ATP5J	protein_coding	tc<0.27	cyto_target	0.132334052436945
ENSG00000167283.3	ATP5L	protein_coding	nontarget	nontarget	0.0170205684525147
ENSG00000241837.2	ATP5O	protein_coding	tc<0.27	cyto_target	0.0822379345901009
ENSG00000071553.12	ATP6AP1	protein_coding	tc>1.04 & tc<65.26	mem_target	0.406962523046875
ENSG00000182220.9	ATP6AP2	protein_coding	tc>1.04 & tc<65.26	mem_target	0.142649398284391
ENSG00000033627.10	ATP6V0A1	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.0973157551792168
ENSG00000159720.7	ATP6V0D1	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0195248249231841
ENSG00000131100.8	ATP6V1E1	protein_coding	nontarget	cyto_target	0.921436298248412
ENSG00000128524.4	ATP6V1F	protein_coding	nontarget	cyto_target	0.322390961280899
ENSG00000136888.6	ATP6V1G1	protein_coding	nontarget	cyto_target	-0.0183670889599995
ENSG00000123472.8	ATPAF1	protein_coding	nontarget	nontarget	0.0672396996081691
ENSG00000168488.14	ATXN2L	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0318126777220134
ENSG00000115307.12	AUP1	protein_coding	tc>1.04 & tc<65.26	mem_target	0.17912113032149
ENSG00000087586.13	AURKA	protein_coding	nontarget	nontarget	0.0441866411567792
ENSG00000178999.8	AURKB	protein_coding	nontarget	cyto_target	-0.00275701798491148
ENSG00000112208.10	BAG2	protein_coding	nontarget	nontarget	0.224282451959222
ENSG00000006453.9	BAIAP2L1	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0531893874816601
ENSG00000198604.6	BAZ1A	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0870271721743806
ENSG00000185825.11	BCAP31	protein_coding	nontarget	nontarget	0.229246192652917
ENSG00000116752.5	BCAS2	protein_coding	tc<0.27	cyto_target	0.130174851210504
ENSG00000105552.10	BCAT2	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.207921242931161
ENSG00000248098.6	BCKDHA	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.14623399388706
ENSG00000083123.10	BCKDHB	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0993317203551427
ENSG00000183337.12	BCOR	protein_coding	tc<0.27	cyto_target	0.184362693647075
ENSG00000204256.8	BRD2	protein_coding	nontarget	nontarget	-0.0260028428200905
ENSG00000141867.13	BRD4	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.165181337170979
ENSG00000172270.14	BSG	protein_coding	tc>0.27 & tc<1.04	mem_target	0.283641774232876
ENSG00000145741.11	BTF3	protein_coding	tc<0.27	cyto_target	0.00464419166828212
ENSG00000154473.13	BUB3	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0552233508163703
ENSG00000112578.5	BYSL	protein_coding	tc<0.27	cyto_target	0.0584913342646235
ENSG00000082153.13	BZW1	protein_coding	nontarget	nontarget	-0.0553675687311995
ENSG00000136261.10	BZW2	protein_coding	nontarget	nontarget	0.220615329960644
ENSG00000087302.4	C14orf166	protein_coding	tc<0.27	cyto_target	0.0125998958014544
ENSG00000123144.6	C19orf43	protein_coding	nontarget	cyto_target	0.0272568825600346
ENSG00000104979.4	C19orf53	protein_coding	nontarget	cyto_target	-0.0301741406131131
ENSG00000108561.4	C1QBP	protein_coding	tc<0.27	cyto_target	0.0379385772488192
ENSG00000160221.12	C21orf33	protein_coding	tc<0.27	cyto_target	0.374379810121684
ENSG00000136819.10	C9orf78	protein_coding	nontarget	nontarget	-0.182332202608429
ENSG00000135932.6	CAB39	protein_coding	nontarget	nontarget	-0.313860187204627
ENSG00000116161.13	CACYBP	protein_coding	nontarget	cyto_target	0.0221636460851524
ENSG00000143933.12	CALM2	protein_coding	tc<0.27	cyto_target	-0.015821093716449
ENSG00000179218.9	CALR	protein_coding	tc>1.04 & tc<65.26	mem_target	0.0123105183008606
ENSG00000128595.12	CALU	protein_coding	nontarget	mem_target	-0.0766725181367511
ENSG00000111530.8	CAND1	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.144669579038908
ENSG00000127022.10	CANX	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.0237286154042777
ENSG00000126247.6	CAPNS1	protein_coding	tc<0.27	cyto_target	0.02733963772082
ENSG00000135387.15	CAPRIN1	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.0167289615101714
ENSG00000077549.13	CAPZB	protein_coding	tc<0.27	cyto_target	0.160569676769448
ENSG00000134905.12	CARS2	protein_coding	nontarget	nontarget	0.257171691729801
ENSG00000147044.16	CASK	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.01161812987539
ENSG00000121691.4	CAT	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.135945636290287
ENSG00000122565.14	CBX3	protein_coding	nontarget	cyto_target	0.217834527795155
ENSG00000060339.9	CCAR1	protein_coding	tc>1.04 & tc<65.26	cyto_target	-0.0721336192148535
ENSG00000158941.12	CCAR2	protein_coding	nontarget	nontarget	0.0384758483349331
ENSG00000007080.6	CCDC124	protein_coding	nontarget	nontarget	-0.0851184667742886
ENSG00000185298.8	CCDC137	protein_coding	nontarget	nontarget	-0.222268011907097
ENSG00000108588.9	CCDC47	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.121546291427136
ENSG00000160124.5	CCDC58	protein_coding	nontarget	nontarget	-0.00999388352371405
ENSG00000142039.3	CCDC97	protein_coding	nontarget	cyto_target	-0.0157299858925148
ENSG00000145386.5	CCNA2	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.057946909684497
ENSG00000134057.10	CCNB1	protein_coding	tc<0.27	cyto_target	0.0120759928220691
ENSG00000157456.3	CCNB2	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0355377810079775
ENSG00000166226.8	CCT2	protein_coding	tc<0.27	cyto_target	0.0152396937614319
ENSG00000163468.10	CCT3	protein_coding	tc<0.27	cyto_target	-0.0302116000339213
ENSG00000115484.10	CCT4	protein_coding	tc<0.27	cyto_target	-0.103160326365831
ENSG00000150753.7	CCT5	protein_coding	tc<0.27	cyto_target	-0.0555673870363904
ENSG00000146731.6	CCT6A	protein_coding	tc<0.27	cyto_target	-0.0350772775132992
ENSG00000135624.11	CCT7	protein_coding	tc<0.27	cyto_target	-0.00827540268972255
ENSG00000156261.8	CCT8	protein_coding	tc<0.27	cyto_target	-0.0604153534820834
ENSG00000103855.13	CD276	protein_coding	tc>1.04 & tc<65.26	mem_target	0.313430374678666
ENSG00000169217.4	CD2BP2	protein_coding	nontarget	nontarget	0.195458660029424
ENSG00000167775.6	CD320	protein_coding	tc>0.27 & tc<1.04	mem_target	0.249026317446447
ENSG00000110651.7	CD81	protein_coding	tc>1.04 & tc<65.26	mem_target	0.282165694582046
ENSG00000123146.15	CD97	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.0925145023563019
ENSG00000002586.13	CD99	protein_coding	nontarget	nontarget	0.567938353257131
ENSGR0000002586.13	CD99	protein_coding	nontarget	nontarget	0.567938353257131
ENSG00000151465.9	CDC123	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.103497548441411
ENSG00000117399.9	CDC20	protein_coding	tc<0.27	cyto_target	-0.0411708352353329
ENSG00000094880.6	CDC23	protein_coding	nontarget	nontarget	0.227111650209681
ENSG00000070831.11	CDC42	protein_coding	nontarget	cyto_target	-0.0259757070008924
ENSG00000096401.7	CDC5L	protein_coding	tc>1.04 & tc<65.26	cyto_target	-0.122025673132476
ENSG00000134371.9	CDC73	protein_coding	tc>1.04 & tc<65.26	cyto_target	-0.0557582425769268
ENSG00000103502.9	CDIPT	protein_coding	tc>1.04 & tc<65.26	mem_target	0.15963288978638
ENSG00000170312.11	CDK1	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.388949190874354
ENSG00000167258.9	CDK12	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0775473330081099
ENSG00000123374.6	CDK2	protein_coding	tc<0.27	cyto_target	0.328416697849782
ENSG00000111328.2	CDK2AP1	protein_coding	nontarget	nontarget	-0.17568652636925
ENSG00000101391.16	CDK5RAP1	protein_coding	nontarget	nontarget	-0.0951728099707783
ENSG00000108465.10	CDK5RAP3	protein_coding	nontarget	nontarget	0.130081291425202
ENSG00000147889.12	CDKN2A	protein_coding	nontarget	cyto_target	0.144039811805536
ENSG00000069998.8	CECR5	protein_coding	nontarget	nontarget	0.102819513832542
ENSG00000149187.13	CELF1	protein_coding	nontarget	cyto_target	-0.0875204800663786
ENSG00000048740.13	CELF2	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.119197732240125
ENSG00000117724.8	CENPF	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.0274322823673561
ENSG00000143702.11	CEP170	protein_coding	nontarget	cyto_target	0.10676606551767
ENSG00000134255.9	CEPT1	protein_coding	tc>1.04 & tc<65.26	mem_target	0.230942334652752
ENSG00000143418.15	CERS2	protein_coding	tc>1.04 & tc<65.26	mem_target	0.029016378861782
ENSG00000172292.10	CERS6	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.039061629412212
ENSG00000172757.8	CFL1	protein_coding	tc<0.27	cyto_target	0.0274347148327624
ENSG00000163320.6	CGGBP1	protein_coding	nontarget	cyto_target	0.147090250320265
ENSG00000159259.7	CHAF1B	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.308861270081155
ENSG00000198824.4	CHAMP1	protein_coding	nontarget	nontarget	0.127749437226443
ENSG00000106153.12	CHCHD2	protein_coding	tc<0.27	cyto_target	0.0896610945856833
ENSG00000111642.10	CHD4	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0811976315749615
ENSG00000100888.8	CHD8	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0153199760228708
ENSG00000177830.13	CHID1	protein_coding	tc>1.04 & tc<65.26	mem_target	0.0323100503159391
ENSG00000187446.7	CHP1	protein_coding	nontarget	cyto_target	-0.119256692182979
ENSG00000160679.8	CHTOP	protein_coding	nontarget	cyto_target	0.0314718988411996
ENSG00000099622.9	CIRBP	protein_coding	nontarget	cyto_target	0.30317150090164
ENSG00000122873.7	CISD1	protein_coding	nontarget	nontarget	0.0193021654283678
ENSG00000145354.5	CISD2	protein_coding	tc<0.27	mem_target	-0.0418181324791607
ENSG00000136108.10	CKAP2	protein_coding	nontarget	cyto_target	0.10550903089794
ENSG00000136026.9	CKAP4	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.373668216298317
ENSG00000175216.10	CKAP5	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.0521777609674401
ENSG00000166165.8	CKB	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.167501674712541
ENSG00000223572.5	CKMT1A	protein_coding	nontarget	cyto_target	-0.177021422360994
ENSG00000223572.5	CKMT1A	protein_coding	nontarget	cyto_target	-0.177021422360994
ENSG00000173207.8	CKS1B	protein_coding	nontarget	nontarget	-0.0434445590305329
ENSG00000123975.4	CKS2	protein_coding	nontarget	cyto_target	-0.0278791916388672
ENSG00000162129.8	CLPB	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.154085930901817
ENSG00000125656.4	CLPP	protein_coding	tc<0.27	cyto_target	0.0519534341450442
ENSG00000104853.11	CLPTM1	protein_coding	tc>1.04 & tc<65.26	mem_target	0.039527847520688
ENSG00000049656.9	CLPTM1L	protein_coding	tc>1.04 & tc<65.26	mem_target	0.669126866793329
ENSG00000166855.5	CLPX	protein_coding	nontarget	nontarget	-0.0129822072580331
ENSG00000141367.7	CLTC	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.12202580270605
ENSG00000111726.8	CMAS	protein_coding	tc<0.27	cyto_target	0.0916940003846311
ENSG00000168763.11	CNNM3	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.129471238652718
ENSG00000125107.12	CNOT1	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.10435259657111
ENSG00000173786.12	CNP	protein_coding	nontarget	nontarget	0.0663796711015563
ENSG00000257727.1	CNPY2	protein_coding	tc>0.27 & tc<1.04	mem_target	0.257882188393724
ENSG00000183978.7	COA3	protein_coding	nontarget	nontarget	-0.00590851757308678
ENSG00000181924.6	COA4	protein_coding	nontarget	cyto_target	0.164853544676727
ENSG00000168275.10	COA6	protein_coding	nontarget	nontarget	0.0126113769751552
ENSG00000068120.10	COASY	protein_coding	tc<0.27	cyto_target	0.130734194092937
ENSG00000100473.11	COCH	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.243229877080436
ENSG00000130309.6	COLGALT1	protein_coding	tc>1.04 & tc<65.26	mem_target	0.269718983567814
ENSG00000269897.1	COMMD3-BMI1	protein_coding	nontarget	nontarget	0.43079161583677
ENSG00000093010.7	COMT	protein_coding	tc>1.04 & tc<65.26	mem_target	0.158057465390929
ENSG00000122218.10	COPA	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0404708934697435
ENSG00000129083.8	COPB1	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0135050974479339
ENSG00000184432.5	COPB2	protein_coding	tc<0.27	cyto_target	-0.0111266261193545
ENSG00000105669.8	COPE	protein_coding	nontarget	nontarget	0.0505814106892803
ENSG00000181789.10	COPG1	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0214282857010706
ENSG00000158623.10	COPG2	protein_coding	nontarget	nontarget	-0.0680659023335314
ENSG00000111481.5	COPZ1	protein_coding	tc<0.27	cyto_target	-0.0224888310925845
ENSG00000132423.6	COQ3	protein_coding	nontarget	nontarget	0.0373834986084922
ENSG00000088682.9	COQ9	protein_coding	nontarget	nontarget	-0.321979721435073
ENSG00000014919.8	COX15	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.0724914971850027
ENSG00000138495.2	COX17	protein_coding	nontarget	nontarget	0.277445619496285
ENSG00000131143.4	COX4I1	protein_coding	tc<0.27	NA	0.142305867623265
ENSG00000178741.7	COX5A	protein_coding	nontarget	cyto_target	0.0757091755211576
ENSG00000135940.2	COX5B	protein_coding	tc<0.27	cyto_target	0.105425845479582
ENSG00000126267.4	COX6B1	protein_coding	nontarget	cyto_target	0.149087815608568
ENSG00000115944.10	COX7A2L	protein_coding	nontarget	cyto_target	0.149680634631229
ENSG00000108582.7	CPD	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.130774573888111
ENSG00000080819.2	CPOX	protein_coding	nontarget	nontarget	-0.0102498207226462
ENSG00000165934.8	CPSF2	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.0613695000777789
ENSG00000111605.12	CPSF6	protein_coding	tc>1.04 & tc<65.26	cyto_target	-0.280153439344578
ENSG00000149532.11	CPSF7	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0962861554149995
ENSG00000157184.5	CPT2	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.00383067648127683
ENSG00000106066.9	CPVL	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.100811382406686
ENSG00000143162.7	CREG1	protein_coding	tc<0.27	mem_target	-0.16371301032073
ENSG00000170275.10	CRTAP	protein_coding	tc>1.04 & tc<65.26	mem_target	0.196083807738202
ENSG00000116791.9	CRYZ	protein_coding	nontarget	cyto_target	-0.0243989531984957
ENSG00000062485.14	CS	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.000795707942798
ENSG00000009307.11	CSDE1	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0137242962459943
ENSG00000124207.12	CSE1L	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.100382558872775
ENSG00000113712.12	CSNK1A1	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.186069356466709
ENSG00000101266.12	CSNK2A1	protein_coding	tc<0.27	cyto_target	-0.552403780030861
ENSG00000070770.4	CSNK2A2	protein_coding	nontarget	nontarget	-0.0328982208779733
ENSG00000204435.9	CSNK2B	protein_coding	nontarget	nontarget	0.0656840301867866
ENSG00000175183.5	CSRP2	protein_coding	nontarget	nontarget	0.194083692382612
ENSG00000101811.9	CSTF2	protein_coding	nontarget	cyto_target	-0.147305722979638
ENSG00000175029.12	CTBP2	protein_coding	nontarget	nontarget	-0.124727671387094
ENSG00000044115.16	CTNNA1	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.230058264919117
ENSG00000119326.10	CTNNAL1	protein_coding	nontarget	nontarget	-0.17329605072974
ENSG00000168036.12	CTNNB1	protein_coding	tc>1.04 & tc<65.26	cyto_target	-0.141338452204295
ENSG00000132792.14	CTNNBL1	protein_coding	tc<0.27	cyto_target	-0.328843287115185
ENSG00000198730.3	CTR9	protein_coding	nontarget	nontarget	0.000824964325425379
ENSG00000064601.12	CTSA	protein_coding	tc>1.04 & tc<65.26	mem_target	0.031353840891376
ENSG00000164733.16	CTSB	protein_coding	tc>1.04 & tc<65.26	mem_target	0.00990380168361925
ENSG00000109861.11	CTSC	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.274048568997039
ENSG00000117984.8	CTSD	protein_coding	nontarget	nontarget	-0.0096233150465515
ENSG00000108094.10	CUL2	protein_coding	nontarget	nontarget	0.0652484653540407
ENSG00000036257.8	CUL3	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0550156309600152
ENSG00000139842.10	CUL4A	protein_coding	nontarget	cyto_target	0.00666898460106315
ENSG00000112514.11	CUTA	protein_coding	nontarget	nontarget	0.395452251304598
ENSG00000018610.9	CXorf56	protein_coding	nontarget	cyto_target	0.00552211974671653
ENSG00000166347.14	CYB5A	protein_coding	nontarget	nontarget	-0.0669463403352461
ENSG00000179091.4	CYC1	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.321080572816026
ENSG00000172115.4	CYCS	protein_coding	nontarget	cyto_target	0.316359789460621
ENSG00000055163.14	CYFIP2	protein_coding	nontarget	cyto_target	0.208422847992281
ENSG00000001630.11	CYP51A1	protein_coding	nontarget	nontarget	0.0498375564791238
ENSG00000132676.11	DAP3	protein_coding	nontarget	nontarget	0.0050011487421054
ENSG00000115866.6	DARS	protein_coding	tc<0.27	cyto_target	0.0810260276428822
ENSG00000117593.8	DARS2	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.00649758520857448
