gene_id	Symbol	trans.norm.tc.mean.exp	utr3_vs_cds.norm.mean	localization_cat	tc_transcript_norm	tc_transcript_norm_cat
ENSG00000006125.12	AP2B1	2.0105503733001	10.4824239442755	cytosolic	1.10952283711116	tc>0.3 & tc<1.12
ENSG00000006451.3	RALA	0.409109069881951	NA	cytosolic	0.824111137273369	tc>0.3 & tc<1.12
ENSG00000006453.9	BAIAP2L1	1.86632551970016	0.308378669619938	cytosolic	0.341199886266705	tc>0.3 & tc<1.12
ENSG00000006652.9	IFRD1	0.834562088780571	NA	cytosolic	1.13406692117673	tc>1.12 & tc<132.32
ENSG00000006712.10	PAF1	0.342393686848696	NA	cytosolic	0.654166858617036	tc>0.3 & tc<1.12
ENSG00000006831.9	ADIPOR2	7.16501810565748	0.0189113142625715	membrane	1.43556831616281	tc>1.12 & tc<132.32
ENSG00000007168.8	PAFAH1B1	0.588870257808297	0.188522071661183	cytosolic	0.951683748169839	tc>0.3 & tc<1.12
ENSG00000007541.10	PIGQ	2.30571811453082	NA	membrane	4.73684210526316	tc>1.12 & tc<132.32
ENSG00000007968.6	E2F2	0.477481406492942	NA	cytosolic	0.532724505327245	tc>0.3 & tc<1.12
ENSG00000008018.8	PSMB1	0.228613687251604	1.47229083079142	cytosolic	0.0173598194578776	tc<0.3
ENSG00000008282.3	SYPL1	7.72858331785182	0.0065465241758553	membrane	5.39735099337748	tc>1.12 & tc<132.32
ENSG00000008405.7	CRY1	1.5164455196668	NA	cytosolic	0.352677140109009	tc>0.3 & tc<1.12
ENSG00000008441.12	NFIX	0.373492308639003	NA	cytosolic	1.07480653482373	tc>0.3 & tc<1.12
ENSG00000008735.10	MAPK8IP2	0.252028752507781	NA	cytosolic	0.348128807658834	tc>0.3 & tc<1.12
ENSG00000008838.13	MED24	0.0892254188181378	NA	cytosolic	0.732866763501915	tc>0.3 & tc<1.12
ENSG00000008952.12	SEC62	19.5319944489962	0.220762402957391	membrane	3.27242977911099	tc>1.12 & tc<132.32
ENSG00000008988.5	RPS20	0.0154621762883287	NA	cytosolic	0.0328254578494861	tc<0.3
ENSG00000009307.11	CSDE1	0.18584343779593	1.06082006974271	cytosolic	1.49351377621593	tc>1.12 & tc<132.32
ENSG00000009335.13	UBE3C	3.45364718446018	NA	cytosolic	0.144560896277557	tc<0.3
ENSG00000009844.11	VTA1	4.12857928707246	NA	cytosolic	0.527704485488127	tc>0.3 & tc<1.12
ENSG00000010244.12	ZNF207	2.29316983662126	0.0995713771278753	cytosolic	0.475134621476085	tc>0.3 & tc<1.12
ENSG00000010278.7	CD9	1.25671944254031	0.0575878681410778	membrane	2.69650867953969	tc>1.12 & tc<132.32
ENSG00000010292.8	NCAPD2	0.641054862704298	NA	cytosolic	0.790149789131805	tc>0.3 & tc<1.12
ENSG00000011052.17	NME2	0.22522343895115	NA	cytosolic	1.68945924341608	tc>1.12 & tc<132.32
ENSG00000011201.6	KAL1	98.2632768029455	NA	membrane	16.3229486616937	tc>1.12 & tc<132.32
ENSG00000011295.11	TTC19	0.241506226106877	NA	cytosolic	0.36392585010804	tc>0.3 & tc<1.12
ENSG00000011304.12	PTBP1	0.750626645591588	0.589306834353961	cytosolic	1.27136949947541	tc>1.12 & tc<132.32
ENSG00000011451.13	WIZ	0.214398595729102	NA	cytosolic	1.28331688055281	tc>1.12 & tc<132.32
ENSG00000011454.12	RABGAP1	2.70275634189345	NA	cytosolic	2.48888888888889	tc>1.12 & tc<132.32
ENSG00000011478.7	QPCTL	33.9460515613615	NA	membrane	9.53690967446126	tc>1.12 & tc<132.32
ENSG00000011485.10	PPP5C	0.544633151428076	NA	cytosolic	0.98536266252351	tc>0.3 & tc<1.12
ENSG00000012061.11	ERCC1	0.100993153905408	NA	cytosolic	0.441757730760288	tc>0.3 & tc<1.12
ENSG00000012174.7	MBTPS2	43.2272888180651	0.0374728209426781	membrane	34.3900902792358	tc>1.12 & tc<132.32
ENSG00000012232.4	EXTL3	5.53650190376776	0.0725491942131219	membrane	0.794176042356056	tc>0.3 & tc<1.12
ENSG00000012660.9	ELOVL5	11.9275702574726	0.012141550943223	membrane	11.992395838834	tc>1.12 & tc<132.32
ENSG00000013275.3	PSMC4	0.877183059844384	65.7256499021623	cytosolic	0.661135928525846	tc>0.3 & tc<1.12
ENSG00000013306.11	SLC25A39	0.065314119983033	2.87881187720635	cytosolic	0.270656341628449	tc<0.3
ENSG00000013375.11	PGM3	0.304645670292947	NA	cytosolic	0.743913435527502	tc>0.3 & tc<1.12
ENSG00000013561.13	RNF14	0.143879282857622	NA	cytosolic	0.165617754223253	tc<0.3
ENSG00000013810.14	TACC3	0.16953290377174	NA	cytosolic	0.0585442008716581	tc<0.3
ENSG00000014641.13	MDH1	0.175335989510541	NA	cytosolic	0.414460050656228	tc>0.3 & tc<1.12
ENSG00000014919.8	COX15	6.6394376449188	0.279390823691872	cytosolic	3.00429184549356	tc>1.12 & tc<132.32
ENSG00000015479.13	MATR3	0.0295974076687899	NA	cytosolic	0.701826110656855	tc>0.3 & tc<1.12
ENSG00000016864.12	GLT8D1	0.13210813714938	NA	membrane	0.942822384428224	tc>0.3 & tc<1.12
ENSG00000017260.15	ATP2C1	0.180311977977236	NA	membrane	6.49647156496472	tc>1.12 & tc<132.32
ENSG00000018408.10	WWTR1	3.26013407241386	NA	cytosolic	0.881057268722467	tc>0.3 & tc<1.12
ENSG00000018610.9	CXorf56	0.285161040503634	NA	cytosolic	0.262596422123749	tc<0.3
ENSG00000021355.8	SERPINB1	0.275441696225213	NA	cytosolic	0.380469245402663	tc>0.3 & tc<1.12
ENSG00000021776.6	AQR	0.855062116037718	NA	cytosolic	0.984251968503937	tc>0.3 & tc<1.12
ENSG00000022267.12	FHL1	0.323360513119673	NA	cytosolic	1.37685168111132	tc>1.12 & tc<132.32
ENSG00000022277.8	RTFDC1	0.0431138019798671	NA	cytosolic	0.223325062034739	tc<0.3
ENSG00000022840.11	RNF10	0.0466664756066997	NA	cytosolic	0.102062741727546	tc<0.3
ENSG00000023330.10	ALAS1	0.187269478313068	NA	cytosolic	0.323345548609614	tc>0.3 & tc<1.12
ENSG00000023734.6	STRAP	0.0877784288061354	NA	cytosolic	0.146509043144387	tc<0.3
ENSG00000024526.12	DEPDC1	0.135255038127716	NA	cytosolic	0.560485754320411	tc>0.3 & tc<1.12
ENSG00000025039.10	RRAGD	69.6885412367618	NA	cytosolic	19.4761584956347	tc>1.12 & tc<132.32
ENSG00000025156.8	HSF2	0.425507336813649	NA	cytosolic	0.322143099355714	tc>0.3 & tc<1.12
ENSG00000025770.14	NCAPH2	0.110043070793953	NA	cytosolic	0.254319038849426	tc<0.3
ENSG00000025796.9	SEC63	35.0125345228232	NA	membrane	32.7678571428571	tc>1.12 & tc<132.32
ENSG00000026025.9	VIM	2.00677227575199	0.246236661282075	cytosolic	1.90393976452533	tc>1.12 & tc<132.32
ENSG00000026508.12	CD44	1.44352956076572	NA	membrane	9.32203389830508	tc>1.12 & tc<132.32
ENSG00000027697.8	IFNGR1	4.02919011388395	NA	membrane	2.49546279491833	tc>1.12 & tc<132.32
ENSG00000028203.13	VEZT	0.130972879525753	NA	membrane	0.618121513643902	tc>0.3 & tc<1.12
ENSG00000029363.11	BCLAF1	0.672521804542461	0.18858721232786	cytosolic	1.30327868852459	tc>1.12 & tc<132.32
ENSG00000029364.7	SLC39A9	1.73161016185468	0.283494704538279	membrane	2.88427717200141	tc>1.12 & tc<132.32
ENSG00000030582.12	GRN	7.0520964826413	0.180860929187226	membrane	3.53951890034364	tc>1.12 & tc<132.32
ENSG00000031691.6	CENPQ	4.11436070959073	0.369625935688249	cytosolic	0.668616798997075	tc>0.3 & tc<1.12
ENSG00000031698.8	SARS	0.44247839118567	NA	cytosolic	0.280132426237858	tc<0.3
ENSG00000033011.7	ALG1	2.91858651203549	NA	membrane	5.04854368932039	tc>1.12 & tc<132.32
ENSG00000033050.3	ABCF2	0.981025962299962	0.14327443786856	cytosolic	0.42166720726565	tc>0.3 & tc<1.12
ENSG00000033178.8	UBA6	1.7964764063107	NA	cytosolic	0.544711756695415	tc>0.3 & tc<1.12
ENSG00000033627.10	ATP6V0A1	3.61977951440374	NA	membrane	13.6580882352941	tc>1.12 & tc<132.32
ENSG00000033800.9	PIAS1	0.774510944928073	NA	cytosolic	0.326894502228826	tc>0.3 & tc<1.12
ENSG00000034510.4	TMSB10	0.197183101942341	4.99726831400835	cytosolic	0.0236019890779761	tc<0.3
ENSG00000034713.3	GABARAPL2	0.181559093956843	NA	cytosolic	0.160664602844939	tc<0.3
ENSG00000035687.9	ADSS	1.21939639195845	0.288111403983479	cytosolic	0.429771439734323	tc>0.3 & tc<1.12
ENSG00000035862.8	TIMP2	3.90730572147108	0.0257661596525607	membrane	6.19578686493185	tc>1.12 & tc<132.32
ENSG00000035928.10	RFC1	0.221505127459032	NA	cytosolic	0.688424273329934	tc>0.3 & tc<1.12
ENSG00000037280.11	FLT4	0.812307136913014	NA	cytosolic	0.432796345275307	tc>0.3 & tc<1.12
ENSG00000038002.4	AGA	0.833726592988793	NA	membrane	0.527831094049904	tc>0.3 & tc<1.12
ENSG00000038427.11	VCAN	177.64309183872	0.0100588989375344	membrane	65.8316633266533	tc>1.12 & tc<132.32
ENSG00000038532.10	CLEC16A	2.80507130460917	NA	cytosolic	1.11111111111111	tc>0.3 & tc<1.12
ENSG00000039123.11	SKIV2L2	0.233784475213757	NA	cytosolic	0.511302475780409	tc>0.3 & tc<1.12
ENSG00000039560.9	RAI14	0.604243821050109	NA	cytosolic	0.567292644757434	tc>0.3 & tc<1.12
ENSG00000040487.8	PQLC2	0.31249752154472	NA	membrane	1.00719424460432	tc>0.3 & tc<1.12
ENSG00000042445.9	RETSAT	3.12762289667591	NA	membrane	10.2065613608748	tc>1.12 & tc<132.32
ENSG00000042753.7	AP2S1	0.159160931861646	0.339846617526843	cytosolic	0.216836446592731	tc<0.3
ENSG00000043039.5	BARX2	0.277376471869196	NA	cytosolic	0.41507024265645	tc>0.3 & tc<1.12
ENSG00000044115.16	CTNNA1	0.048317191873989	NA	cytosolic	0.795328142380423	tc>0.3 & tc<1.12
ENSG00000044574.7	HSPA5	18.8074983433112	NA	membrane	3.14237011783888	tc>1.12 & tc<132.32
ENSG00000046604.8	DSG2	93.6690248897818	0.0156994698404224	membrane	14.9829965993199	tc>1.12 & tc<132.32
ENSG00000046653.10	GPM6B	1.85722943911152	0.0714066241754228	membrane	5.26059425231369	tc>1.12 & tc<132.32
ENSG00000047315.10	POLR2B	0.495200607827814	NA	cytosolic	2.16397724092902	tc>1.12 & tc<132.32
ENSG00000047410.9	TPR	49.0146890796407	NA	cytosolic	11.8677042801556	tc>1.12 & tc<132.32
ENSG00000047621.7	C12orf4	1.01800778818685	NA	cytosolic	0.62320230105465	tc>0.3 & tc<1.12
ENSG00000047634.10	SCML1	1.1555832634445	0.0357393430953579	cytosolic	0.752658849195528	tc>0.3 & tc<1.12
ENSG00000047849.17	MAP4	0.197016239912535	NA	cytosolic	1.26998525909967	tc>1.12 & tc<132.32
ENSG00000048828.12	FAM120A	0.131488286649663	NA	cytosolic	0.196761011048888	tc<0.3
ENSG00000049449.4	RCN1	1.98686893646241	0.0957046745426721	membrane	2.09718918394097	tc>1.12 & tc<132.32
ENSG00000049656.9	CLPTM1L	0.893670688716405	0.192556919062856	membrane	1.91139870582379	tc>1.12 & tc<132.32
ENSG00000049860.9	HEXB	8.62370365770824	0.10082193561587	membrane	5.59548599449184	tc>1.12 & tc<132.32
ENSG00000050130.13	JKAMP	1.62135802198713	NA	membrane	3.49609375	tc>1.12 & tc<132.32
ENSG00000050393.7	MCUR1	26.342874914165	NA	cytosolic	0.25624599615631	tc<0.3
ENSG00000050748.13	MAPK9	0.379493640589993	0.953978336480684	cytosolic	1.17945466074826	tc>1.12 & tc<132.32
ENSG00000051523.6	CYBA	1.75155024390518	0.629249024650679	membrane	0.491983561960989	tc>0.3 & tc<1.12
ENSG00000052723.7	SIKE1	0.213660381184044	0.136043413001234	cytosolic	0.344318740777177	tc>0.3 & tc<1.12
ENSG00000052749.9	RRP12	1.88878035672598	NA	cytosolic	1.31307929969104	tc>1.12 & tc<132.32
ENSG00000052841.10	TTC17	6.2103382035724	NA	membrane	4.6218487394958	tc>1.12 & tc<132.32
ENSG00000053371.8	AKR7A2	0.361700893617795	2.21672009931081	cytosolic	0.306581278103284	tc>0.3 & tc<1.12
ENSG00000053372.4	MRTO4	0.0894781244097561	0.568584500190637	cytosolic	0.144196106705119	tc<0.3
ENSG00000054116.7	TRAPPC3	0.179125282523345	NA	cytosolic	0.226503656806026	tc<0.3
ENSG00000054118.9	THRAP3	6.61678314120953	NA	cytosolic	2.52334591694814	tc>1.12 & tc<132.32
ENSG00000054523.12	KIF1B	0.468577729177088	1.11392478388043	cytosolic	0.458468176914779	tc>0.3 & tc<1.12
ENSG00000054793.9	ATP9A	22.7657801378509	NA	membrane	2.17391304347826	tc>1.12 & tc<132.32
ENSG00000055044.6	NOP58	0.189306942349232	NA	cytosolic	0.0735414283379637	tc<0.3
ENSG00000055211.8	GINM1	25.1502307091088	0.0597686196659531	membrane	1.86886777760473	tc>1.12 & tc<132.32
ENSG00000055332.12	EIF2AK2	2.42799000962136	1.61231531828428	cytosolic	0.773943889068043	tc>0.3 & tc<1.12
ENSG00000055732.8	MCOLN3	2.60034216708549	NA	membrane	0.789595912679981	tc>0.3 & tc<1.12
ENSG00000056097.11	ZFR	15.6948671203548	0.0585662546939673	cytosolic	1.15816141874774	tc>1.12 & tc<132.32
ENSG00000056661.9	PCGF2	0.870396163882163	2.75143861560574	cytosolic	0.878612716763006	tc>0.3 & tc<1.12
ENSG00000057252.8	SOAT1	17.5364856605568	NA	membrane	24.4430498901789	tc>1.12 & tc<132.32
ENSG00000057608.12	GDI2	0.29365352168615	1.22685189050123	cytosolic	0.239864271924179	tc<0.3
ENSG00000058063.11	ATP11B	11.2095055033199	NA	membrane	2.82642089093702	tc>1.12 & tc<132.32
ENSG00000058262.5	SEC61A1	14.7979073335005	0.0145395576886431	membrane	13.8747739212815	tc>1.12 & tc<132.32
ENSG00000058272.11	PPP1R12A	1.25119026869081	NA	cytosolic	1.15218434949592	tc>1.12 & tc<132.32
ENSG00000058673.11	ZC3H11A	0.187577287858154	NA	cytosolic	0.569552398820691	tc>0.3 & tc<1.12
ENSG00000059573.4	ALDH18A1	1.35230798267637	0.111803385008882	cytosolic	1.66889930788122	tc>1.12 & tc<132.32
ENSG00000060237.12	WNK1	1.47902909379063	0.0817853125113223	cytosolic	2.59792626728111	tc>1.12 & tc<132.32
ENSG00000060339.9	CCAR1	0.781068203995794	NA	cytosolic	4.69768487300517	tc>1.12 & tc<132.32
ENSG00000060656.15	PTPRU	5.52973681631044	NA	membrane	6.32235084594835	tc>1.12 & tc<132.32
ENSG00000060688.8	SNRNP40	0.0998898273784683	NA	cytosolic	0.0584900566903626	tc<0.3
ENSG00000060982.10	BCAT1	1.99758812447952	0.812955167556537	cytosolic	1.28025254296738	tc>1.12 & tc<132.32
ENSG00000061676.10	NCKAP1	2.8595646843226	NA	cytosolic	2.22784200385356	tc>1.12 & tc<132.32
ENSG00000061794.8	MRPS35	0.219601392794318	1.15029585798817	cytosolic	0.101112234580384	tc<0.3
ENSG00000061936.5	SFSWAP	0.473093396052665	NA	cytosolic	0.326730651419236	tc>0.3 & tc<1.12
ENSG00000062485.14	CS	0.146819667004841	0.367031806911403	cytosolic	0.921555908470709	tc>0.3 & tc<1.12
ENSG00000062716.6	VMP1	1.91931984631546	NA	membrane	3.70999030067895	tc>1.12 & tc<132.32
ENSG00000062822.8	POLD1	0.575072667626427	NA	cytosolic	0.695057369814651	tc>0.3 & tc<1.12
ENSG00000063046.13	EIF4B	0.186780528036152	11.6022377851932	cytosolic	0.144332186077495	tc<0.3
ENSG00000063177.8	RPL18	0.0512108874341744	NA	cytosolic	0.332528065937189	tc>0.3 & tc<1.12
ENSG00000063244.8	U2AF2	0.5646904952761	NA	cytosolic	0.749421683522282	tc>0.3 & tc<1.12
ENSG00000063245.10	EPN1	0.652577508456255	0.788924856405814	cytosolic	0.111131691053899	tc<0.3
ENSG00000064115.6	TM7SF3	1.60710747865853	0.256690236020114	membrane	4.4014926801263	tc>1.12 & tc<132.32
ENSG00000064199.2	SPA17	0.247645773882663	NA	cytosolic	0.29603315571344	tc<0.3
ENSG00000064545.10	TMEM161A	7.77291058783128	NA	membrane	10.6683100520405	tc>1.12 & tc<132.32
ENSG00000064601.12	CTSA	6.49748642672273	NA	membrane	17.7347242921013	tc>1.12 & tc<132.32
ENSG00000064651.9	SLC12A2	17.891593454863	0.0257255959130586	membrane	17.5837815473728	tc>1.12 & tc<132.32
ENSG00000064763.6	FAR2	0.875711839640648	NA	cytosolic	0.702370500438982	tc>0.3 & tc<1.12
ENSG00000064995.12	TAF11	0.405669628363429	NA	cytosolic	0.263878029710712	tc<0.3
ENSG00000065000.11	AP3D1	1.15979862303928	NA	cytosolic	1.07201956975322	tc>0.3 & tc<1.12
ENSG00000065060.12	UHRF1BP1	15.5018794630016	2.92895687948781	cytosolic	1.57284768211921	tc>1.12 & tc<132.32
ENSG00000065135.7	GNAI3	6.49562145221197	1.53806077673309	cytosolic	1.05840846726774	tc>0.3 & tc<1.12
ENSG00000065150.14	IPO5	0.127728028854956	0.465958560589923	cytosolic	0.140596570546397	tc<0.3
ENSG00000065154.7	OAT	0.130240764354927	NA	cytosolic	0.100659641908678	tc<0.3
ENSG00000065268.6	WDR18	0.117239786129176	NA	cytosolic	0.314691105835588	tc>0.3 & tc<1.12
ENSG00000065320.4	NTN1	18.4858587060321	NA	membrane	3.27288810260946	tc>1.12 & tc<132.32
ENSG00000065427.10	KARS	0.0464220962858994	NA	cytosolic	0.17099497702255	tc<0.3
ENSG00000065518.7	NDUFB4	0.073784874290328	NA	cytosolic	0.061576354679803	tc<0.3
ENSG00000065600.8	TMEM206	8.31402336878282	0.0262124935743812	membrane	5.45506747057135	tc>1.12 & tc<132.32
ENSG00000065613.9	SLK	1.07947595817175	NA	cytosolic	1.37085137085137	tc>1.12 & tc<132.32
ENSG00000065665.16	SEC61A2	5.16860239499693	NA	membrane	15.2127659574468	tc>1.12 & tc<132.32
ENSG00000065833.7	ME1	9.05542284346679	0.0640831047270595	cytosolic	2.37706405371076	tc>1.12 & tc<132.32
ENSG00000065911.7	MTHFD2	0.753427227445879	1.54172889553145	cytosolic	0.463678516228748	tc>0.3 & tc<1.12
ENSG00000065923.5	SLC9A7	31.8870099455464	0.0187288832146246	membrane	4.33482810164424	tc>1.12 & tc<132.32
ENSG00000066044.9	ELAVL1	1.39556061092239	0.221252352461777	cytosolic	1.16713106566427	tc>1.12 & tc<132.32
ENSG00000066084.8	DIP2B	26.7605110647158	NA	cytosolic	9.82142857142857	tc>1.12 & tc<132.32
ENSG00000066117.10	SMARCD1	0.182624800491431	NA	cytosolic	0.292950869697894	tc<0.3
ENSG00000066322.8	ELOVL1	0.912526798279026	0.237348222558431	membrane	7.74410774410774	tc>1.12 & tc<132.32
ENSG00000066557.5	LRRC40	2.03360962074313	NA	cytosolic	0.624888412783432	tc>0.3 & tc<1.12
ENSG00000066583.7	ISOC1	1.40791231169457	1.93323861318136	cytosolic	0.218432919954904	tc<0.3
ENSG00000066926.6	FECH	0.255738330849079	NA	cytosolic	0.132469826317339	tc<0.3
ENSG00000067057.12	PFKP	0.694894913413537	NA	cytosolic	0.508895324782789	tc>0.3 & tc<1.12
ENSG00000067141.12	NEO1	16.023866814712	NA	membrane	24.5547293792149	tc>1.12 & tc<132.32
ENSG00000067167.3	TRAM1	10.2565967424457	0.0280311290413038	membrane	12.3363379169682	tc>1.12 & tc<132.32
ENSG00000067177.10	PHKA1	0.638341375305876	2.74114415715681	cytosolic	0.862564692351926	tc>0.3 & tc<1.12
ENSG00000067225.13	PKM	0.10244555314557	NA	cytosolic	0.442052297676975	tc>0.3 & tc<1.12
ENSG00000067533.5	RRP15	2.84710500100104	NA	cytosolic	0.761179828734539	tc>0.3 & tc<1.12
ENSG00000067560.6	RHOA	1.99485963438353	1.99657759171058	cytosolic	0.093309372408073	tc<0.3
ENSG00000067704.8	IARS2	2.27944174605329	NA	cytosolic	1.15440699935191	tc>1.12 & tc<132.32
ENSG00000067829.14	IDH3G	0.448350426403885	NA	cytosolic	0.451920662816972	tc>0.3 & tc<1.12
ENSG00000067992.8	PDK3	6.12317334452276	3.65410271663909	cytosolic	1.71745152354571	tc>1.12 & tc<132.32
ENSG00000068078.13	FGFR3	2.03777081534083	NA	membrane	1.10142267094998	tc>0.3 & tc<1.12
ENSG00000068120.10	COASY	0.264192668657092	NA	cytosolic	0.120748641577782	tc<0.3
ENSG00000068308.9	OTUD5	1.19771361601127	NA	cytosolic	0.331842446977348	tc>0.3 & tc<1.12
ENSG00000068489.8	PRR11	3.38924302903774	NA	cytosolic	2.43958048335613	tc>1.12 & tc<132.32
ENSG00000068650.14	ATP11A	1.56201901447845	NA	membrane	2.80713342140026	tc>1.12 & tc<132.32
ENSG00000068697.6	LAPTM4A	27.573027711032	0.0524145376110706	membrane	4.48291167332446	tc>1.12 & tc<132.32
ENSG00000068793.13	CYFIP1	0.130618419770609	NA	cytosolic	0.18042399639152	tc<0.3
ENSG00000068796.12	KIF2A	0.417926452876222	NA	cytosolic	1.51535651468002	tc>1.12 & tc<132.32
ENSG00000068903.15	SIRT2	0.241056220790398	NA	cytosolic	0.265334790073357	tc<0.3
ENSG00000068912.9	ERLEC1	1.40581762448333	NA	membrane	1.10076206604572	tc>0.3 & tc<1.12
ENSG00000069248.9	NUP133	2.72513053919998	NA	cytosolic	0.977583010281477	tc>0.3 & tc<1.12
ENSG00000069275.12	NUCKS1	7.51921646155131	1.26520847158965	cytosolic	1.23040835910012	tc>1.12 & tc<132.32
ENSG00000069329.11	VPS35	0.898482923235061	0.373947050981562	cytosolic	0.394577094293808	tc>0.3 & tc<1.12
ENSG00000069849.6	ATP1B3	1.12562851387415	NA	membrane	4.38730644236284	tc>1.12 & tc<132.32
ENSG00000070010.14	UFD1L	0.420427380171474	NA	cytosolic	1.58896596225198	tc>1.12 & tc<132.32
ENSG00000070018.4	LRP6	2.46089524647695	NA	membrane	1.84615384615385	tc>1.12 & tc<132.32
ENSG00000070081.11	NUCB2	0.53496612629168	NA	membrane	1.2642881884309	tc>1.12 & tc<132.32
ENSG00000070413.14	DGCR2	1.57520202850623	NA	membrane	4.36765058795296	tc>1.12 & tc<132.32
ENSG00000070669.12	ASNS	0.330801703376371	NA	cytosolic	2.20779648729693	tc>1.12 & tc<132.32
ENSG00000070756.9	PABPC1	0.0543097170445199	NA	cytosolic	0.299225083757449	tc<0.3
ENSG00000070761.3	C16orf80	0.0659287478101481	NA	cytosolic	0.182135539197086	tc<0.3
ENSG00000070814.13	TCOF1	0.181890160848258	NA	cytosolic	0.827461903981648	tc>0.3 & tc<1.12
ENSG00000070831.11	CDC42	1.6615869833743	NA	cytosolic	0.536295344072631	tc>0.3 & tc<1.12
ENSG00000070886.6	EPHA8	1.20380107606604	NA	membrane	1.06235565819861	tc>0.3 & tc<1.12
ENSG00000070961.10	ATP2B1	15.6284473705777	NA	membrane	16.3741157977469	tc>1.12 & tc<132.32
ENSG00000071054.11	MAP4K4	0.22043722656542	NA	cytosolic	0.710479573712256	tc>0.3 & tc<1.12
ENSG00000071127.12	WDR1	0.290149069722883	2.14699845396416	cytosolic	0.145447493454863	tc<0.3
ENSG00000071539.9	TRIP13	0.7105707902078	NA	cytosolic	0.309957380860132	tc>0.3 & tc<1.12
ENSG00000071553.12	ATP6AP1	39.7227847040831	0.0362739941115823	membrane	26.6744852749544	tc>1.12 & tc<132.32
ENSG00000071626.12	DAZAP1	0.315871613973268	0.316496924884177	cytosolic	0.75907944852744	tc>0.3 & tc<1.12
ENSG00000071794.11	HLTF	1.49543162882487	NA	cytosolic	3.68313358667056	tc>1.12 & tc<132.32
ENSG00000071894.10	CPSF1	2.70760902240282	NA	cytosolic	0.967741935483871	tc>0.3 & tc<1.12
ENSG00000072041.12	SLC6A15	8.98880750720313	0.0285107217805415	membrane	9.92056785533209	tc>1.12 & tc<132.32
ENSG00000072042.8	RDH11	1.13388405227762	0.0856054587198708	membrane	1.93745232646834	tc>1.12 & tc<132.32
ENSG00000072062.9	PRKACA	0.475882239243459	NA	cytosolic	1.41865378810746	tc>1.12 & tc<132.32
ENSG00000072210.14	ALDH3A2	0.117397717553287	NA	cytosolic	0.77027027027027	tc>0.3 & tc<1.12
ENSG00000072274.8	TFRC	4.36080895432059	0.0395753346557009	membrane	10.5739851593191	tc>1.12 & tc<132.32
ENSG00000072364.8	AFF4	7.03709355248593	2.01922249162902	cytosolic	1.53813737884534	tc>1.12 & tc<132.32
ENSG00000072401.10	UBE2D1	2.01098543516882	NA	cytosolic	0.881410256410256	tc>0.3 & tc<1.12
ENSG00000072571.15	HMMR	0.552108744769191	2.87325432531986	cytosolic	0.476644423260248	tc>0.3 & tc<1.12
ENSG00000072682.14	P4HA2	1.00899315899457	NA	membrane	1.8970189701897	tc>1.12 & tc<132.32
ENSG00000072849.6	DERL2	3.43732915729804	NA	membrane	2.21277842907386	tc>1.12 & tc<132.32
ENSG00000072958.4	AP1M1	0.480958657057666	2.04935989360197	cytosolic	0.390954388654657	tc>0.3 & tc<1.12
ENSG00000073008.10	PVR	3.08382846589548	NA	membrane	1.25441003528028	tc>1.12 & tc<132.32
