codon	localization	variable	value
279	sp	293_1	2.35135171828021
280	sp	293_1	3.06800451426771
281	sp	293_1	2.24711080099055
282	sp	293_1	2.62421744741739
283	sp	293_1	2.55150781338372
284	sp	293_1	2.36209012442464
285	sp	293_1	4.78901306829054
286	sp	293_1	3.225681280876
287	sp	293_1	3.38414452386002
288	sp	293_1	8.42894481188534
289	sp	293_1	4.21068768328967
290	sp	293_1	4.56624901359599
291	sp	293_1	2.11139975606182
292	sp	293_1	4.44764873700868
293	sp	293_1	2.51577668619882
294	sp	293_1	3.90411630756275
295	sp	293_1	2.81044760006047
296	sp	293_1	3.99552102411155
297	sp	293_1	1.9653054548215
298	sp	293_1	5.13491735770502
299	sp	293_1	4.20572661849265
300	sp	293_1	3.34486695374771
301	sp	293_1	4.38162777642583
302	sp	293_1	1.98456421394812
303	sp	293_1	5.43028114558408
304	sp	293_1	1.43566580738293
305	sp	293_1	2.23977521809396
306	sp	293_1	2.76428163112327
307	sp	293_1	2.10275296050429
308	sp	293_1	1.59504940923791
309	sp	293_1	2.16461555917023
310	sp	293_1	2.05513139589777
311	sp	293_1	1.14775069967182
312	sp	293_1	1.84425347729547
313	sp	293_1	3.29413199630311
314	sp	293_1	2.6816404007516
315	sp	293_1	3.25038182038669
316	sp	293_1	3.46882719506186
317	sp	293_1	2.67856514704177
318	sp	293_1	1.26478597198429
319	sp	293_1	2.15972245040363
320	sp	293_1	4.83064161946396
321	sp	293_1	3.75415286520527
322	sp	293_1	4.39734695197113
323	sp	293_1	2.14313828103199
324	sp	293_1	2.78451240187256
325	sp	293_1	6.18059412865715
326	sp	293_1	2.36962761653042
327	sp	293_1	2.01972350843931
328	sp	293_1	4.20452266638449
329	sp	293_1	6.38565907914732
330	sp	293_1	3.90540388563781
331	sp	293_1	4.61444815900881
332	sp	293_1	3.41662398566301
333	sp	293_1	1.93430134699953
334	sp	293_1	2.72395072872537
335	sp	293_1	2.16718775038939
336	sp	293_1	2.64407203442573
337	sp	293_1	4.03498679660794
338	sp	293_1	2.73817872022171
339	sp	293_1	3.4640078339749
340	sp	293_1	1.41118426428018
341	sp	293_1	1.63453406511065
342	sp	293_1	4.28740883470149
343	sp	293_1	2.39935090211596
344	sp	293_1	3.15298421377528
345	sp	293_1	2.91960545540992
346	sp	293_1	3.56744088734082
347	sp	293_1	2.26099728841702
348	sp	293_1	2.03740065767731
349	sp	293_1	2.65795175268406
350	sp	293_1	2.32763456300187
351	sp	293_1	1.91990962217427
352	sp	293_1	2.44113196865873
353	sp	293_1	1.95234103672621
354	sp	293_1	2.90819352279301
355	sp	293_1	2.54828116838131
356	sp	293_1	1.25810122034915
357	sp	293_1	5.07822032286084
358	sp	293_1	8.03219528528493
359	sp	293_1	3.73540151765157
360	sp	293_1	3.76714497251233
361	sp	293_1	1.6412011862665
362	sp	293_1	2.39832995992594
363	sp	293_1	1.82152203984659
364	sp	293_1	1.81725879189371
365	sp	293_1	1.22998736132366
366	sp	293_1	2.21677224503713
367	sp	293_1	1.95792970438606
368	sp	293_1	2.24132196727084
369	sp	293_1	2.1167994497544
370	sp	293_1	2.7208100755295
371	sp	293_1	2.80114123135171
372	sp	293_1	4.92245293878557
373	sp	293_1	5.04105275094424
374	sp	293_1	2.73601643112973
375	sp	293_1	5.53945551734077
376	sp	293_1	3.74339295360851
377	sp	293_1	3.63439907637543
378	sp	293_1	4.63739275173508
379	sp	293_1	3.42273709890159
380	sp	293_1	2.00800865004322
381	sp	293_1	1.60582826791571
382	sp	293_1	2.84271527804338
383	sp	293_1	4.41941047198413
384	sp	293_1	3.93207353802883
385	sp	293_1	1.98138977591803
386	sp	293_1	3.70681063388251
387	sp	293_1	2.94658685266134
388	sp	293_1	1.60612262480766
389	sp	293_1	1.83872080889988
390	sp	293_1	3.4277520730421
391	sp	293_1	3.74284783044166
392	sp	293_1	3.1312065133802
393	sp	293_1	3.1373503523815
394	sp	293_1	3.57671256256149
395	sp	293_1	0.76471335284688
396	sp	293_1	1.95623375603229
397	sp	293_1	3.86951803180908
398	sp	293_1	4.5973098698943
399	sp	293_1	3.17123026460298
400	sp	293_1	2.52049178444114
401	sp	293_1	3.04224556930173
402	sp	293_1	2.05014641666699
403	sp	293_1	3.01543214039103
404	sp	293_1	1.47202582446113
405	sp	293_1	3.0360184648474
406	sp	293_1	3.76346525777463
407	sp	293_1	2.45069984925965
408	sp	293_1	2.58355302337813
409	sp	293_1	2.43198446700291
410	sp	293_1	1.98434883434624
411	sp	293_1	3.50429847570619
412	sp	293_1	6.92495224814445
413	sp	293_1	3.27149774850533
414	sp	293_1	1.56568701975397
415	sp	293_1	2.97118615271448
416	sp	293_1	5.96923350663753
417	sp	293_1	2.69676649914267
418	sp	293_1	2.27238207691672
419	sp	293_1	1.70617913690096
420	sp	293_1	3.07904816026206
421	sp	293_1	2.87835003793743
422	sp	293_1	2.51324757342956
423	sp	293_1	4.19124687131582
424	sp	293_1	4.94170184598296
425	sp	293_1	3.33728323217238
426	sp	293_1	2.62414448166231
427	sp	293_1	2.45469749001757
428	sp	293_1	3.64886794316617
429	sp	293_1	1.56736463333546
430	sp	293_1	2.01986272770058
431	sp	293_1	1.5231536296484
432	sp	293_1	4.24820716673309
433	sp	293_1	1.52323074400417
434	sp	293_1	2.32039471242107
435	sp	293_1	3.63678532505591
436	sp	293_1	2.0123175696737
437	sp	293_1	1.36671314741626
438	sp	293_1	2.30335809973103
439	sp	293_1	1.97169303901479
440	sp	293_1	0.527806776764072
441	sp	293_1	2.82080462687636
442	sp	293_1	3.38779202847601
443	sp	293_1	3.63589199653885
444	sp	293_1	0.862643217933595
445	sp	293_1	1.52857462708509
446	sp	293_1	3.17406284923463
447	sp	293_1	3.44657151494405
448	sp	293_1	2.05562091856121
449	sp	293_1	7.4216903400318
450	sp	293_1	5.29163030400315
451	sp	293_1	1.09586661834377
452	sp	293_1	4.88618305703584
453	sp	293_1	6.81943778252112
454	sp	293_1	5.45630945270839
455	sp	293_1	4.16630043477725
456	sp	293_1	5.84010092644078
457	sp	293_1	6.82992676929558
458	sp	293_1	2.11836850323087
459	sp	293_1	3.62074901688636
460	sp	293_1	2.03484982169855
461	sp	293_1	3.66333354957137
462	sp	293_1	5.35098254031887
463	sp	293_1	3.17069629136033
464	sp	293_1	4.4128899592233
465	sp	293_1	6.50494127322253
466	sp	293_1	5.98916179537951
467	sp	293_1	2.50927045791924
468	sp	293_1	1.33592486322917
469	sp	293_1	3.90350158510989
470	sp	293_1	2.30092080893121
471	sp	293_1	1.58759077537527
472	sp	293_1	1.08558349099629
473	sp	293_1	1.75271088949866
474	sp	293_1	7.20698661725636
475	sp	293_1	1.43453690676716
476	sp	293_1	5.29375538410893
477	sp	293_1	4.90389937233135
478	sp	293_1	1.33407650894904
479	sp	293_1	2.1687230178029
480	sp	293_1	2.01045707179387
481	sp	293_1	2.71018316894942
482	sp	293_1	5.84500136569172
483	sp	293_1	5.6595949849429
484	sp	293_1	3.63103913078925
485	sp	293_1	2.60265622703339
486	sp	293_1	2.17983996694495
487	sp	293_1	1.78397916747363
488	sp	293_1	1.36449103417225
489	sp	293_1	1.37304973505876
490	sp	293_1	2.7336016040851
491	sp	293_1	2.09410013529027
492	sp	293_1	3.95161597868852
493	sp	293_1	3.80058453915944
494	sp	293_1	2.94491424308839
495	sp	293_1	2.98900117153957
496	sp	293_1	3.23290688823505
497	sp	293_1	5.89341427614323
498	sp	293_1	3.23737919154702
499	sp	293_1	1.97601641468498
500	sp	293_1	3.92275269228344
-100	tm	293_1	0.653446769000417
-99	tm	293_1	0.276641517722898
-98	tm	293_1	0.732432678447336
-97	tm	293_1	0.850268942639949
-96	tm	293_1	0.661644324308836
-95	tm	293_1	0.395589216385968
-94	tm	293_1	0.78710426107828
-93	tm	293_1	0.370819170072901
-92	tm	293_1	0.471120071427359
-91	tm	293_1	1.07319439527308
-90	tm	293_1	1.38058528828502
-89	tm	293_1	0.449152172993806
-88	tm	293_1	1.24732651990905
-87	tm	293_1	4.70415063702728
-86	tm	293_1	2.54974926956909
-85	tm	293_1	0.962256981404086
-84	tm	293_1	0.562114045335655
-83	tm	293_1	0.741638602894726
-82	tm	293_1	0.814680424271474
-81	tm	293_1	0.714260939887287
-80	tm	293_1	1.72438960899745
-79	tm	293_1	1.361130054234
-78	tm	293_1	1.28293303946301
-77	tm	293_1	1.32999360271952
-76	tm	293_1	1.20468222094355
-75	tm	293_1	0.525504937996759
-74	tm	293_1	0.226735917429236
-73	tm	293_1	0.745802711853914
-72	tm	293_1	0.318823604124576
-71	tm	293_1	0.58278828649072
-70	tm	293_1	0.404165407741376
-69	tm	293_1	0.246029652698986
-68	tm	293_1	0.500895275381368
-67	tm	293_1	1.37865870303811
-66	tm	293_1	0.391724339761734
-65	tm	293_1	0.455715818853895
-64	tm	293_1	0.276241368638134
-63	tm	293_1	2.1142346721123
-62	tm	293_1	0.736470297311852
-61	tm	293_1	0.356723028665961
-60	tm	293_1	1.1594639918272
-59	tm	293_1	0.502358123247373
-58	tm	293_1	0.269749885842168
-57	tm	293_1	0.7148648331834
-56	tm	293_1	1.6008137518799
-55	tm	293_1	1.76402258047121
-54	tm	293_1	0.363393678963122
-53	tm	293_1	0.488842490579428
-52	tm	293_1	1.23106640984691
-51	tm	293_1	0.863690923070825
-50	tm	293_1	0.623840558006035
-49	tm	293_1	0.889887875387108
-48	tm	293_1	1.16859325674996
-47	tm	293_1	0.678904227480775
-46	tm	293_1	0.762455044786257
-45	tm	293_1	1.51948485745364
-44	tm	293_1	2.34833848547808
-43	tm	293_1	1.21624895364169
-42	tm	293_1	0.372598473439849
-41	tm	293_1	1.33994110415117
-40	tm	293_1	0.606404565456571
-39	tm	293_1	1.66994695156855
-38	tm	293_1	3.46022165499429
-37	tm	293_1	3.04013451927895
-36	tm	293_1	4.04962237798066
-35	tm	293_1	1.04341982021963
-34	tm	293_1	1.04231774273786
-33	tm	293_1	1.60592798814147
-32	tm	293_1	1.36610384941075
-31	tm	293_1	0.759814975777783
-30	tm	293_1	0.701107300631057
-29	tm	293_1	1.3941132352618
-28	tm	293_1	1.92447988600368
-27	tm	293_1	0.601194404370084
-26	tm	293_1	1.02062894305342
-25	tm	293_1	2.83092286154976
-24	tm	293_1	1.28550477375572
-23	tm	293_1	0.718124085557725
-22	tm	293_1	1.3169285715298
-21	tm	293_1	0.670366649892021
-20	tm	293_1	0.738873671254027
-19	tm	293_1	2.40901720625027
-18	tm	293_1	1.69771799875837
-17	tm	293_1	0.540374969002272
-16	tm	293_1	0.930737780300032
-15	tm	293_1	1.39760194672392
-14	tm	293_1	0.997031344191684
-13	tm	293_1	2.18697333125075
-12	tm	293_1	1.44083516993729
-11	tm	293_1	1.10854115243561
-10	tm	293_1	1.68073912616393
-9	tm	293_1	1.85861870167455
-8	tm	293_1	1.0068019239362
-7	tm	293_1	1.4815963127018
-6	tm	293_1	0.802209516819343
-5	tm	293_1	1.38260303659167
-4	tm	293_1	1.41318897000739
-3	tm	293_1	1.92286714750385
-2	tm	293_1	1.24777354284934
-1	tm	293_1	0.775527784097282
0	tm	293_1	0.843385286083267
1	tm	293_1	0.712507853740069
2	tm	293_1	0.592048117283648
3	tm	293_1	0.706817014623823
4	tm	293_1	0.550736833483734
5	tm	293_1	0.653409974039513
6	tm	293_1	0.575346032360906
7	tm	293_1	0.345894538745573
8	tm	293_1	0.585857923278071
9	tm	293_1	0.384019416616113
10	tm	293_1	0.282904081868483
11	tm	293_1	0.495561103465496
12	tm	293_1	0.693885272621947
13	tm	293_1	1.29786893341018
14	tm	293_1	0.524215528386005
15	tm	293_1	0.654668519688389
16	tm	293_1	0.688003241567565
17	tm	293_1	1.10214149629852
18	tm	293_1	0.805852357113295
19	tm	293_1	1.23959010135168
20	tm	293_1	0.941610255295762
21	tm	293_1	0.987522400874897
22	tm	293_1	1.07418057840401
23	tm	293_1	1.28548567143595
24	tm	293_1	1.07678335326657
25	tm	293_1	0.865603436951506
26	tm	293_1	1.23332783968919
27	tm	293_1	0.693521860712965
28	tm	293_1	1.0341170162448
29	tm	293_1	1.05085648530071
30	tm	293_1	0.772251189380581
31	tm	293_1	0.774453665612647
32	tm	293_1	1.20084426631605
33	tm	293_1	1.10257498186952
34	tm	293_1	0.995580498490971
35	tm	293_1	0.968651344376063
36	tm	293_1	0.972076533605786
37	tm	293_1	1.08220160102998
38	tm	293_1	0.902345787551993
39	tm	293_1	1.01340172822197
40	tm	293_1	0.972609505368072
41	tm	293_1	1.36763697849844
42	tm	293_1	1.14202992298406
43	tm	293_1	1.13290598290467
44	tm	293_1	1.11991270715727
45	tm	293_1	1.42719357675187
46	tm	293_1	0.972438203327377
47	tm	293_1	1.75215639521408
48	tm	293_1	4.03285580031439
49	tm	293_1	8.19405511426996
50	tm	293_1	1.67513979037794
51	tm	293_1	0.905935475819348
52	tm	293_1	1.63573415145239
53	tm	293_1	1.40597555650007
54	tm	293_1	1.45615122476931
55	tm	293_1	1.97776056715813
56	tm	293_1	1.80473398462499
57	tm	293_1	1.54573809358505
58	tm	293_1	2.6039689851649
59	tm	293_1	2.60758055378193
60	tm	293_1	2.16099693042658
61	tm	293_1	1.01858616380843
62	tm	293_1	1.22003055991325
63	tm	293_1	1.66536935499809
64	tm	293_1	3.01513904045714
65	tm	293_1	1.57290698864371
66	tm	293_1	1.45185487772314
67	tm	293_1	1.22244638566988
68	tm	293_1	2.1932229045268
69	tm	293_1	1.15524612807614
70	tm	293_1	1.50915871659533
71	tm	293_1	1.6122316943427
72	tm	293_1	1.45661549816022
73	tm	293_1	1.04654318668672
74	tm	293_1	1.61619776878105
75	tm	293_1	1.95057795092776
76	tm	293_1	1.73364171930331
77	tm	293_1	1.07581585476521
78	tm	293_1	1.8290084873741
79	tm	293_1	2.53513850811551
80	tm	293_1	1.33007782887231
81	tm	293_1	1.37221120359997
82	tm	293_1	1.8802225861269
83	tm	293_1	1.21224376449051
84	tm	293_1	1.17591152877883
85	tm	293_1	2.03438341340543
86	tm	293_1	1.56331672143552
87	tm	293_1	1.53023253096178
88	tm	293_1	1.88181983505511
89	tm	293_1	1.47947884216217
90	tm	293_1	1.65631021472487
91	tm	293_1	1.61509202414775
92	tm	293_1	1.57823824506714
93	tm	293_1	1.87890616655253
94	tm	293_1	1.90931928744998
95	tm	293_1	1.76452866042566
96	tm	293_1	1.78242035478989
97	tm	293_1	1.61819161953686
98	tm	293_1	1.57582768664061
99	tm	293_1	1.40019669703844
100	tm	293_1	2.72341282239695
101	tm	293_1	2.71909948251033
102	tm	293_1	2.07894853317053
103	tm	293_1	1.49195635612243
104	tm	293_1	1.7948344383858
105	tm	293_1	2.32343862573524
106	tm	293_1	2.17498752726162
107	tm	293_1	1.33924420304157
108	tm	293_1	1.32090563445843
109	tm	293_1	2.16193901574659
110	tm	293_1	0.94444573784581
111	tm	293_1	1.16471879179213
112	tm	293_1	2.04005096201183
113	tm	293_1	2.49735588702025
114	tm	293_1	1.51945585430987
115	tm	293_1	1.67788250615473
116	tm	293_1	1.47821411267324
117	tm	293_1	0.876752755838059
118	tm	293_1	1.75945389060232
119	tm	293_1	1.74577288106559
120	tm	293_1	1.91910642935973
121	tm	293_1	1.67461542062803
122	tm	293_1	1.927856124868
123	tm	293_1	2.18646113940023
124	tm	293_1	1.90053319560708
125	tm	293_1	1.75379983225809
126	tm	293_1	2.51205808921105
127	tm	293_1	1.56710283110359
128	tm	293_1	1.99876097260106
129	tm	293_1	1.44958268388715
130	tm	293_1	1.9816184081989
131	tm	293_1	2.12674495133889
132	tm	293_1	2.29445074639206
133	tm	293_1	1.8872709043653
134	tm	293_1	1.88333233679388
135	tm	293_1	2.29817029230562
136	tm	293_1	2.14056782501935
137	tm	293_1	2.56407759032492
138	tm	293_1	1.32281351640974
139	tm	293_1	2.38108679559748
140	tm	293_1	2.07849691478322
141	tm	293_1	1.63470014635413
142	tm	293_1	1.27489720671912
143	tm	293_1	1.31569002355201
144	tm	293_1	2.10983601278292
145	tm	293_1	2.38668051599522
146	tm	293_1	2.41378828673435
147	tm	293_1	2.59941708367428
148	tm	293_1	1.69345478641318
149	tm	293_1	1.54230877341373
150	tm	293_1	1.36813744769928
151	tm	293_1	1.87374617878981
152	tm	293_1	2.1563029866786
153	tm	293_1	1.67743840136853
154	tm	293_1	1.08506977300185
155	tm	293_1	1.53936990898666
156	tm	293_1	1.55751502432691
157	tm	293_1	1.48342682932462
158	tm	293_1	2.93106549188914
159	tm	293_1	1.38880449656213
160	tm	293_1	2.19601097881561
161	tm	293_1	1.80871526851663
162	tm	293_1	2.79827133246313
163	tm	293_1	2.03388947415791
164	tm	293_1	2.48390196752057
165	tm	293_1	1.17361196957579
166	tm	293_1	2.093838399123
167	tm	293_1	1.64730620637863
168	tm	293_1	2.16364967524383
169	tm	293_1	1.75937953782026
170	tm	293_1	1.14360558574144
171	tm	293_1	2.18217401490473
172	tm	293_1	1.653251913074
173	tm	293_1	1.49080013053302
174	tm	293_1	2.38868528634736
175	tm	293_1	1.47613838819678
176	tm	293_1	2.04282861180735
177	tm	293_1	1.87955978374931
178	tm	293_1	1.46311728851891
179	tm	293_1	1.96032789856387
180	tm	293_1	1.42491450931034
181	tm	293_1	1.64222065906385
182	tm	293_1	1.25065664054054
183	tm	293_1	1.2596172459045
184	tm	293_1	1.72509801149281
185	tm	293_1	2.35139013523134
186	tm	293_1	2.29229053970832
187	tm	293_1	2.03547555673993
188	tm	293_1	1.56403310396682
189	tm	293_1	1.78847614453296
190	tm	293_1	0.905589973944743
191	tm	293_1	1.52995024412522
192	tm	293_1	1.45544609849198
193	tm	293_1	2.53335151323532
194	tm	293_1	1.25505268618243
195	tm	293_1	1.42774247933541
196	tm	293_1	1.449497098027
197	tm	293_1	1.91425230674659
198	tm	293_1	2.76764478713988
199	tm	293_1	1.54231904345746
200	tm	293_1	1.26995048431786
201	tm	293_1	2.42231173202317
202	tm	293_1	1.41621918545416
203	tm	293_1	1.31688096356487
204	tm	293_1	1.30113113367359
205	tm	293_1	1.90544359089508
206	tm	293_1	1.55911739056234
207	tm	293_1	1.3929617199955
208	tm	293_1	1.70804581145192
209	tm	293_1	1.42473198565364
210	tm	293_1	1.33643489172807
211	tm	293_1	1.16497502843054
212	tm	293_1	1.4646978170017
213	tm	293_1	2.18262412789721
214	tm	293_1	1.88139547044333
